,37226950.90,18.0405865,9999.099,,,0.00393710063920686,4.41886239969349E-5,,,,,,,,,5,125,0,6.93600014783442,0.0445190379357835,5.69210160137662E-5,4370,0,18.0146599,18.0665131,9999.099,9999.099,-0.0253933615464972,18.0653,,,,,,,,,,,,,,,,,,,,,,,18.0405865
,37227071.60,19.0365572,9999.099,,,0.0039381083263976,4.5240595973689E-5,,,,,,,,,5,125,0,6.4210003009066,0.0445190379357835,5.70857571900258E-5,4370,0,19.010437,19.0626774,9999.099,9999.099,-0.0313267790231751,19.06985,,,,,,,,,,,,,,,,,,,,,,,19.0365572
,37227192.83,20.04451375,9999.099,,,0.00391167914268951,4.49558583347016E-5,,,,,,,,,5,125,0,7.21700030844659,0.0445190379357835,5.71159500226383E-5,4370,0,20.0144444,20.0745831,9999.099,9999.099,-0.0310757664025639,20.08205,,,,,,,,,,,,,,,,,,,,,,,20.04451375
,37227313.42,21.04722785,9999.099,,,0.00391122296780788,4.55928880810413E-5,,,,,,,,,5,125,0,6.73300009220839,0.0445190379357835,5.71300126950626E-5,4370,0,21.0178566,21.0765991,9999.099,9999.099,-0.0303262289928372,21.0854,,,,,,,,,,,,,,,,,,,,,,,21.04722785
,37227432.95,22.03955175,9999.099,,,0.00389877436849977,4.526713885946E-5,,,,,,,,,5,125,0,6.57699988223612,0.0445190379357835,5.7041813786164E-5,4370,0,22.0116997,22.0674038,9999.099,9999.099,-0.0300094631982303,22.0811,,,,,,,,,,,,,,,,,,,,,,,22.03955175
,37227552.64,23.0404234,9999.099,,,0.00386903932262218,4.65955689856865E-5,,,,,,,,,5,125,0,6.45199993159622,0.0445190379357835,5.71074737152996E-5,4370,0,23.013031,23.0678158,9999.099,9999.099,-0.0343479760752184,23.07575,,,,,,,,,,,,,,,,,,,,,,,23.0404234
,37227673.89,24.0480213,9999.099,,,0.00386445161897863,4.61973417231932E-5,,,,,,,,,5,125,0,7.15399961918593,0.0445190379357835,5.70412300225555E-5,4370,0,24.0163078,24.0797348,9999.099,9999.099,-0.0323937839647347,24.0925,,,,,,,,,,,,,,,,,,,,,,,24.0480213
,37227793.73,25.0422907,9999.099,,,0.00383278301741268,4.59313383537219E-5,,,,,,,,,5,125,0,7.16999983415008,0.0445190379357835,5.68777017488555E-5,4370,0,25.0089951,25.0755863,9999.099,9999.099,-0.0310111061583463,25.0957,,,,,,,,,,,,,,,,,,,,,,,25.0422907
,37227914.11,26.04000855,9999.099,,,0.00383095531503,4.65976572039174E-5,,,,,,,,,5,125,0,6.7489996785298,0.0445190379357835,5.67906934358449E-5,4370,0,26.009697,26.0703201,9999.099,9999.099,-0.0308828174309087,26.0896,,,,,,,,,,,,,,,,,,,,,,,26.04000855
,37228034.34,27.0396309,9999.099,,,0.00379315331270878,4.4794065924043E-5,,,,,,,,,5,125,0,6.95199973415583,0.0445190379357835,5.6565275846352E-5,4370,0,27.0106106,27.0686512,9999.099,9999.099,-0.0288343649828666,27.09485,,,,,,,,,,,,,,,,,,,,,,,27.0396309
,37228154.38,28.04306505,9999.099,,,0.0037886588725054,4.49340204875815E-5,,,,,,,,,5,125,0,7.15499978978187,0.0445190379357835,5.6573158681652E-5,4370,0,28.0123558,28.0737743,9999.099,9999.099,-0.028283490439799,28.0884,,,,,,,,,,,,,,,,,,,,,,,28.04306505
,37228274.71,29.0377531,9999.099,,,0.00376578492337989,4.50466969191939E-5,,,,,,,,,5,125,0,6.5460002515465,0.0445190379357835,5.64595706493926E-5,4370,0,29.004612,29.0708942,9999.099,9999.099,-0.0284897616468758,29.0936,,,,,,,,,,,,,,,,,,,,,,,29.0377531
,37228395.68,30.0433283,9999.099,,,0.00374269919431458,4.53023533262444E-5,,,,,,,,,5,125,0,6.71699987724423,0.0445190379357835,5.63087560348081E-5,4370,0,30.0150547,30.0716019,9999.099,9999.099,-0.0295253042311376,30.09265,,,,,,,,,,,,,,,,,,,,,,,30.0433283
,37228516.38,31.05025105,9999.099,,,0.00372941692370559,4.5534241035378E-5,,,,,,,,,5,125,0,6.48299956228584,0.0445190379357835,5.62960431668892E-5,4370,0,31.0171185,31.0833836,9999.099,9999.099,-0.0298574395097526,31.11475,,,,,,,,,,,,,,,,,,,,,,,31.05025105
,37228635.83,32.04606435,9999.099,,,0.00372224000068786,4.64996953826738E-5,,,,,,,,,5,125,0,7.15500041842461,0.0445190379357835,5.63040597347549E-5,4370,0,32.0156059,32.0765228,9999.099,9999.099,-0.0348341925193996,32.0961,,,,,,,,,,,,,,,,,,,,,,,32.04606435
,37228754.19,33.0345192,9999.099,,,0.00370913909835436,4.83076735781904E-5,,,,,,,,,5,125,0,6.71799941919744,0.0445190379357835,5.61712914566151E-5,4370,0,33.0092125,33.0598259,9999.099,9999.099,-0.0374497945731754,33.0755,,,,,,,,,,,,,,,,,,,,,,,33.0345192
,37228874.33,34.0320568,9999.099,,,0.00367649727675148,4.80599393102392E-5,,,,,,,,,5,125,0,6.6389997722581,0.0445190379357835,5.59767307180883E-5,4370,0,34.0073166,34.056797,9999.099,9999.099,-0.0367515781546131,34.07325,,,,,,,,,,,,,,,,,,,,,,,34.0320568
,37228994.05,35.0364895,9999.099,,,0.00366612695018395,4.86829273301917E-5,,,,,,,,,5,125,0,6.71699987724423,0.0445190379357835,5.59319154961877E-5,4370,0,35.0120468,35.0609322,9999.099,9999.099,-0.0366975249486705,35.076,,,,,,,,,,,,,,,,,,,,,,,35.0364895
,37229115.07,36.0477314,9999.099,,,0.00363512861608367,4.89016535930426E-5,,,,,,,,,5,125,0,7.15400024782866,0.0445190379357835,5.58859053409675E-5,4370,0,36.0174217,36.0780411,9999.099,9999.099,-0.0393376875298477,36.10255,,,,,,,,,,,,,,,,,,,,,,,36.0477314
,37229236.25,37.05587005,9999.099,,,0.00362835048078818,4.98759301786305E-5,,,,,,,,,5,125,0,6.90600005909801,0.0445190379357835,5.59259269778756E-5,4370,0,37.0167656,37.0949745,9999.099,9999.099,-0.0440642872110131,37.16295,,,,,,,,,,,,,,,,,,,,,,,37.05587005
,37229359.31,38.0711193,9999.099,,,0.00359717372033213,4.96214555095178E-5,,,,,,,,,5,125,0,6.71900021843612,0.0445190379357835,5.57563099061328E-5,4370,0,38.0210266,38.121212,9999.099,9999.099,-0.0433390015005315,38.23415,,,,,,,,,,,,,,,,,,,,,,,38.0711193
,37229482.47,39.06333925,9999.099,,,0.0035714867978833,4.96443442484508E-5,,,,,,,,,5,125,0,6.95299990475178,0.0445190379357835,5.57135231487691E-5,4370,0,39.0039215,39.122757,9999.099,9999.099,-0.0437571463621725,39.29065,,,,,,,,,,,,,,,,,,,,,,,39.06333925
,37229607.08,40.0679684,9999.099,,,0.003579673815018,5.0889194519726E-5,,,,,,,,,5,125,0,6.99999975040555,0.0445190379357835,5.56680413961318E-5,4370,0,40.0178528,40.118084,9999.099,9999.099,-0.0457991211269948,40.2869,,,,,,,,,,,,,,,,,,,,,,,40.0679684
,37229714.84,41.0314236,9999.099,,,0.00354122906536513,5.03783257477451E-5,,,,,,,,,5,125,0,7.10999965667725,0.0445190379357835,5.54624938858075E-5,4370,0,41.0166588,41.0461884,9999.099,9999.099,-0.0444944939664029,41.039,,,,,,,,,,,,,,,,,,,,,,,41.0314236
,37229838.94,42.0684013,9999.099,,,0.00352302558933678,4.90813510797235E-5,,,,,,,,,5,125,0,6.7810001084581,0.0445190379357835,5.53933832118753E-5,4370,0,42.0232162,42.1135864,9999.099,9999.099,-0.0429115747707229,42.2436,,,,,,,,,,,,,,,,,,,,,,,42.0684013
,37229965.79,43.0757313,9999.099,,,0.00350869614212995,4.90970310715688E-5,,,,,,,,,5,125,0,6.82799995411187,0.0445190379357835,5.53009785182316E-5,4370,0,43.0147438,43.1367188,9999.099,9999.099,-0.0428335932929858,43.36545,,,,,,,,,,,,,,,,,,,,,,,43.0757313
,37230083.60,44.01948545,9999.099,,,0.00349074208301279,4.93027288261839E-5,,,,,,,,,5,125,0,7.09400007035583,0.0445190379357835,5.49409286801408E-5,4370,0,44.0024452,44.0365257,9999.099,9999.099,-0.0443570330810937,44.0887,,,,,,,,,,,,,,,,,,,,,,,44.01948545
,37230199.10,45.0566444,9999.099,,,0.00346689055181025,5.00827943648402E-5,,,,,,,,,5,125,0,7.04699959605932,0.0445190379357835,5.50049425186743E-5,4370,0,45.0093002,45.1039886,9999.099,9999.099,-0.0439411724746349,45.24815,,,,,,,,,,,,,,,,,,,,,,,45.0566444
,37230327.16,46.069561,9999.099,,,0.00346559267315808,4.86827818728786E-5,,,,,,,,,5,125,0,7.20399997662753,0.0445190379357835,5.49132660461572E-5,4370,0,46.0148888,46.1242332,9999.099,9999.099,-0.0419880036375641,46.388,,,,,,,,,,,,,,,,,,,,,,,46.069561
,37230436.53,47.02190785,9999.099,,,0.00342997515966595,4.89544147490163E-5,,,,,,,,,5,125,0,6.4219998428598,0.0445190379357835,5.46140879303558E-5,4370,0,47.00383,47.0399857,9999.099,9999.099,-0.0420046601544667,47.03695,,,,,,,,,,,,,,,,,,,,,,,47.02190785
,37230563.28,48.06319045,9999.099,,,0.00340622797318291,4.78874229649488E-5,,,,,,,,,5,125,0,6.64100011344999,0.0445190379357835,5.45186579779077E-5,4370,0,48.0129776,48.1134033,9999.099,9999.099,-0.0370742482690107,48.36025,,,,,,,,,,,,,,,,,,,,,,,48.06319045
,37230689.41,49.04932785,9999.099,,,0.00340447652654822,4.75147928671589E-5,,,,,,,,,5,125,0,7.34399997163564,0.0445190379357835,5.42802056588004E-5,4370,0,49.0111885,49.0874672,9999.099,9999.099,-0.0367828719040901,49.2842,,,,,,,,,,,,,,,,,,,,,,,49.04932785
,37230802.27,50.04040335,9999.099,,,0.00338311423144055,4.695057045049E-5,,,,,,,,,5,125,0,7.21900002099574,0.0445190379357835,5.41543139948775E-5,4373,0,50.0159416,50.0648651,9999.099,9999.099,-0.0364065065525008,50.1388,,,,,,,,,,,,,,,,,,,,,,,50.04040335
,37231142.94,55.01491925,9999.099,,,0.00327176176640005,4.54674869829136E-5,,,,,,,,,5,125,0,7.00000037904829,0.0445190379357835,5.47516455968443E-5,4370,0,55.0069351,55.0229034,9999.099,9999.099,-0.035539325941013,55.02035,,,,,,,,,,,,,,,,,,,,,,,55.01491925
,37231315.12,60.13587765,9999.099,,,0.00320299490952579,4.36568785104826E-5,,,,,,,,,5,125,0,6.90600005909801,0.0445190379357835,5.3522492282073E-5,4374,0,60.0300217,60.2417336,9999.099,9999.099,-0.0358573216656662,61.45925,,,,,,,,,,,,,,,,,,,,,,,60.13587765
,37231465.17,65.12120815,9999.099,,,0.00312864886612074,4.56823144461339E-5,,,,,,,,,5,125,0,6.9839995354414,0.0445190379357835,5.32086561021893E-5,4374,0,65.012886,65.2295303,9999.099,9999.099,-0.0362331951212636,66.51755,,,,,,,,,,,,,,,,,,,,,,,65.12120815
,37231617.39,70.1321106,9999.099,,,0.00305123352078277,4.51291678745485E-5,,,,,,,,,5,125,0,6.31199993658811,0.0445190379357835,5.27627247472657E-5,4374,0,70.0370026,70.2272186,9999.099,9999.099,-0.036416994645722,71.8554,,,,,,,,,,,,,,,,,,,,,,,70.1321106
,37231770.68,75.145607,9999.099,,,0.0029766102426057,4.38914797426781E-5,,,,,,,,,5,125,0,6.96900011971593,0.0445190379357835,5.22900818552858E-5,4374,0,75.0343018,75.2569122,9999.099,9999.099,-0.0344661921637525,77.20955,,,,,,,,,,,,,,,,,,,,,,,75.145607
,37231923.61,80.18120575,9999.099,,,0.00290310598998574,4.41846564600776E-5,,,,,,,,,5,125,0,7.07800048403442,0.0445190379357835,5.19039919614928E-5,4374,0,80.0664291,80.2959824,9999.099,9999.099,-0.0362816542100451,82.44895,,,,,,,,,,,,,,,,,,,,,,,80.18120575
,37232075.48,85.16363905,9999.099,,,0.00282397791106774,4.48220763066104E-5,,,,,,,,,5,125,0,6.98499970603734,0.0445190379357835,5.17323032354893E-5,4374,0,85.0500412,85.2772369,9999.099,9999.099,-0.0393902143123597,87.7384,,,,,,,,,,,,,,,,,,,,,,,85.16363905
,37232227.97,90.1975708,9999.099,,,0.00276062980480754,4.61854634958875E-5,,,,,,,,,5,125,0,7.26599986664951,0.0445190379357835,5.14895261134505E-5,4374,0,90.0790787,90.3160629,9999.099,9999.099,-0.0455458010035441,92.95695,,,,,,,,,,,,,,,,,,,,,,,90.1975708
,37232379.03,95.1770973,9999.099,,,0.00268920969537332,4.5874589650817E-5,,,,,,,,,5,125,0,7.38999964669347,0.0445190379357835,5.10856354381458E-5,4374,0,95.0549469,95.2992477,9999.099,9999.099,-0.0453051591840189,98.0675,,,,,,,,,,,,,,,,,,,,,,,95.1770973
,37232529.90,100.14121245,9999.099,,,0.00262991440179967,4.6643238173725E-5,,,,,,,,,5,125,0,6.71800004784018,0.0445190379357835,5.06791358407054E-5,4374,0,100.0197601,100.2626648,9999.099,9999.099,-0.0445310282047505,103.3568,,,,,,,,,,,,,,,,,,,,,,,100.14121245
,37232682.61,105.1634636,9999.099,,,0.00258861192410839,4.70543537612205E-5,,,,,,,,,5,125,0,7.25000028032809,0.0445190379357835,5.05573190759507E-5,4374,0,105.0512009,105.2757263,9999.099,9999.099,-0.0458700416271535,108.6254,,,,,,,,,,,,,,,,,,,,,,,105.1634636
,37232834.22,110.16059875,9999.099,,,0.00251779561311571,4.91642716263389E-5,,,,,,,,,5,125,0,6.65700032841414,0.0445190379357835,5.01126112728586E-5,4374,0,110.036972,110.2842255,9999.099,9999.099,-0.0459910583782623,113.85275,,,,,,,,,,,,,,,,,,,,,,,110.16059875
,37232985.45,115.14329145,9999.099,,,0.00246814281012571,4.76431055331922E-5,,,,,,,,,5,125,0,7.375000230968,0.0445190379357835,4.98207820178956E-5,4374,0,115.0154037,115.2711792,9999.099,9999.099,-0.0455445228595988,119.05985,,,,,,,,,,,,,,,,,,,,,,,115.14329145
,37233137.88,120.16007235,9999.099,,,0.00240847936158812,4.81191027385528E-5,,,,,,,,,5,125,0,6.79699969477951,0.0445190379357835,4.95306628161257E-5,4374,0,120.0409546,120.2791901,9999.099,9999.099,-0.0452092554559285,124.36785,,,,,,,,,,,,,,,,,,,,,,,120.16007235
,37233290.02,125.19020465,9999.099,,,0.00235861468364571,4.89073251760615E-5,,,,,,,,,5,125,0,6.95299990475178,0.0445190379357835,4.92821743881584E-5,4374,0,125.0805588,125.2998505,9999.099,9999.099,-0.0457163477870545,129.60425,,,,,,,,,,,,,,,,,,,,,,,125.19020465
,37233441.49,130.18203735,9999.099,,,0.00230960437421892,5.07364276129972E-5,,,,,,,,,5,125,0,7.21900002099574,0.0445190379357835,4.89680143490344E-5,4374,0,130.0727081,130.2913666,9999.099,9999.099,-0.0474262164089118,134.8484,,,,,,,,,,,,,,,,,,,,,,,130.18203735
,37233592.18,135.17382815,9999.099,,,0.00225688335497391,5.10407278745395E-5,,,,,,,,,5,125,0,6.73500043340027,0.0445190379357835,4.87452050162495E-5,4374,0,135.0622101,135.2854462,9999.099,9999.099,-0.0493312711410149,140.0365,,,,,,,,,,,,,,,,,,,,,,,135.17382815
,37233744.40,140.1679611,9999.099,,,0.00221869262692676,5.34407563665799E-5,,,,,,,,,5,125,0,6.73500043340027,0.0445190379357835,4.8544889366512E-5,4374,0,140.0735626,140.2623596,9999.099,9999.099,-0.0520465852501402,145.4656,,,,,,,,,,,,,,,,,,,,,,,140.1679611
,37233895.32,145.15010835,9999.099,,,0.00216365839632409,5.25634500293439E-5,,,,,,,,,5,125,0,6.70300000347197,0.0445190379357835,4.82012664925092E-5,4374,0,145.0382996,145.2619171,9999.099,9999.099,-0.0512027626701039,150.6354,,,,,,,,,,,,,,,,,,,,,,,145.15010835
,37234048.08,150.17282105,9999.099,,,0.00213749752300882,5.47023626723279E-5,,,,,,,,,5,125,0,7.18700021971017,0.0445190379357835,4.80178504560091E-5,4374,0,150.0582733,150.2873688,9999.099,9999.099,-0.054713709907743,156.09535,,,,,,,,,,,,,,,,,,,,,,,150.17282105
,37234197.00,155.16117095,9999.099,,,0.00208128404395686,5.62484932835561E-5,,,,,,,,,5,125,0,7.10999965667725,0.0445190379357835,4.79367930707292E-5,4374,0,155.0482635,155.2740784,9999.099,9999.099,-0.0601568103413704,160.56205,,,,,,,,,,,,,,,,,,,,,,,155.16117095
,37234350.20,160.14920045,9999.099,,,0.00204431583082863,5.78199062881389E-5,,,,,,,,,5,125,0,7.06299981102347,0.0445190379357835,4.77013704031874E-5,4374,0,160.0324402,160.2659607,9999.099,9999.099,-0.0640017807366352,166.52715,,,,,,,,,,,,,,,,,,,,,,,160.14920045
,37234501.12,165.17944335,9999.099,,,0.00198931497036899,5.65783492378773E-5,,,,,,,,,5,125,0,6.70300000347197,0.0445190379357835,4.743369603208E-5,4374,0,165.0486603,165.3102264,9999.099,9999.099,-0.0631566399159533,171.68075,,,,,,,,,,,,,,,,,,,,,,,165.17944335
,37234650.05,170.14387515,9999.099,,,0.00196675802263196,5.81456935200052E-5,,,,,,,,,5,125,0,7.03100000973791,0.0445190379357835,4.70557249626892E-5,4374,0,170.0382996,170.2494507,9999.099,9999.099,-0.0670547196562554,175.47895,,,,,,,,,,,,,,,,,,,,,,,170.14387515
,37234805.61,175.16594695,9999.099,,,0.00192221657492409,5.89744561118795E-5,,,,,,,,,5,125,0,7.10900011472404,0.0445190379357835,4.69364911322553E-5,4374,0,175.0659027,175.2659912,9999.099,9999.099,-0.0677470382930634,182.4724,,,,,,,,,,,,,,,,,,,,,,,175.16594695
,37234956.33,180.1648178,9999.099,,,0.00187678668547832,5.82086828721923E-5,,,,,,,,,5,125,0,6.57900022342801,0.0445190379357835,4.66546215600654E-5,4374,0,180.0368042,180.2928314,9999.099,9999.099,-0.0640360831427666,187.4506,,,,,,,,,,,,,,,,,,,,,,,180.1648178
,37235106.80,185.1947403,9999.099,,,0.00184764205598064,5.84507368177546E-5,,,,,,,,,5,125,0,6.95299990475178,0.0445190379357835,4.65336721290496E-5,4374,0,185.0851746,185.304306,9999.099,9999.099,-0.0667770438919709,191.8468,,,,,,,,,,,,,,,,,,,,,,,185.1947403
,37235258.89,190.1909256,9999.099,,,0.00181574367531232,6.03772714715951E-5,,,,,,,,,5,125,0,6.7810001084581,0.0445190379357835,4.63260068609457E-5,4374,0,190.088562,190.2932892,9999.099,9999.099,-0.0667744013497986,197.6238,,,,,,,,,,,,,,,,,,,,,,,190.1909256
,37235408.91,195.1506653,9999.099,,,0.00178058942634807,5.97460511933203E-5,,,,,,,,,5,125,0,7.15599996037781,0.0445190379357835,4.60897855356757E-5,4374,0,195.0396729,195.2616577,9999.099,9999.099,-0.0675725336948967,202.4835,,,,,,,,,,,,,,,,,,,,,,,195.1506653
,37235561.89,200.1859436,9999.099,,,0.00176333460964712,5.9150045723378E-5,,,,,,,,,5,125,0,6.74999984912574,0.0445190379357835,4.58348670828438E-5,4374,0,200.0772705,200.2946167,9999.099,9999.099,-0.0652935137595238,207.97235,,,,,,,,,,,,,,,,,,,,,,,200.1859436
