'y-axis saved as y
'x,NN_StartingMaterials_Ba(NO3)2.raw
37.7481796,15
37.7667654,15
37.7853512,17
37.803937,15
37.8225228,9
37.8411086,14
37.8596944,14
37.8782802,18
37.896866,13
37.9154518,19
37.9340376,12
37.9526234,12
37.9712092,14
37.989795,7
38.0083808,10
38.0269666,22
38.0455524,18
38.0641382,19
38.082724,12
38.1013098,16
38.1198956,15
38.1384814,14
38.1570672,14
38.175653,17
38.1942388,14
38.2128246,28
38.2314104,19
38.2499962,13
38.268582,14
38.2871678,23
38.3057536,30
38.3243394,22
38.3429252,37
38.361511,31
38.3800968,73
38.3986826,106
38.4172684,268
38.4358542,272
38.45444,397
38.4730258,442
38.4916116,359
38.5101974,245
38.5287832,298
38.547369,317
38.5659548,309
38.5845406,244
38.6031264,106
38.6217122,126
38.640298,133
38.6588838,179
38.6774696,168
38.6960554,218
38.7146412,168
38.733227,74
38.7518128,49
38.7703986,38
38.7889844,29
38.8075702,23
38.826156,26
38.8447418,25
38.8633276,16
38.8819134,12
38.9004992,11
38.919085,12
38.9376708,16
38.9562566,9
38.9748424,19
38.9934282,24
39.012014,13
39.0305998,19
39.0491856,7
39.0677714,12
39.0863572,10
39.104943,14
39.1235288,13
39.1421146,20
39.1607004,17
39.1792862,13
39.197872,13
39.2164578,10
39.2350436,12
39.2536294,9
39.2722152,8
39.290801,14
39.3093868,7
39.3279726,14
39.3465584,11
39.3651442,7
39.38373,13
39.4023158,15
39.4209016,13
39.4394874,14
39.4580732,11
39.476659,17
39.4952448,15
39.5138306,16
39.5324164,13
39.5510022,12
39.569588,8
39.5881738,11
39.6067596,18
39.6253454,16
39.6439312,16
39.662517,9
39.6811028,11
39.6996886,12
39.7182744,15
39.7368602,12
39.755446,11
39.7740318,12
39.7926176,15
39.8112034,12
39.8297892,13
39.848375,10
39.8669608,7
39.8855466,9
39.9041324,11
39.9227182,12
39.941304,9
39.9598898,15
39.9784756,10
39.9970614,13
40.0156472,12
40.034233,13
40.0528188,11
40.0714046,14
40.0899904,12
40.1085762,13
40.127162,11
40.1457478,13
40.1643336,12
40.1829194,16
40.2015052,12
40.220091,11
40.2386768,13
40.2572626,14
40.2758484,13
40.2944342,13
40.31302,13
40.3316058,8
40.3501916,10
40.3687774,6
40.3873632,15
40.405949,14
40.4245348,11
40.4431206,13
40.4617064,11
40.4802922,10
40.498878,10
40.5174638,5
40.5360496,12
40.5546354,15
40.5732212,15
40.591807,11
40.6103928,7
40.6289786,13
40.6475644,14
40.6661502,13
40.684736,5
40.7033218,5
40.7219076,12
40.7404934,13
40.7590792,19
40.777665,6
40.7962508,7
40.8148366,12
40.8334224,8
40.8520082,16
40.870594,12
40.8891798,14
40.9077656,7
40.9263514,10
40.9449372,13
40.963523,7
40.9821088,10
41.0006946,17
41.0192804,14
41.0378662,12
41.056452,10
41.0750378,15
41.0936236,14
41.1122094,12
41.1307952,11
41.149381,10
41.1679668,10
41.1865526,10
41.2051384,13
41.2237242,10
41.24231,14
41.2608958,9
41.2794816,13
41.2980674,11
41.3166532,9
41.335239,9
41.3538248,11
41.3724106,6
41.3909964,11
41.4095822,15
41.428168,10
41.4467538,11
41.4653396,8
41.4839254,16
41.5025112,12
41.521097,8
41.5396828,10
41.5582686,3
41.5768544,6
41.5954402,15
41.614026,12
41.6326118,10
41.6511976,16
41.6697834,8
41.6883692,15
41.706955,12
41.7255408,3
41.7441266,16
41.7627124,12
41.7812982,12
41.799884,12
41.8184698,5
41.8370556,7
41.8556414,10
41.8742272,12
41.892813,13
41.9113988,13
41.9299846,11
41.9485704,10
41.9671562,7
41.985742,9
42.0043278,11
42.0229136,8
42.0414994,4
42.0600852,11
42.078671,10
42.0972568,16
42.1158426,14
42.1344284,14
42.1530142,5
42.1716,13
42.1901858,11
42.2087716,11
42.2273574,7
42.2459432,11
42.264529,7
42.2831148,12
42.3017006,7
42.3202864,5
42.3388722,11
42.357458,10
42.3760438,12
42.3946296,7
42.4132154,9
42.4318012,8
42.450387,8
42.4689728,9
42.4875586,8
42.5061444,6
42.5247302,16
42.543316,14
42.5619018,11
42.5804876,9
42.5990734,8
42.6176592,11
42.636245,9
42.6548308,8
42.6734166,9
42.6920024,11
42.7105882,8
42.729174,9
42.7477598,12
42.7663456,8
42.7849314,13
42.8035172,9
42.822103,13
42.8406888,8
42.8592746,14
42.8778604,7
42.8964462,12
42.915032,8
42.9336178,13
42.9522036,7
42.9707894,6
42.9893752,14
43.007961,10
43.0265468,12
43.0451326,10
43.0637184,13
43.0823042,4
43.10089,5
43.1194758,12
43.1380616,13
43.1566474,10
43.1752332,11
43.193819,16
43.2124048,5
43.2309906,11
43.2495764,8
43.2681622,12
43.286748,15
43.3053338,10
43.3239196,13
43.3425054,8
43.3610912,5
43.379677,15
43.3982628,15
43.4168486,10
43.4354344,8
43.4540202,9
43.472606,6
43.4911918,10
43.5097776,8
43.5283634,10
43.5469492,13
43.565535,15
43.5841208,6
43.6027066,3
43.6212924,13
43.6398782,11
43.658464,15
43.6770498,7
43.6956356,13
43.7142214,9
43.7328072,12
43.751393,17
43.7699788,10
43.7885646,15
43.8071504,8
43.8257362,19
43.844322,15
43.8629078,9
43.8814936,11
43.9000794,11
43.9186652,12
43.937251,14
43.9558368,10
43.9744226,9
43.9930084,8
44.0115942,10
44.03018,13
44.0487658,9
44.0673516,12
44.0859374,9
44.1045232,10
44.123109,10
44.1416948,14
44.1602806,8
44.1788664,17
44.1974522,7
44.216038,7
44.2346238,14
44.2532096,15
44.2717954,10
44.2903812,8
44.308967,14
44.3275528,11
44.3461386,15
44.3647244,14
44.3833102,13
44.401896,12
44.4204818,10
44.4390676,10
44.4576534,12
44.4762392,11
44.494825,13
44.5134108,13
44.5319966,10
44.5505824,15
44.5691682,21
44.587754,16
44.6063398,14
44.6249256,22
44.6435114,50
44.6620972,60
44.680683,44
44.6992688,49
44.7178546,52
44.7364404,97
44.7550262,71
44.773612,58
44.7921978,60
44.8107836,40
44.8293694,40
44.8479552,45
44.866541,35
44.8851268,27
44.9037126,21
44.9222984,15
44.9408842,8
44.95947,10
44.9780558,16
44.9966416,12
45.0152274,8
45.0338132,15
45.052399,10
45.0709848,4
45.0895706,19
45.1081564,9
45.1267422,13
45.145328,12
45.1639138,18
45.1824996,9
45.2010854,8
45.2196712,13
45.238257,11
45.2568428,12
45.2754286,10
45.2940144,9
45.3126002,9
45.331186,12
45.3497718,15
45.3683576,16
45.3869434,13
45.4055292,9
45.424115,12
45.4427008,6
45.4612866,8
45.4798724,12
45.4984582,15
45.517044,12
45.5356298,7
45.5542156,20
45.5728014,17
45.5913872,15
45.609973,7
45.6285588,13
45.6471446,5
45.6657304,12
45.6843162,9
45.702902,12
45.7214878,8
45.7400736,16
45.7586594,10
45.7772452,7
45.795831,12
45.8144168,6
45.8330026,12
45.8515884,7
45.8701742,11
45.88876,8
45.9073458,11
45.9259316,13
45.9445174,5
45.9631032,9
45.981689,11
46.0002748,9
46.0188606,6
46.0374464,10
46.0560322,10
46.074618,8
46.0932038,5
46.1117896,11
46.1303754,5
46.1489612,11
46.167547,11
46.1861328,10
46.2047186,14
46.2233044,10
46.2418902,17
46.260476,15
46.2790618,16
46.2976476,13
46.3162334,7
46.3348192,9
46.353405,6
46.3719908,12
46.3905766,6
46.4091624,9
46.4277482,15
46.446334,8
46.4649198,8
46.4835056,5
46.5020914,9
46.5206772,8
46.539263,8
46.5578488,7
46.5764346,10
46.5950204,9
46.6136062,9
46.632192,7
46.6507778,8
46.6693636,8
46.6879494,9
46.7065352,11
46.725121,6
46.7437068,6
46.7622926,7
46.7808784,7
46.7994642,8
46.81805,10
46.8366358,9
46.8552216,14
46.8738074,9
46.8923932,12
46.910979,7
46.9295648,8
46.9481506,5
46.9667364,9
46.9853222,17
47.003908,13
47.0224938,7
47.0410796,5
47.0596654,9
47.0782512,10
47.096837,4
47.1154228,12
47.1340086,9
47.1525944,15
47.1711802,13
47.189766,5
47.2083518,8
47.2269376,9
47.2455234,6
47.2641092,9
47.282695,7
47.3012808,12
47.3198666,8
47.3384524,8
47.3570382,10
47.375624,8
47.3942098,11
47.4127956,11
47.4313814,5
47.4499672,7
47.468553,7
47.4871388,11
47.5057246,14
47.5243104,11
47.5428962,13
47.561482,6
47.5800678,9
47.5986536,15
47.6172394,14
47.6358252,10
47.654411,11
47.6729968,10
47.6915826,13
47.7101684,11
47.7287542,12
47.74734,14
47.7659258,10
47.7845116,10
47.8030974,7
47.8216832,8
47.840269,9
47.8588548,10
47.8774406,14
47.8960264,10
47.9146122,4
47.933198,13
47.9517838,9
47.9703696,9
47.9889554,7
48.0075412,8
48.026127,11
48.0447128,18
48.0632986,11
48.0818844,8
48.1004702,7
48.119056,6
48.1376418,13
48.1562276,10
48.1748134,8
48.1933992,17
48.211985,8
48.2305708,6
48.2491566,12
48.2677424,10
48.2863282,6
48.304914,7
48.3234998,11
48.3420856,10
48.3606714,5
48.3792572,8
48.397843,13
48.4164288,14
48.4350146,11
48.4536004,12
48.4721862,8
48.490772,7
48.5093578,8
48.5279436,9
48.5465294,9
48.5651152,8
48.583701,6
48.6022868,8
48.6208726,10
48.6394584,8
48.6580442,8
48.67663,10
48.6952158,5
48.7138016,8
48.7323874,5
48.7509732,14
48.769559,3
48.7881448,10
48.8067306,13
48.8253164,8
48.8439022,13
48.862488,13
48.8810738,28
48.8996596,57
48.9182454,61
48.9368312,61
48.955417,77
48.9740028,80
48.9925886,56
49.0111744,39
49.0297602,42
49.048346,55
49.0669318,54
49.0855176,33
49.1041034,48
49.1226892,33
49.141275,18
49.1598608,20
49.1784466,15
49.1970324,19
49.2156182,15
49.234204,12
49.2527898,7
49.2713756,6
49.2899614,16
49.3085472,6
49.327133,9
49.3457188,12
49.3643046,16
49.3828904,8
49.4014762,9
49.420062,3
49.4386478,13
49.4572336,8
49.4758194,5
49.4944052,15
49.512991,16
49.5315768,10
49.5501626,14
49.5687484,12
49.5873342,10
49.60592,10
49.6245058,10
49.6430916,11
49.6616774,15
49.6802632,14
49.698849,9
49.7174348,10
49.7360206,14
49.7546064,10
49.7731922,9
49.791778,12
49.8103638,12
49.8289496,9
49.8475354,8
49.8661212,13
49.884707,9
49.9032928,14
49.9218786,13
49.9404644,10
49.9590502,13
49.977636,7
49.9962218,7
50.0148076,12
50.0333934,10
50.0519792,8
50.070565,14
50.0891508,5
50.1077366,11
50.1263224,8
50.1449082,17
50.163494,12
50.1820798,9
50.2006656,15
50.2192514,12
50.2378372,27
50.256423,35
50.2750088,45
50.2935946,60
50.3121804,62
50.3307662,56
50.349352,30
50.3679378,34
50.3865236,35
50.4051094,24
50.4236952,41
50.442281,23
50.4608668,23
50.4794526,16
50.4980384,12
50.5166242,16
50.53521,15
50.5537958,16
50.5723816,9
50.5909674,16
50.6095532,6
50.628139,17
50.6467248,11
50.6653106,7
50.6838964,9
50.7024822,11
50.721068,4
50.7396538,9
50.7582396,11
50.7768254,12
50.7954112,9
50.813997,10
50.8325828,6
50.8511686,8
50.8697544,12
50.8883402,6
50.906926,12
50.9255118,13
50.9440976,11
50.9626834,15
50.9812692,7
50.999855,6
51.0184408,12
51.0370266,10
51.0556124,8
51.0741982,11
51.092784,5
51.1113698,11
51.1299556,11
51.1485414,8
51.1671272,10
51.185713,15
51.2042988,10
51.2228846,6
51.2414704,4
51.2600562,10
51.278642,8
51.2972278,16
51.3158136,7
51.3343994,11
51.3529852,13
51.371571,10
51.3901568,11
51.4087426,8
51.4273284,5
51.4459142,15
51.4645,10
51.4830858,8
51.5016716,8
51.5202574,5
51.5388432,16
51.557429,9
51.5760148,10
51.5946006,9
51.6131864,18
51.6317722,20
51.650358,13
51.6689438,11
51.6875296,7
51.7061154,5
51.7247012,22
51.743287,20
51.7618728,17
51.7804586,17
51.7990444,35
51.8176302,19
51.836216,28
51.8548018,16
51.8733876,12
51.8919734,18
51.9105592,11
51.929145,19
51.9477308,7
51.9663166,13
51.9849024,12
52.0034882,23
52.022074,10
52.0406598,10
52.0592456,11
52.0778314,7
52.0964172,12
52.115003,9
52.1335888,12
52.1521746,10
52.1707604,12
52.1893462,8
52.207932,10
52.2265178,9
52.2451036,9
52.2636894,6
52.2822752,8
52.300861,8
52.3194468,8
52.3380326,9
52.3566184,9
52.3752042,12
52.39379,12
52.4123758,9
52.4309616,15
52.4495474,13
52.4681332,11
52.486719,4
52.5053048,7
52.5238906,12
52.5424764,10
52.5610622,11
52.579648,3
52.5982338,8
52.6168196,10
52.6354054,11
52.6539912,11
52.672577,9
52.6911628,9
52.7097486,6
52.7283344,8
52.7469202,17
52.765506,12
52.7840918,8
52.8026776,8
52.8212634,16
52.8398492,6
52.858435,7
52.8770208,10
52.8956066,11
52.9141924,10
52.9327782,13
52.951364,7
52.9699498,11
52.9885356,8
53.0071214,12
53.0257072,6
53.044293,7
53.0628788,7
53.0814646,13
53.1000504,7
53.1186362,9
53.137222,7
53.1558078,6
53.1743936,3
53.1929794,13
53.2115652,13
53.230151,10
53.2487368,13
53.2673226,11
53.2859084,16
53.3044942,13
53.32308,9
53.3416658,10
53.3602516,11
53.3788374,18
53.3974232,8
53.416009,12
53.4345948,10
53.4531806,10
53.4717664,11
53.4903522,8
53.508938,10
53.5275238,7
53.5461096,7
53.5646954,9
53.5832812,9
53.601867,9
53.6204528,13
53.6390386,8
53.6576244,8
53.6762102,7
53.694796,6
53.7133818,11
53.7319676,8
53.7505534,9
53.7691392,12
53.787725,12
53.8063108,5
53.8248966,11
53.8434824,10
53.8620682,10
53.880654,5
53.8992398,17
53.9178256,11
53.9364114,18
53.9549972,13
53.973583,10
53.9921688,14
54.0107546,12
54.0293404,6
54.0479262,7
54.066512,10
54.0850978,3
54.1036836,10
54.1222694,11
54.1408552,10
54.159441,11
54.1780268,9
54.1966126,8
54.2151984,11
54.2337842,10
54.25237,8
54.2709558,8
54.2895416,12
54.3081274,8
54.3267132,5
54.345299,9
54.3638848,11
54.3824706,4
54.4010564,9
54.4196422,8
54.438228,11
54.4568138,8
54.4753996,14
54.4939854,10
54.5125712,7
54.531157,4
54.5497428,4
54.5683286,6
54.5869144,11
54.6055002,13
54.624086,6
54.6426718,13
54.6612576,10
54.6798434,6
54.6984292,7
54.717015,10
54.7356008,9
54.7541866,10
54.7727724,8
54.7913582,4
54.809944,11
54.8285298,11
54.8471156,7
54.8657014,8
54.8842872,7
54.902873,13
54.9214588,8
54.9400446,11
54.9586304,11
54.9772162,11
54.995802,13
55.0143878,13
55.0329736,14
55.0515594,12
55.0701452,15
55.088731,11
55.1073168,11
55.1259026,12
55.1444884,3
55.1630742,12
55.18166,7
55.2002458,12
55.2188316,12
55.2374174,13
55.2560032,7
55.274589,7
55.2931748,8
55.3117606,16
55.3303464,13
55.3489322,9
55.367518,17
55.3861038,14
55.4046896,19
55.4232754,26
55.4418612,56
55.460447,57
55.4790328,97
55.4976186,144
55.5162044,114
55.5347902,67
55.553376,35
55.5719618,35
55.5905476,29
55.6091334,44
55.6277192,86
55.646305,93
55.6648908,66
55.6834766,34
55.7020624,20
55.7206482,10
55.739234,14
55.7578198,17
55.7764056,13
55.7949914,9
55.8135772,12
55.832163,9
55.8507488,10
55.8693346,12
55.8879204,9
55.9065062,8
55.925092,10
55.9436778,19
55.9622636,8
55.9808494,11
55.9994352,13
56.018021,10
56.0366068,19
56.0551926,3
56.0737784,11
56.0923642,11
56.11095,11
56.1295358,8
56.1481216,10
56.1667074,14
56.1852932,6
56.203879,7
56.2224648,6
56.2410506,7
56.2596364,6
56.2782222,12
56.296808,12
56.3153938,8
56.3339796,12
56.3525654,13
56.3711512,7
56.389737,13
56.4083228,6
56.4269086,7
56.4454944,11
56.4640802,13
56.482666,8
56.5012518,3
56.5198376,8
56.5384234,8
56.5570092,18
56.575595,6
56.5941808,8
56.6127666,8
56.6313524,13
56.6499382,9
56.668524,10
56.6871098,7
56.7056956,14
56.7242814,10
56.7428672,9
56.761453,12
56.7800388,7
56.7986246,8
56.8172104,11
56.8357962,10
56.854382,9
56.8729678,11
56.8915536,5
56.9101394,5
56.9287252,11
56.947311,6
56.9658968,7
56.9844826,8
57.0030684,9
57.0216542,9
57.04024,9
57.0588258,8
57.0774116,7
57.0959974,12
57.1145832,12
57.133169,6
57.1517548,2
57.1703406,11
57.1889264,12
57.2075122,9
57.226098,6
57.2446838,4
57.2632696,8
57.2818554,13
57.3004412,11
57.319027,7
57.3376128,12
57.3561986,11
57.3747844,11
57.3933702,8
57.411956,11
57.4305418,7
57.4491276,12
57.4677134,7
57.4862992,17
57.504885,8
57.5234708,9
57.5420566,6
57.5606424,9
57.5792282,10
57.597814,13
57.6163998,9
57.6349856,10
57.6535714,10
57.6721572,10
57.690743,15
57.7093288,8
57.7279146,10
57.7465004,11
57.7650862,6
57.783672,16
57.8022578,8
57.8208436,10
57.8394294,20
57.8580152,7
57.876601,10
57.8951868,13
57.9137726,10
57.9323584,11
57.9509442,9
57.96953,12
57.9881158,7
58.0067016,9
58.0252874,8
58.0438732,14
58.062459,4
58.0810448,6
58.0996306,17
58.1182164,14
58.1368022,11
58.155388,9
58.1739738,19
58.1925596,15
58.2111454,19
58.2297312,12
58.248317,6
58.2669028,12
58.2854886,10
58.3040744,15
58.3226602,21
58.341246,12
58.3598318,14
58.3784176,10
58.3970034,11
58.4155892,14
58.434175,13
58.4527608,9
58.4713466,10
58.4899324,3
58.5085182,14
58.527104,12
58.5456898,15
58.5642756,13
58.5828614,9
58.6014472,2
58.620033,10
58.6386188,10
58.6572046,10
58.6757904,10
58.6943762,13
58.712962,9
58.7315478,14
58.7501336,10
58.7687194,6
58.7873052,12
58.805891,12
58.8244768,7
58.8430626,12
58.8616484,13
58.8802342,8
58.89882,14
58.9174058,9
58.9359916,12
58.9545774,5
58.9731632,10
58.991749,11
59.0103348,11
59.0289206,22
59.0475064,21
59.0660922,24
59.084678,32
59.1032638,44
59.1218496,84
59.1404354,110
59.1590212,124
59.177607,125
59.1961928,93
59.2147786,101
59.2333644,77
59.2519502,65
59.270536,68
59.2891218,70
59.3077076,86
59.3262934,82
59.3448792,92
59.363465,69
59.3820508,79
59.4006366,41
59.4192224,36
59.4378082,20
59.456394,16
59.4749798,24
59.4935656,17
59.5121514,15
59.5307372,7
59.549323,20
59.5679088,10
59.5864946,9
59.6050804,12
59.6236662,17
59.642252,12
59.6608378,9
59.6794236,6
59.6980094,17
59.7165952,9
59.735181,6
59.7537668,13
59.7723526,9
59.7909384,11
59.8095242,11
59.82811,3
59.8466958,10
59.8652816,12
59.8838674,10
59.9024532,10
59.921039,6
59.9396248,7
59.9582106,16
59.9767964,7
59.9953822,8
60.013968,8
60.0325538,7
