2.001378894,0.070676935,0.090886363
2.000193059,0.212072437,0.452671303
1.999707818,0.353505859,0.692100753
2.000464857,0.494935693,0.898300563
2.000110805,0.636351953,1.100759289
2.000490308,0.777785449,1.296396036
2.001743674,0.919200586,1.491152528
2.001035511,1.060652344,1.688549785
2.00024116,1.20204668,1.879345128
1.999391615,1.34346543,2.07124079
2.000914752,1.484893945,2.260935813
2.000843167,1.62627832,2.450630837
2.000925183,1.767705664,2.639005477
2.001856089,1.909129297,2.825619607
1.999933898,2.050544531,3.014434375
1.999665737,2.191955859,3.200608377
1.999609351,2.333351367,3.384801805
1.999890149,2.474787305,3.572076126
2.00164485,2.616196094,3.755169234
1.99921906,2.757607813,3.938922534
2.001614094,2.899008008,4.119815005
2.000024974,3.040426953,4.300927539
2.001114488,3.181855273,4.486221285
2.000641346,3.323279297,4.665573309
2.001740575,3.464697656,4.839203672
2.000472724,3.606107031,5.020316206
2.000577867,3.747491406,5.196147208
1.999194443,3.888923438,5.383861657
1.999306202,4.030343359,5.556611766
2.000070274,4.171747656,5.719679065
2.000514328,4.313171484,5.903212302
1.999752104,4.454567969,6.075522282
2.000130415,4.595987891,6.247392135
1.998741567,4.737411719,6.418601797
2.000109255,4.878825391,6.588050948
2.000757575,5.020233203,6.755959652
2.000267982,5.161647266,6.9229881
2.000605404,5.303074609,7.088256038
2.000174046,5.444484375,7.25484436
1.999836445,5.585891016,7.41967217
2.001074135,5.727313672,7.58273947
1.999685884,5.868722656,7.744266323
2.000628173,6.010148438,7.906013239
1.99841547,6.151551172,8.066219709
2.000636995,6.292977344,8.225545924
1.99959445,6.434389063,8.383991883
2.000332117,6.575803125,8.54001714
2.0002774,6.717215625,8.69560227
1.998695254,6.858617969,8.854928484
1.999695957,7.000040625,9.007652784
5.002260685,0.070669586,1.524382166
5.002213478,0.212095679,1.864600851
5.002497196,0.353513232,2.074541747
5.002391338,0.494940576,2.257194728
5.002571344,0.63636543,2.424223177
5.002317905,0.777800098,2.592572008
5.002134085,0.919232324,2.751898223
5.001967669,1.060637695,2.911004374
5.00242734,1.202036816,3.077812759
5.002277613,1.343439551,3.23295776
5.002364874,1.484879297,3.383261358
5.00250411,1.626298047,3.542147445
5.002262115,1.767711719,3.690250404
5.00257349,1.909123242,3.837253044
5.002498865,2.050537109,3.984475748
5.002485275,2.191964453,4.128617558
5.002661228,2.333383203,4.271438985
5.002441883,2.474780078,4.414260412
5.0026021,2.616204688,4.555101265
5.002523422,2.757606445,4.706945309
5.002555609,2.899004297,4.84426514
5.002584457,3.040444141,4.989067142
5.002692223,3.181857813,5.123746207
5.002327919,3.323279297,5.257324954
5.002420902,3.464668359,5.392004019
5.002743244,3.606079688,5.525362701
5.002263069,3.747508594,5.657401001
5.002572536,3.888917188,5.787018598
5.002689123,4.030338672,5.916636195
5.002598286,4.171758594,6.046473856
5.002445936,4.313169922,6.174771071
5.002750397,4.454576563,6.303288349
5.002732277,4.596002734,6.429825052
5.002645493,4.737408984,6.553060798
5.002574682,4.878828125,6.678717247
5.002956152,5.020222266,6.808995035
5.002923965,5.161638672,6.93157059
5.002974033,5.303078125,7.053706017
5.002478123,5.444494141,7.175401316
5.0028193,5.585903125,7.295776232
5.002752066,5.727300391,7.41681134
5.002619028,5.868719141,7.53564581
5.002681732,6.010142578,7.654040151
5.002698183,6.151532813,7.772434493
5.002763987,6.292981641,7.89170909
5.002772093,6.434374609,8.007022538
5.002719402,6.57580625,8.123436306
5.002662182,6.717205469,8.240730328
5.002592325,6.858609375,8.356043776
5.002460241,7.000040625,8.46937665
10.00230742,0.070678156,-0.235248237
10.00163984,0.212078564,0.086265022
10.00243616,0.353494873,0.275739982
10.00129795,0.494922217,0.440567792
10.00239706,0.636343408,0.600334135
10.00241709,0.777780566,0.754818945
10.00272274,0.919212793,0.908863627
10.00220394,1.06064502,1.066649395
10.00176573,1.20204541,1.220914142
10.0017519,1.343476367,1.374078569
10.00234556,1.48486709,1.525922613
10.00238562,1.626282031,1.679967296
10.0023756,1.767713086,1.830490957
10.00192404,1.909126953,1.984315576
10.0018034,2.05055293,2.137039875
10.00265551,2.191953516,2.286903345
10.00247622,2.333352734,2.440287836
10.00059652,2.474768945,2.585529966
10.00183201,2.616188867,2.743975925
10.00270414,2.757588281,2.89471965
10.00232172,2.899021484,3.043262737
10.00299215,3.040430664,3.193126207
10.00102568,3.181850391,3.342769613
10.00069141,3.323270703,3.488671933
10.00311852,3.464695313,3.637655148
10.00255537,3.606100781,3.782677213
10.00235653,3.747520703,3.931440364
10.00315475,3.888909766,4.080203515
10.00240231,4.030328906,4.226766027
10.00388908,4.171762109,4.374868986
10.00147295,4.313154297,4.51174869
10.00208044,4.454576563,4.657871075
10.00298309,4.595990625,4.796071161
10.00061464,4.737380859,4.947695142
10.00259447,4.878815625,5.087875803
10.00182152,5.020240625,5.228716656
10.00319338,5.161653516,5.368237125
10.00116777,5.303069531,5.508857914
10.00261068,5.444475781,5.648378384
10.00292683,5.585904297,5.788559045
10.00251961,5.7273125,5.913335238
10.00203753,5.868719141,6.065179282
10.00307608,6.010126563,6.202719177
10.00174236,6.151560938,6.340259072
10.00215197,6.292950391,6.476918712
10.00304842,6.434360938,6.613138225
10.00218582,6.575785938,6.749357737
10.0013485,6.717198438,6.883156547
10.00256443,6.858610938,7.019816187
10.00306559,7.00003125,7.155815635
20.00030613,0.070684283,0.913264904
20.00031567,0.212085889,1.237198865
20.00055122,0.353536499,1.425133378
20.00033569,0.494977295,1.600744316
20.0002594,0.636383838,1.750607786
20.00031471,0.777798877,1.898930809
20.00045109,0.919227441,2.03911147
20.00037766,1.060641309,2.182593089
20.00033665,1.202058887,2.327615154
20.00044727,1.343459277,2.462074156
20.00035954,1.484895215,2.600054179
20.0004549,1.626307813,2.733852989
20.00047588,1.767720508,2.86831199
20.00028324,1.909119531,3.000130226
20.00033188,2.050532227,3.131948461
20.00036526,2.191948633,3.26794791
20.000453,2.333366016,3.396905315
20.00056744,2.474765234,3.532024508
20.00031662,2.616203516,3.660101659
20.00032902,2.757611328,3.788398873
20.00052166,2.899027539,3.914495449
20.00036526,3.040446484,4.042792663
20.0003767,3.181863867,4.169769494
20.00047684,3.323253516,4.293885496
20.00032616,3.464684375,4.42504354
20.00025749,3.606094531,4.542337563
20.00026512,3.747504688,4.666453564
20.00044823,3.888911328,4.791449821
20.00014496,4.030342188,4.92062729
20.00040054,4.171754688,5.041442334
20.00044537,4.313179688,5.167318846
20.00042534,4.454589844,5.286813507
20.00041676,4.596000391,5.40872887
20.0003624,4.737390625,5.53218468
20.00034332,4.878822656,5.653659916
20.00046253,5.020245313,5.777335789
20.00037193,5.161650781,5.902332046
20.00048923,5.303074609,6.031069388
20.00020599,5.444491797,6.163547815
20.00067997,5.585900781,6.29822688
20.0004034,5.727290625,6.438847669
20.00026131,5.868705469,6.584089799
20.0003376,6.010127734,6.732412822
20.00056362,6.151536719,6.876554632
20.00030136,6.292958984,7.020916506
20.00049305,6.434357422,7.160877103
20.00059891,6.575788281,7.297316679
20.00049496,6.717207813,7.43001517
20.00046158,6.858626563,7.562933725
20.00065041,7.000028906,7.688370109
25.00031662,0.070667139,0.245371173
25.00029659,0.212083447,0.576347177
25.00005722,0.353520581,0.758780094
24.99985218,0.494980957,0.917226053
25.00015545,0.636386279,1.05718665
25.0002861,0.777800098,1.195826865
25.00015259,0.919239746,1.337327909
25.000103,1.060627832,1.474207613
25.00028229,1.202061328,1.615048465
25.00019169,1.343481348,1.747746956
25.00026894,1.484881738,1.883526341
25.0012188,1.626299316,2.021506364
24.99986839,1.767722852,2.157725876
25.00043678,1.909107422,2.289324047
24.99998856,2.05054082,2.424663304
25.000247,2.191958398,2.555821348
25.00092316,2.333372266,2.685879073
25.00050545,2.474773828,2.817917373
