-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.499875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.499625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.4995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.499375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.499125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.498875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.498625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.4985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.498375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.498125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.497875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.497625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.4975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.497375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.497125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.496875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.496625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.4965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.496375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.496125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.495875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.495625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.4955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.495375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.495125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.494875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.49475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
