wavelength,"(174, 3052)","(180, 3085)","(143, 3166)","(158, 3222)","(170, 3189)","(161, 3058)","(173, 3138)","(146, 3174)","(159, 3142)","(149, 3109)","(149, 3085)"
763.861,0.931479,0.86316,0.99456,0.691467,0.645887,0.796136,0.818501,0.982643,0.908167,0.897542,0.82981
765.488,0.933331,0.882532,0.973903,0.691388,0.638375,0.788516,0.817281,0.983761,0.891017,0.895371,0.834783
767.114,0.932436,0.878779,0.984532,0.701324,0.629919,0.824424,0.815137,0.967837,0.905935,0.891649,0.827052
768.741,0.937654,0.881618,0.975203,0.698789,0.640732,0.811764,0.808168,0.978561,0.917907,0.900697,0.825821
770.368,0.941021,0.892636,0.98969,0.701941,0.638558,0.815048,0.833419,1.0014,0.919489,0.897529,0.833205
771.995,0.917522,0.887948,1.00082,0.705897,0.631201,0.801891,0.828962,0.986453,0.908867,0.906273,0.831477
773.621,0.936335,0.886588,0.997467,0.698541,0.629488,0.808688,0.821797,0.985862,0.907021,0.893208,0.826657
775.248,0.939488,0.888297,0.986301,0.701186,0.652505,0.790808,0.824983,1.00621,0.916447,0.904633,0.82386
776.875,0.940366,0.887921,0.994238,0.694642,0.646455,0.804693,0.841796,0.993179,0.896876,0.928627,0.835293
778.502,0.927893,0.895043,1.01184,0.707104,0.642267,0.812959,0.818838,0.983359,0.91058,0.906269,0.847096
780.128,0.945141,0.897559,0.999652,0.71263,0.637867,0.814054,0.83148,0.98967,0.924477,0.920072,0.837917
781.755,0.955532,0.88512,1.01307,0.699673,0.649497,0.811643,0.842515,0.995966,0.940329,0.929733,0.836615
783.382,0.948016,0.887413,0.988748,0.718062,0.63757,0.811742,0.820843,1.00597,0.93808,0.924389,0.837021
785.009,0.951476,0.885197,1.01818,0.704302,0.647606,0.811612,0.846286,1.00138,0.92989,0.933743,0.854983
786.635,0.965796,0.905799,1.00597,0.706553,0.636753,0.823655,0.836617,0.998103,0.934441,0.92783,0.827951
788.262,0.958831,0.91663,1.01525,0.706029,0.668106,0.825187,0.832873,0.980919,0.922159,0.915537,0.845984
789.889,0.957829,0.908442,0.991459,0.711728,0.667248,0.825566,0.843285,1.00372,0.945484,0.914824,0.841532
791.515,0.96972,0.903302,1.01864,0.71384,0.649222,0.840907,0.83608,0.997826,0.933046,0.921411,0.855348
793.142,0.947823,0.896149,1.02639,0.714449,0.650432,0.847314,0.84789,1.00341,0.961034,0.909665,0.845445
794.769,0.969548,0.913992,1.0054,0.718468,0.646591,0.835726,0.852145,1.00744,0.960452,0.922677,0.85731
796.396,0.968107,0.911447,1.00531,0.718352,0.669828,0.849943,0.832707,1.01129,0.958721,0.935375,0.862534
798.022,0.96513,0.907288,0.997522,0.719388,0.658529,0.832435,0.839817,1.02785,0.959678,0.921031,0.861548
799.649,0.954178,0.910829,1.02788,0.722549,0.67307,0.855026,0.859016,1.01839,0.94726,0.920422,0.870465
801.276,0.97884,0.906243,1.01385,0.712975,0.669828,0.83474,0.846971,1.01285,0.93681,0.950283,0.86353
802.903,0.958907,0.92248,1.03845,0.727239,0.663041,0.848162,0.864789,1.0131,0.962403,0.953545,0.86941
804.529,0.979348,0.911994,1.04337,0.705145,0.670722,0.842302,0.852567,1.03873,0.971801,0.965322,0.864856
806.156,0.997525,0.927335,1.03586,0.734887,0.675208,0.847952,0.851767,1.01942,0.971323,0.929662,0.874452
807.783,0.97639,0.939504,1.03223,0.730924,0.685109,0.865974,0.853625,1.00414,0.972382,0.956326,0.880973
809.41,0.972396,0.930594,1.03908,0.7262,0.675427,0.848323,0.847959,1.03401,0.990701,0.947327,0.865204
811.036,0.98109,0.914219,1.0609,0.725767,0.68681,0.84336,0.85993,1.01793,0.983738,0.937284,0.863379
812.663,0.984329,0.915651,1.03631,0.73371,0.674266,0.835204,0.84713,1.03738,0.990435,0.956092,0.891852
814.29,0.986741,0.943193,1.03935,0.722908,0.68468,0.852908,0.853744,1.02021,0.984745,0.952472,0.883608
815.917,0.982031,0.927377,1.06559,0.74453,0.677177,0.853876,0.848468,1.04723,0.993895,0.966821,0.867703
817.543,0.976512,0.943041,1.03273,0.738593,0.682491,0.871023,0.858858,1.04786,1.00711,0.962793,0.876706
819.17,0.979096,0.931905,1.06315,0.748731,0.688561,0.856988,0.84975,1.03053,0.974573,0.945485,0.869965
820.797,0.991508,0.952975,1.05063,0.742643,0.689797,0.863724,0.873982,1.03398,0.96776,0.967558,0.877312
822.424,0.995314,0.927028,1.08512,0.736403,0.678687,0.873667,0.856428,1.03704,0.976743,0.956451,0.873547
824.05,0.988311,0.955542,1.07708,0.737401,0.700432,0.87495,0.875819,1.03267,0.973167,0.9456,0.911721
825.677,0.986308,0.932138,1.07666,0.745878,0.692051,0.874344,0.87724,1.05061,0.967294,0.957731,0.896301
827.304,0.991451,0.950501,1.07131,0.722674,0.687914,0.867477,0.870137,1.03203,0.975067,0.963214,0.878205
828.931,0.977833,0.948706,1.082,0.736767,0.723157,0.860857,0.86155,1.05556,0.993596,0.960394,0.884939
830.557,0.990977,0.936392,1.06931,0.729913,0.692256,0.880723,0.86771,1.0497,0.976019,0.976059,0.888399
832.184,0.990397,0.965939,1.0624,0.736277,0.702995,0.88039,0.87644,1.04067,1.00828,0.977511,0.902384
833.811,0.996692,0.951524,1.0873,0.740053,0.701876,0.883463,0.879483,1.04581,1.01145,0.963898,0.877923
835.437,0.992981,0.953028,1.06157,0.761034,0.711511,0.875538,0.877635,1.07461,1.00881,0.935659,0.886049
837.064,0.998549,0.954585,1.08574,0.744807,0.699061,0.892967,0.852648,1.06673,1.00817,0.962854,0.899705
838.691,0.978637,0.959355,1.10695,0.746343,0.688361,0.894005,0.874879,1.09672,0.994493,0.959714,0.890921
840.318,1.00568,0.944653,1.07591,0.738707,0.693934,0.908144,0.884437,1.0616,0.992964,0.969291,0.895205
841.944,0.982642,0.971741,1.07415,0.756629,0.707429,0.893254,0.876936,1.06674,0.9906,0.994312,0.90967
843.571,0.987876,0.969204,1.10431,0.748364,0.695394,0.868563,0.866411,1.06911,1.00061,0.994638,0.926657
845.198,0.992254,0.973177,1.1241,0.73677,0.70819,0.901589,0.890304,1.04743,1.00621,0.974615,0.914056
846.825,0.999101,0.958557,1.09978,0.76915,0.707112,0.894047,0.879858,1.04948,1.01308,0.973881,0.889807
848.451,1.00667,0.930814,1.11739,0.743407,0.71376,0.898579,0.902315,1.06898,1.01549,0.965709,0.887237
850.078,1.00496,0.989031,1.10406,0.754433,0.705065,0.918095,0.888897,1.07369,0.994294,0.956057,0.878779
851.705,1.00022,0.994412,1.10551,0.774323,0.72982,0.910466,0.857719,1.06643,0.983943,0.966013,0.89557
853.332,0.994619,0.945023,1.1194,0.759128,0.700654,0.891084,0.888945,1.06084,1.02046,1.00125,0.889666
854.958,1.0367,0.980738,1.11541,0.766756,0.731287,0.913553,0.886698,1.04915,1.01682,0.961248,0.913686
856.585,0.987833,0.977321,1.11321,0.755062,0.72009,0.90514,0.8933,1.06721,1.01431,0.988213,0.904118
858.212,0.998292,0.962081,1.09733,0.748224,0.720717,0.906723,0.88317,1.08214,0.998188,0.972582,0.890782
859.839,1.00642,0.9665,1.13047,0.761383,0.706983,0.889218,0.899305,1.10648,1.02149,0.970416,0.925886
861.465,1.01116,0.98238,1.13887,0.773366,0.731573,0.88403,0.890681,1.09001,1.01095,0.985267,0.913827
863.092,1.00315,0.993205,1.11211,0.767508,0.740596,0.909126,0.885415,1.07669,1.00154,0.992336,0.935898
864.719,1.0241,0.999317,1.15051,0.773377,0.727455,0.912793,0.894929,1.09884,1.02686,0.978702,0.902993
866.346,0.990168,0.958567,1.10987,0.752143,0.748374,0.907283,0.882868,1.09119,1.0386,0.966159,0.932786
867.972,1.02169,0.983908,1.14458,0.768647,0.749941,0.909465,0.89336,1.07259,1.0187,0.989509,0.923647
869.599,1.02882,0.982502,1.10447,0.7634,0.721901,0.914076,0.885398,1.08209,1.02917,0.991692,0.911567
871.226,1.00445,0.971583,1.12262,0.760821,0.72681,0.92165,0.910753,1.09675,1.01816,1.00454,0.934807
872.852,1.04135,0.975441,1.12746,0.747931,0.737941,0.924893,0.897027,1.05171,1.04772,0.996645,0.953523
874.479,1.01036,0.968083,1.11538,0.755233,0.732234,0.917021,0.888174,1.08398,1.04069,0.985398,0.905626
876.106,1.01885,0.970615,1.13962,0.770234,0.725848,0.925178,0.897347,1.11123,1.0074,0.999165,0.920611
877.733,1.03367,0.992377,1.13718,0.755283,0.747732,0.901917,0.917206,1.0615,1.01292,1.01961,0.926048
879.359,1.00816,1.00696,1.14969,0.739832,0.737485,0.930632,0.874122,1.11182,1.04422,1.00563,0.891232
880.986,1.0278,0.98866,1.13261,0.750737,0.702703,0.925385,0.877541,1.09809,1.03907,0.994795,0.925479
882.613,1.00402,0.996057,1.14067,0.772045,0.73541,0.924174,0.885859,1.11002,1.05129,1.0076,0.958459
884.24,1.00762,0.989129,1.12856,0.763258,0.745667,0.931772,0.892795,1.11387,1.02328,0.997575,0.931028
885.866,1.02235,0.990758,1.13979,0.780939,0.740955,0.914255,0.875659,1.10489,1.02224,1.006,0.918538
887.493,0.999822,0.992062,1.12123,0.743226,0.751339,0.923006,0.896918,1.0678,1.0371,1.02083,0.940819
889.12,0.974468,1.00109,1.14637,0.744293,0.756918,0.919821,0.877987,1.10996,1.04213,1.03256,0.943956
890.747,1.014,1.01397,1.16133,0.774563,0.741226,0.936102,0.875357,1.10528,1.03596,0.99962,0.931398
892.373,1.0124,1.01141,1.15765,0.756612,0.752785,0.939604,0.889963,1.11712,1.02664,0.986149,0.934109
894,1.03208,1.01477,1.16644,0.769834,0.745569,0.92521,0.882583,1.12561,1.04433,1.01102,0.957796
895.627,1.01641,0.999123,1.12567,0.762181,0.745646,0.930631,0.878999,1.12178,1.02396,0.981439,0.925955
897.254,1.00078,1.00585,1.17747,0.756838,0.717928,0.912051,0.878844,1.09628,1.01976,1.02476,0.930195
898.88,0.987378,0.994066,1.16498,0.788705,0.754538,0.934725,0.906743,1.10925,1.04113,1.0207,0.933361
900.507,1.00914,0.997371,1.17791,0.771171,0.739197,0.927378,0.869473,1.12284,0.992102,1.01469,0.930618
902.134,0.983118,0.997532,1.13847,0.783549,0.760157,0.936208,0.893355,1.13919,1.02923,0.977745,0.931653
903.761,1.01252,1.00764,1.15909,0.758249,0.788593,0.930415,0.893134,1.1268,1.01123,1.03008,0.913295
905.387,1.00241,1.01969,1.14552,0.753451,0.769125,0.956098,0.895491,1.13403,1.02287,1.04246,0.940214
907.014,1.00583,0.984395,1.15617,0.793573,0.770602,0.915409,0.89487,1.1563,1.01628,1.05002,0.972967
908.641,1.02903,1.01079,1.1417,0.78128,0.754113,0.905402,0.885367,1.11493,1.05462,1.02967,0.936448
910.268,1.00247,1.01885,1.13251,0.758428,0.778508,0.936173,0.881562,1.11951,1.04834,1.0224,0.946003
911.894,0.987331,1.0141,1.18141,0.792162,0.801058,0.920287,0.914848,1.13159,1.04632,1.00792,0.942233
913.521,0.981888,1.00685,1.13424,0.786383,0.770852,0.942909,0.899496,1.14217,1.0451,1.05115,0.958338
915.148,1.00989,1.00245,1.14433,0.775196,0.788879,0.934452,0.896248,1.11369,1.0553,1.02925,0.927832
916.774,1.02216,1.00294,1.13581,0.778817,0.786797,0.932397,0.892269,1.11877,1.02475,1.01178,0.938323
918.401,1.01498,1.03938,1.16871,0.774016,0.759548,0.915377,0.88811,1.12548,1.05127,0.993262,0.96619
920.028,0.997109,1.04275,1.15201,0.748963,0.77097,0.949264,0.919181,1.1224,1.02056,1.02822,0.959966
921.655,1.01224,1.01057,1.18715,0.774127,0.749849,0.931431,0.882038,1.141,1.06215,1.03344,0.949597
923.281,1.00734,1.01478,1.14845,0.783744,0.795094,0.95674,0.92126,1.13861,1.06344,1.01648,0.94671
924.908,1.01072,1.03463,1.14184,0.810704,0.78451,0.969282,0.893833,1.07832,1.04663,1.03043,0.952713
926.535,1.02658,1.01408,1.14986,0.802734,0.779404,0.937272,0.908792,1.12078,1.0635,1.04231,0.93881
928.162,0.978517,1.01608,1.15087,0.774545,0.783819,0.935971,0.913567,1.12353,1.03401,1.0193,0.934075
929.788,1.0053,1.032,1.15684,0.783134,0.815943,0.956558,0.883413,1.17003,1.06136,1.03971,0.946871
931.415,1.01021,1.00097,1.15377,0.791533,0.805602,0.950268,0.920594,1.14672,1.04783,1.01346,1.00743
933.042,1.02237,1.00608,1.16537,0.776366,0.796605,0.949079,0.911341,1.10204,1.04052,0.986755,1.00619
934.669,1.00673,1.04241,1.19781,0.774222,0.786538,0.925915,0.896483,1.11898,1.05351,1.02711,0.974363
936.295,0.9767,1.00486,1.17439,0.759165,0.755985,0.97813,0.902357,1.14808,1.04827,1.03977,0.930411
937.922,1.03317,1.00964,1.15171,0.766107,0.810313,0.930892,0.875713,1.15446,1.06025,1.0106,0.974048
939.549,1.00687,1.03364,1.1791,0.73874,0.774008,0.941647,0.900061,1.13929,1.04128,1.06475,0.995128
941.176,1.01211,1.06319,1.13998,0.796057,0.844518,0.893062,0.870827,1.18116,1.02982,1.03245,0.928708
942.802,0.983575,1.021,1.20046,0.74887,0.810521,0.956245,0.882659,1.15083,1.0353,1.06213,0.96459
944.429,1.02254,1.03442,1.16046,0.750873,0.799471,0.982713,0.907491,1.15185,1.08661,1.02563,0.980359
946.056,1.03313,1.05398,1.19178,0.797372,0.797517,0.937901,0.899786,1.14922,1.05725,0.997636,0.926039
947.683,0.986232,1.01704,1.2147,0.753772,0.807502,0.948471,0.893764,1.13858,1.03714,1.00981,0.969353
949.309,0.983007,0.977383,1.18331,0.795478,0.801074,0.947111,0.911553,1.16154,1.01582,0.98992,0.937087
950.936,1.00594,1.04328,1.19305,0.801346,0.76786,0.947987,0.895848,1.12006,1.02676,1.00444,0.958585
952.563,1.02831,1.01996,1.18215,0.766058,0.817856,0.941755,0.880713,1.1835,1.07541,1.01821,0.960685
954.19,1.01465,1.0122,1.15791,0.794829,0.79321,0.915519,0.874887,1.12653,1.05453,1.00849,0.964213
955.816,1.01967,1.00354,1.21856,0.792623,0.782682,0.93861,0.898046,1.12922,1.04458,1.00662,0.954201
957.443,1.03281,1.0572,1.18192,0.783773,0.83254,0.916231,0.91064,1.18344,1.07981,1.06269,0.9701
959.07,1.03338,1.01904,1.14701,0.755399,0.80203,0.948576,0.918383,1.15515,1.05556,1.03161,0.949417
960.696,1.00609,1.02917,1.20275,0.772445,0.811291,0.923856,0.886341,1.15186,1.07085,1.01081,0.994594
962.323,1.018,0.999599,1.21805,0.787941,0.76989,0.959554,0.90795,1.12135,1.08211,1.04064,0.966919
963.95,1.0307,0.996943,1.19689,0.767078,0.814224,0.967038,0.903998,1.12926,1.05392,1.06,0.984738
965.577,1.06539,1.03355,1.16574,0.805869,0.841705,0.940382,0.903058,1.17686,1.08122,1.02576,0.978927
967.203,0.999572,0.97939,1.16912,0.768645,0.808846,0.914621,0.870741,1.17315,1.05769,1.07398,0.981778
968.83,1.04048,1.03545,1.15996,0.758705,0.799029,0.946229,0.889059,1.1076,1.06155,1.05694,1.03587
970.457,0.985808,1.02664,1.16959,0.76287,0.809207,0.971207,0.85325,1.16923,1.08854,1.06842,0.962144
972.084,1.02168,1.04613,1.21525,0.776405,0.832281,0.958353,0.895026,1.15273,1.09688,1.06701,0.925258
973.71,1.0066,1.0118,1.16808,0.786382,0.792105,0.948977,0.906155,1.14313,1.13211,1.02649,0.966356
975.337,1.02609,1.04743,1.16533,0.813211,0.795399,0.975306,0.896892,1.14693,1.09059,1.07257,0.942189
976.964,1.00722,1.02024,1.19352,0.791178,0.816393,0.969144,0.915802,1.15027,1.09042,1.0593,0.942229
978.591,1.04052,1.03944,1.13966,0.765452,0.83438,0.934435,0.91885,1.15794,1.0778,1.06958,1.00608
980.217,1.034,1.0549,1.22566,0.778962,0.800324,0.96863,0.844338,1.21643,1.08894,1.04325,0.996168
981.844,0.987801,1.04779,1.15152,0.751912,0.823891,0.932367,0.870237,1.17654,1.11057,1.03686,0.952571
983.471,0.991389,1.01448,1.16173,0.760481,0.803876,0.923691,0.894511,1.21087,1.05973,1.08071,0.935199
985.098,1.04695,1.0324,1.17715,0.801708,0.78494,0.980446,0.888164,1.18168,1.08175,1.04665,0.910061
986.724,1.01423,1.05167,1.21003,0.770814,0.787407,0.955167,0.895647,1.20148,1.07006,1.06751,0.948653
988.351,1.02368,1.01459,1.1866,0.775584,0.807159,0.968729,0.902118,1.17827,1.06026,1.03153,0.941872
989.978,1.01325,0.978232,1.10651,0.742877,0.793613,0.946075,0.890073,1.17231,1.07136,1.00679,0.9389
991.605,0.999657,1.03267,1.19874,0.790453,0.814815,0.977121,0.90625,1.1931,1.03866,1.0151,0.911837
993.231,0.985831,0.996786,1.17559,0.737812,0.809609,0.950236,0.907862,1.11979,1.0029,1.07046,0.956553
994.858,1.0011,0.994115,1.17117,0.742283,0.803406,0.930789,0.849597,1.19362,1.03644,1.04065,0.963116
996.485,1.01945,0.983588,1.12027,0.75463,0.831169,0.966795,0.846416,1.14365,1.06962,1.05139,0.945469
998.112,1.00277,1.04923,1.20708,0.738609,0.80427,0.934084,0.887103,1.14036,1.0739,1.07926,0.9907
999.738,0.957455,1.02018,1.18208,0.790402,0.816901,0.965745,0.867856,1.20168,1.10683,1.07763,0.977999
1001.36,0.946289,0.960114,1.11715,0.780092,0.817506,0.902836,0.960623,1.12721,1.09996,1.07095,1.01889
