wavelength,"(877, 2902)","(845, 3248)","(815, 3120)","(851, 3113)","(822, 3072)","(851, 3182)","(790, 3304)","(842, 3010)","(860, 3073)","(842, 2948)"
689.031,0.740922,0.705236,0.665462,0.794654,0.906511,1.00683,0.823076,0.77071,0.713086,0.927809
690.658,0.751904,0.703181,0.656131,0.794629,0.912581,1.00501,0.846533,0.766247,0.705327,0.934414
692.284,0.746651,0.711518,0.661688,0.811497,0.906498,1.00296,0.846701,0.767089,0.709018,0.937652
693.911,0.75953,0.721262,0.666796,0.799137,0.926346,1.00307,0.847566,0.778732,0.7095,0.945934
695.538,0.762823,0.72707,0.67243,0.810153,0.91656,1.01489,0.842089,0.773507,0.721506,0.944008
697.165,0.757614,0.715806,0.670353,0.811999,0.920986,1.01001,0.838925,0.780238,0.718039,0.960066
698.791,0.754417,0.711564,0.668893,0.807847,0.92395,1.019,0.848409,0.787872,0.72196,0.945126
700.418,0.756936,0.719283,0.681058,0.808293,0.925835,1.02727,0.846847,0.785758,0.721721,0.943752
702.045,0.761666,0.716459,0.691356,0.810061,0.920419,1.0199,0.854963,0.785917,0.716177,0.94965
703.672,0.755447,0.714829,0.683489,0.811978,0.920481,1.02149,0.854711,0.789796,0.727586,0.957623
705.298,0.76308,0.718659,0.6861,0.819764,0.916333,1.02458,0.85609,0.788995,0.721381,0.955459
706.925,0.765217,0.723906,0.676166,0.823783,0.941726,1.02948,0.864407,0.793618,0.729834,0.949412
708.552,0.763271,0.718688,0.698433,0.808481,0.939046,1.04053,0.857602,0.794729,0.734078,0.958968
710.178,0.7614,0.727099,0.696221,0.812801,0.936059,1.04248,0.873095,0.799718,0.737543,0.964096
711.805,0.751663,0.73884,0.689837,0.817598,0.935978,1.03242,0.86466,0.792277,0.734586,0.953262
713.432,0.767958,0.733846,0.687617,0.825528,0.922182,1.05279,0.868566,0.799027,0.740524,0.977167
715.059,0.76241,0.734766,0.686464,0.820572,0.934248,1.04202,0.87878,0.796943,0.741492,0.977966
716.685,0.776021,0.739643,0.695786,0.825735,0.942115,1.03888,0.873267,0.800526,0.749707,0.973552
718.312,0.768734,0.73188,0.685939,0.819254,0.93522,1.05799,0.860525,0.801794,0.734356,0.973358
719.939,0.776339,0.732671,0.691391,0.830985,0.940851,1.06734,0.870288,0.807888,0.75275,0.979668
721.566,0.778761,0.742425,0.691604,0.837269,0.947044,1.05468,0.863463,0.81451,0.744008,0.979236
