'y-axis saved as y
'x,ML_Wallace_03012020_1_NN_1_ZrP_900CCrucible_5-60_4min_BkgSubtracted.raw_1
11.9139176,-4.79824829
11.9325034,-4.59719849
11.9510892,15.6049957
11.969675,-3.19167328
11.9882608,-9.98719788
12.0068466,4.17054749
12.0254324,8.32942963
12.0440182,1.48945618
12.062604,10.6506195
12.0811898,11.8129196
12.0997756,5.97636414
12.1183614,35.1409454
12.1369472,16.3066711
12.155533,9.473526
12.1741188,9.64152527
12.1927046,-9.18933105
12.2112904,-6.0190506
12.2298762,6.15236664
12.248462,-9.67507935
12.2670478,3.49861908
12.2856336,14.6734619
12.3042194,-0.150566101
12.3228052,30.0265503
12.341391,0.204803467
12.3599768,12.384201
12.3785626,17.5647354
12.3971484,15.7464066
12.4157342,7.92922211
12.43432,7.11317444
12.4529058,2.29826355
12.4714916,3.48449707
12.4900774,4.67186737
12.5086632,7.86038208
12.527249,2.05002594
12.5458348,19.2408218
12.5644206,-0.567253113
12.5830064,4.62581635
12.6015922,4.82002258
12.620178,15.0153732
12.6387638,10.2118607
12.6573496,12.4094849
12.6759354,5.60824585
12.6945212,1.80815125
12.713107,10.009201
12.7316928,-0.788619995
12.7502786,11.4147034
12.7688644,-9.38082886
12.7874502,-15.2098465
12.806036,11.9622803
12.8246218,-9.86445618
12.8432076,-3.69004822
12.8617934,-3.51450348
12.8803792,10.662178
12.898965,25.840004
12.9175508,-0.981033325
12.9361366,4.19906616
12.9547224,36.3803101
12.9733082,-2.43730927
12.991894,-2.25379181
13.0104798,10.9308701
13.0290656,12.1166687
13.0476514,8.30360413
13.0662372,12.491684
13.084823,5.68090057
13.1034088,4.87125397
13.1219946,7.06275177
13.1405804,5.25538635
13.1591662,-6.55083466
13.177752,14.6440735
13.1963378,-6.15986633
13.2149236,-7.962677
13.2335094,-4.76434326
13.2520952,6.43512726
13.270681,10.6357422
13.2892668,4.8374939
13.3078526,22.0403824
13.3264384,33.2444153
13.3450242,0.449584961
13.36361,12.6558914
13.3821958,10.8633423
13.4007816,22.0719299
13.4193674,21.2816544
13.4379532,2.49252319
13.456539,15.7045288
13.4751248,-14.0823212
13.4937106,7.13196564
13.5122964,-0.652610779
13.5308822,7.56394958
13.549468,1.78165436
13.5680538,10.0004959
13.5866396,10.2204819
13.6052254,14.4416046
13.6238112,18.6638641
13.642397,-2.11273193
13.6609828,-8.88819122
13.6795686,2.14968109
13.6981544,8.18869019
13.7167402,-1.77116394
13.735326,-5.72987366
13.7539118,-3.68744659
13.7724976,34.3561249
13.7910834,-12.5991669
13.8096692,21.4466782
13.828255,14.49366
13.8468408,10.5417862
13.8654266,23.5910568
13.8840124,16.6414566
13.9025982,3.69300079
13.921184,3.74568939
13.9397698,5.79950714
13.9583556,1.8544693
13.9769414,23.9105759
13.9955272,19.9678116
14.014113,23.0261917
14.0326988,18.0857162
14.0512846,43.1463776
14.0698704,35.2081757
14.0884562,39.2711105
14.107042,30.3351898
14.1256278,14.4004059
14.1442136,41.4667664
14.1627994,29.5342636
14.1813852,23.6028976
14.199971,31.6726685
14.2185568,33.7435837
14.2371426,8.81564331
14.2557284,24.8888321
14.2743142,0.963165283
14.2929,9.03864288
14.3114858,5.11524963
14.3300716,11.1930008
14.3486574,9.27189636
14.3672432,-5.64807892
14.385829,4.43309784
14.4044148,4.51540375
14.4230006,13.5988541
14.4415864,21.6834412
14.4601722,3.76916504
14.478758,7.85603333
14.4973438,-6.05596161
14.5159296,20.0331879
14.5345154,12.1234741
14.5531012,-4.78510284
14.571687,-7.6925354
14.5902728,3.40116882
14.6088586,5.49600983
14.6274444,2.59199524
14.6460302,20.6891174
14.664616,5.7873764
14.6832018,4.88677979
14.7017876,4.98731995
14.7203734,1.08899689
14.7389592,-3.80818176
14.757545,7.29577637
14.7761308,-2.59912109
14.7947166,9.5071106
14.8133024,2.61448669
14.8318882,5.7230072
14.850474,-5.16733551
14.8690598,-2.05654144
14.8876456,6.05539703
14.9062314,13.1684723
14.9248172,15.2826843
14.943403,10.3980331
14.9619888,-10.4854736
14.9805746,-9.49464417
14.9991604,14.4973297
15.0177462,0.490440369
15.036332,-2.51530457
15.0549178,4.48008728
15.0735036,-2.52338409
15.0920894,1.47428894
15.1106752,10.4730988
15.129261,-4.52695465
15.1478468,22.4741287
15.1664326,16.4763565
15.1850184,-8.5202713
15.2036042,11.48423
15.22219,-8.51012421
15.2407758,6.49666595
15.2593616,2.5045929
15.2779474,8.51365662
15.2965332,-8.47614288
15.315119,14.535202
15.3337048,6.54768372
15.3522906,-3.43869019
15.3708764,1.57606506
15.3894622,1.59197235
15.408048,9.60900879
15.4266338,30.6271896
15.4452196,0.646507263
15.4638054,7.6669693
15.4823912,-3.31143188
15.500977,9.71130371
15.5195628,8.73518372
15.5381486,13.7602005
15.5567344,7.78635406
15.5753202,4.81365204
15.593906,4.84208679
15.6124918,14.8716583
15.6310776,-7.09762573
15.6496634,11.934227
15.6682492,-4.03277588
15.686835,2.0013504
15.7054208,8.03662109
15.7240066,-0.926963806
15.7425924,2.11058807
15.7611782,15.1492767
15.779764,-5.8108902
15.7983498,-1.76992035
15.8169356,-0.727813721
15.8355214,0.315429688
15.8541072,15.3598175
15.872693,3.40534973
15.8912788,9.45201111
15.9098646,16.4998169
15.9284504,15.5487671
15.9470362,12.5988464
15.965622,16.6500702
15.9842078,-4.29756165
16.0027936,-4.2440567
16.0213794,1.81058502
16.0399652,-1.13363647
16.058551,-3.07671356
16.0771368,11.9813461
16.0957226,4.04055023
16.1143084,4.10089111
16.1328942,4.16236877
16.15148,-8.77501678
16.1700658,14.2887421
16.1886516,8.35364532
16.2072374,12.4196777
16.2258232,19.4868546
16.244409,9.55517578
16.2629948,15.6246262
16.2815806,-6.30477905
16.3001664,7.76696014
16.3187522,0.839828491
16.337338,16.9138489
16.3559238,5.98899841
16.3745096,29.0652924
16.3930954,11.1427231
16.4116812,0.221290588
16.430267,10.3010025
16.4488528,10.3818512
16.4674386,10.4638443
16.4860244,-8.45302582
16.5046102,0.631240845
16.523196,1.71665192
16.5417818,19.8031998
16.5603676,13.8908844
16.5789534,12.9797134
16.5975392,10.0696793
16.616125,-3.83921814
16.6347108,22.2530289
16.6532966,5.34641266
16.6718824,18.4409332
16.6904682,0.536598206
16.709054,-8.36660004
16.7276398,-2.42528534
16.7462256,8.51717377
16.7648114,7.46076965
16.7833972,8.40550995
16.801983,19.351387
16.8205688,1.29840088
16.8391546,14.2465515
16.8577404,21.1958466
16.8763262,15.1462784
16.894912,1.09785461
16.9134978,22.0505676
16.9320836,12.0044174
16.9506694,38.9594116
16.9692552,16.9155426
16.987841,16.8728104
17.0064268,1.83122253
17.0250126,-3.20922852
17.0435984,3.75145721
17.0621842,13.7132874
17.08077,15.6762543
17.0993558,3.6403656
17.1179416,3.60560608
17.1365274,7.5719986
17.1551132,13.5395203
17.173699,33.5081863
17.1922848,9.4779892
17.2108706,21.4489365
17.2294564,14.4210205
17.2480422,0.394241333
17.266628,8.36859894
17.2852138,2.34410095
17.3037996,17.3207474
17.3223854,19.2985229
17.3409712,23.2774429
17.359557,17.2575073
17.3781428,29.2387009
17.3967286,11.2210464
17.4153144,0.204521179
17.4339002,7.18914032
17.452486,4.17489624
17.4710718,24.1617889
17.4896576,13.149826
17.5082434,16.1389999
17.5268292,32.1293182
17.545415,9.12077332
17.5640008,21.1133652
17.5825866,12.1070938
17.6011724,8.10196686
17.6197582,6.09798431
17.638344,7.09513092
17.6569298,1.09342194
17.6755156,11.0928574
17.6941014,32.0934219
17.7126872,21.0951309
17.731273,15.0979843
17.7498588,15.1019669
17.7684446,22.1070938
17.7870304,7.11336517
17.8056162,17.1207733
17.824202,9.12931824
17.8427878,-11.8610001
17.8613736,3.14982605
17.8799594,1.16178894
17.8985452,5.17489624
17.917131,12.1891403
17.9357168,11.2045212
17.9543026,6.22103882
17.9728884,7.23870087
17.9914742,-2.74249268
18.01006,5.27744293
18.0286458,8.29852295
18.0472316,0.320747375
18.0658174,-1.65589905
18.0844032,14.3685989
18.102989,-6.60575867
18.1215748,3.42102051
18.1401606,11.4489365
18.1587464,12.4779892
18.1773322,0.50818634
18.195918,-1.46047974
18.2145038,-1.4280014
18.2330896,0.605606079
18.2516754,-1.3596344
18.2702612,21.6762543
18.288847,13.7132874
18.3074328,0.751457214
18.3260186,1.79077148
18.3446044,0.831222534
18.3631902,-4.12718964
18.381776,16.9155426
18.4003618,20.9594116
18.4189476,-6.99558258
18.4375334,15.0505676
18.4561192,-1.90214539
18.474705,-0.853721619
18.4932908,-0.804153442
18.5118766,19.2465515
18.5304624,14.2984009
18.5490482,0.351387024
18.567634,1.40550995
18.5862198,29.4607697
18.6048056,9.51717377
18.6233914,3.57471466
18.6419772,-8.36660004
18.660563,-8.4150238
18.6791488,11.5376892
18.6977346,19.491539
18.7163204,21.4465256
18.7349062,-4.59734344
18.753492,11.3599319
18.7720778,14.3183365
18.7906636,8.27789307
18.8092494,17.2385788
18.8278352,8.20040894
18.846421,11.1633759
18.8650068,-9.87252045
18.8835926,0.0927276611
18.9021784,8.05911255
18.9207642,2.02664185
18.93935,10.9953003
18.9579358,27.9651108
18.9765216,15.9360504
18.9951074,-4.09186554
19.0136932,2.88135529
19.032279,1.85572052
19.0508648,8.83122253
19.0694506,6.80786133
19.0880364,15.7856445
19.1066222,22.7645645
19.125208,-5.25537872
19.1437938,17.7258224
19.1623796,1.7081604
19.1809654,2.69163513
19.1995512,8.67625427
19.218137,0.662010193
19.2367228,10.6489105
19.2553086,7.63694763
19.2738944,14.6261215
19.2924802,12.6164322
19.311066,2.60788727
19.3296518,3.60047913
19.3482376,13.5942154
19.3668234,16.5890884
19.3854092,14.5850983
19.403995,14.5822525
19.4225808,11.5805435
19.4411666,20.5799713
19.4597524,19.5805435
19.4783382,-3.4177475
19.496924,10.5850983
19.5155098,3.58908844
19.5340956,9.59421539
19.5526814,-0.399520874
19.5712672,11.6078873
19.589853,9.61643219
19.6084388,8.62612152
19.6270246,20.6369476
19.6456104,17.6489105
19.6641962,6.66201019
19.682782,3.67625427
19.7013678,8.69163513
19.7199536,11.7081604
19.7385394,10.7258224
19.7571252,6.74462128
19.775711,4.76456451
19.7942968,7.78564453
19.8128826,14.8078613
19.8314684,4.83122253
19.8500542,8.85572052
19.86864,0.881355286
19.8872258,4.90813446
19.9058116,-7.06394958
19.9243974,16.9651108
19.9429832,25.9953003
19.961569,4.02664185
19.9801548,2.05911255
19.9987406,1.09272766
20.0173264,6.12747955
20.0359122,12.1633759
20.054498,8.20040894
20.0730838,23.2385788
20.0916696,13.2778854
20.1102554,-0.681663513
20.1288412,22.3599319
20.147427,20.4026566
20.1660128,3.44652557
20.1845986,23.491539
20.2031844,10.5376816
20.2217702,-6.4150238
20.240356,-8.36660004
20.2589418,-1.4076004
20.2775276,0.552528381
20.2961134,13.5138092
20.3146992,8.47621918
20.333285,-0.56022644
20.3518708,4.40446472
20.3704566,9.37030029
20.3890424,20.3372726
20.4076282,12.3053818
20.426214,9.27463531
20.4447998,-3.75497437
20.4633856,5.21656036
20.4819714,13.1892242
20.5005572,8.16303253
20.519143,1.13798523
20.5377288,-6.88592529
20.5563146,4.09130096
20.5749004,-2.930336
20.5934862,-0.950828552
20.612072,19.0298157
20.6306578,15.0116043
20.6492436,0.994529724
20.6678294,-1.02140808
20.6864152,0.963798523
20.705001,-2.04985809
20.7235868,-2.06237793
20.7421726,19.9262466
20.7607584,10.916008
20.7793442,-1.09309387
20.79793,11.8989487
20.8165158,3.89212799
20.8351016,5.88644409
20.8536874,5.8819046
20.8722732,11.8785019
20.890859,7.87624359
20.9094448,-7.12488556
20.9280306,-3.12486267
20.9466164,21.8762894
20.9652022,-3.12141418
20.983788,-0.117980957
21.0023738,20.8865967
21.0209596,-1.1076889
21.0395454,1.89916229
21.0581312,1.9071579
21.076717,18.9162903
21.0953028,7.92655945
21.1138886,2.93797302
21.1324744,2.95052338
21.1510602,4.96421051
21.169646,-0.0209579468
21.1882318,-2.00498962
21.2068176,15.0121155
21.2254034,-5.96963501
21.2439892,-7.95024872
21.262575,21.070282
21.2811608,7.09194183
21.2997466,-0.885246277
21.3183324,4.13869476
21.3369182,10.1637802
21.355504,9.19000244
21.3740898,16.2173691
21.3926756,11.2458725
21.4112614,16.2755127
21.4298472,7.3062973
21.448433,-5.66178131
21.4670188,16.3712769
21.4856046,7.40547943
21.5041904,4.44081879
21.5227762,-7.52270508
21.541362,-8.48508453
21.5599478,8.50752258
21.5785336,-2.49872589
21.5971194,7.49616241
21.6157052,21.4921875
21.634291,6.48935699
21.6528768,4.48766327
21.6714626,13.4871063
21.6900484,-2.51230621
21.7086342,2.48941803
21.72722,15.4922867
21.7458058,1.49628448
21.7643916,4.5014267
21.7829774,-4.49228668
21.8015632,-4.48486328
21.820149,5.5236969
21.8387348,0.533401489
21.8573206,2.54423523
21.8759064,3.55622101
21.8944922,4.56933594
21.913078,11.5835953
21.9316638,-2.40100861
21.9502496,-5.38446808
21.9688354,8.63320923
21.9874212,5.65202332
22.006007,19.6719818
22.0245928,6.69307709
22.0431786,15.7153168
22.0617644,11.7386856
22.0803502,7.76319885
22.098936,1.78885651
22.1175218,10.8156509
22.1361076,1.84358215
22.1546934,-2.12734985
22.1732792,2.90286255
22.191865,12.9342117
22.2104508,15.9667053
22.2290366,2.00033569
22.2476224,18.0351028
22.2662082,7.0710144
22.284794,8.10806274
22.3033798,8.14624786
22.3219656,9.18557739
22.3405514,-7.7739563
22.3591372,5.26764679
22.377723,-8.68960571
22.3963088,12.3542786
22.4148946,-12.6007004
22.4334804,17.4454651
22.4520662,26.4927673
22.470652,8.54121399
22.4892378,0.590789795
22.5078236,-5.35848236
22.5264094,-8.30662537
22.5449952,-7.27457428
22.563581,-1.24139404
22.5821668,-3.20706177
22.6007526,2.82839966
22.6193384,-8.13499451
22.6379242,10.9027557
22.65651,5.94163513
22.6750958,15.9816589
22.6936816,-0.977172852
22.7122674,-14.9348755
22.7308532,18.1085663
22.749439,8.15315247
22.7680248,3.19887543
22.7866106,7.24573517
22.8051964,3.29373169
22.8237822,-3.65712738
22.842368,16.3931503
22.8609538,7.44457245
22.8795396,15.4971313
22.8981254,-6.44917297
22.9167112,-2.39434052
22.935297,1.66163635
22.9538828,3.71875763
22.9724686,14.7770081
22.9910544,19.8364029
23.0096402,13.8969421
23.028226,-7.04138947
23.0468118,-5.97857666
23.0653976,40.0853806
23.0839834,10.1504745
23.1025692,15.2167053
23.121155,21.2840729
23.1397408,-8.64741516
23.1583266,1.42223358
23.1769124,17.4930191
23.1954982,3.56494904
23.214084,8.63801575
23.2326698,4.71222687
23.2512556,9.78757477
23.2698414,8.86405945
23.2884272,10.9416885
23.307013,16.0204544
23.3255988,11.1003571
23.3441846,9.18140411
23.3627704,4.26358795
23.3813562,10.3469086
23.399942,5.4313736
23.4185278,1.5169754
23.4371136,3.60371399
23.4556994,0.691596985
23.4742852,-8.21938324
23.492871,9.87078094
23.5114568,7.96207428
23.5300426,-0.945480347
23.5486284,16.1480942
23.5672142,15.2428131
23.5858,17.3386688
23.6043858,7.43566895
23.6229716,14.5338058
23.6415574,16.6330795
23.6601432,13.73349
23.678729,-6.16495514
23.6973148,-8.06225586
23.7159006,-5.14354706
23.7344864,15.7762985
23.7530722,11.6972809
23.771658,10.6194077
23.7902438,9.5426712
23.8088296,30.4670792
23.8274154,15.3926239
23.8460012,13.3193054
23.864587,20.2471313
23.8831728,16.1760941
23.9017586,40.1061935
23.9203444,17.0374374
23.9389302,16.9698181
23.957516,16.9033356
23.9761018,25.8379974
23.9946876,22.7737961
24.0132734,21.7107315
24.0318592,18.6488113
24.050445,34.588028
24.0690308,52.528389
24.0876166,30.4698792
24.1062024,37.4125214
24.1247882,18.3562927
24.143374,62.3012085
24.1619598,34.247261
24.1805456,28.194458
24.1991314,34.1427917
24.2177172,23.0922623
24.236303,17.0428696
24.2548888,27.9946213
24.2734746,9.9475174
24.2920604,13.9015427
24.3106462,10.8567123
24.329232,21.8130264
24.3478178,14.7704773
24.3664036,14.7290649
24.3849894,14.6887894
24.4035752,24.6496582
24.422161,30.6116638
24.4407468,19.5748062
24.4593326,29.539093
24.4779184,32.5045166
24.4965042,21.4710846
24.51509,22.4387894
24.5336758,38.4076309
24.5522616,30.3776169
24.5708474,19.3487396
24.5894332,21.3209991
24.608019,5.29440308
24.6266048,4.26894379
24.6451906,10.2446213
24.6637764,18.2214432
24.6823622,24.1994019
24.700948,9.17849731
24.7195338,-0.841262817
24.7381196,0.140113831
24.7567054,7.12262726
24.7752912,-10.8937149
24.793877,4.09107971
24.8124628,-13.9229813
24.8310486,18.0640945
24.8496344,8.05230713
24.8682202,-9.95834351
24.886806,8.03215027
24.9053918,10.0237808
24.9239776,24.0165558
24.9425634,-6.98953247
24.9611492,5.00551605
24.979735,12.001709
24.9983208,0.999038696
25.0169066,8.99750519
25.0354924,12.9971161
25.0540782,8.99786377
25.072664,4.99975586
25.0912498,-4.9972229
25.1098356,9.00694275
25.1284214,2.01225281
25.1470072,0.018699646
25.165593,12.0262833
25.1841788,15.0350037
25.2027646,2.04486847
25.2213504,9.05587006
25.2399362,1.06801605
25.258522,-10.9187012
25.2771078,19.0957184
25.2956936,-14.8887177
25.3142794,-5.87201691
25.3328652,6.14582062
25.351451,-9.83519745
25.3700368,5.18492126
25.3886226,4.20617676
25.4072084,19.2285767
25.4257942,-3.74788666
25.44438,6.2767868
25.4629658,6.30260468
25.4815516,9.32955933
25.5001374,1.35765839
25.5187232,-1.61310577
25.537309,12.4172668
25.5558948,3.44877625
25.5744806,3.48143005
25.5930664,-13.4847717
25.6116522,-2.48509979
25.630238,2.51570892
25.6488238,3.51766205
25.6674096,-7.47924805
25.6859954,9.52498627
25.7045812,5.53034973
25.723167,10.5368652
25.7417528,15.5445099
25.7603386,5.55329895
25.7789244,-0.436775208
25.7975102,12.574295
25.816096,11.5865021
25.8346818,17.5998459
25.8532676,3.61432648
25.8718534,-1.37004852
25.8904392,-4.35327911
25.909025,-4.33538055
25.9276108,3.68366241
25.9461966,-5.29615021
25.9647824,3.72516632
25.9833682,14.7476273
26.001954,14.7712326
26.0205398,9.79597473
26.0391256,-3.17814636
26.0577114,5.84886932
26.0762972,9.87702942
26.094883,-0.0936737061
26.1134688,2.93676758
26.1320546,-6.03166199
26.1506404,5.00106049
26.1692262,-7.96508789
26.187812,6.06990814
26.2063978,13.106041
26.2249836,0.143318176
26.2435694,1.18173218
26.2621552,1.22128296
26.280741,12.2619781
26.2993268,14.3038101
26.3179126,8.34677887
