'y-axis saved as y
'x,ML_Wallace_03012020_1_NN_1_ZrP_900CCrucible_5-60_4min_BkgSubtracted.raw_1
26.3364984,-9.60910797
26.3550842,6.43614197
26.37367,-0.517463684
26.3922558,8.53005981
26.4108416,3.57873535
26.4294274,2.62854004
26.4480132,-8.32051086
26.466599,13.731575
26.4851848,-11.2151947
26.5037706,-7.16083527
26.5223564,2.89467621
26.5409422,-8.04868317
26.559528,-12.9908981
26.5781138,24.0680237
26.5966996,0.128089905
26.6152854,1.18929291
26.6338712,11.2516327
26.652457,3.31511688
26.6710428,8.37973785
26.6896286,2.44550323
26.7082144,0.512397766
26.7268002,-0.419563293
26.745386,16.6496201
26.7639718,10.7199402
26.7825576,6.79139709
26.8011434,-0.136009216
26.8197292,-6.06227112
26.838315,-3.98739624
26.8569008,-5.91137695
26.8754866,-3.83422089
26.8940724,4.24407196
26.9126582,14.3235092
26.931244,4.40408325
26.9498298,1.48579407
26.9684156,4.56864166
26.9870014,-1.34736633
27.0055872,4.73777008
27.024173,0.824043274
27.0427588,4.91145325
27.0613446,-8
27.0799304,-5.0814743
27.0985162,8.8381958
27.117102,4.75900269
27.1356878,1.68095398
27.1542736,17.6040421
27.1728594,6.52826691
27.1914452,6.45362854
27.210031,-12.6198654
27.2286168,9.3077774
27.2472026,9.23656464
27.2657884,12.1664886
27.2843742,5.09754944
27.30296,2.02975464
27.3215458,6.96309662
27.3401316,-2.10242462
27.3587174,-3.16680145
27.3773032,2.7699585
27.395889,-6.29214478
27.4144748,11.6468964
27.4330606,13.5870743
27.4516464,7.52838898
27.4702322,11.4708481
27.488818,-0.58555603
27.5074038,10.3591843
27.5259896,7.30505371
27.5445754,2.2520752
27.5631612,2.20022583
27.581747,0.149520874
27.6003328,3.0999527
27.6189186,3.05152893
27.6375044,10.0042419
27.6560902,0.958091736
27.674676,22.9130859
27.6932618,9.86921692
27.7118476,9.82648468
27.7304334,32.7848969
27.7490192,36.7444458
27.767605,48.7051315
27.7861908,44.6669617
27.8047766,57.6299286
27.8233624,83.5940323
27.8419482,142.55928
27.860534,142.525665
27.8791198,198.493195
27.8977056,310.461853
27.9162914,317.431671
27.9348772,303.402618
27.953463,343.374695
27.9720488,268.3479
27.9906346,267.322266
28.0092204,226.297775
28.0278062,195.274414
28.046392,162.252197
28.0649778,137.23111
28.0835636,129.211182
28.1021494,143.192383
28.1207352,110.174713
28.139321,128.158203
28.1579068,164.142822
28.1764926,178.128571
28.1950784,156.115463
28.2136642,199.1035
28.23225,219.092682
28.2508358,187.082993
28.2694216,197.074432
28.2880074,188.067047
28.3065932,148.06076
28.325179,152.055634
28.3437648,153.051651
28.3623506,139.048798
28.3809364,163.047089
28.3995222,167.046524
28.418108,171.047089
28.4366938,167.048798
28.4552796,247.051651
28.4738654,299.055634
28.4924512,273.06076
28.511037,272.067047
28.5296228,235.074432
28.5482086,220.082993
28.5667944,195.092682
28.5853802,164.1035
28.603966,128.115463
28.6225518,93.1285706
28.6411376,77.1428146
28.6597234,104.158195
28.6783092,121.174713
28.696895,108.192375
28.7154808,132.211182
28.7340666,154.23111
28.7526524,198.252197
28.7712382,324.274414
28.789824,402.297791
28.8084098,489.322266
28.8269956,576.3479
28.8455814,584.374695
28.8641672,561.402588
28.882753,530.431641
28.9013388,444.461853
28.9199246,389.493195
28.9385104,327.525665
28.9570962,204.55928
28.975682,169.594025
28.9942678,106.629929
29.0128536,86.6669617
29.0314394,64.7051315
29.0500252,49.7444458
29.068611,45.7848969
29.0871968,44.8264847
29.1057826,21.8692169
29.1243684,47.9130859
29.1429542,16.9580917
29.16154,27.0042419
29.1801258,17.0515289
29.1987116,21.0999527
29.2172974,3.14952087
29.2358832,13.2002258
29.254469,5.2520752
29.2730548,2.30505371
29.2916406,7.35918427
29.3102264,10.414444
29.3288122,4.47084808
29.347398,5.52838898
29.3659838,3.58707428
29.3845696,0.646896362
29.4031554,4.70785522
29.4217412,-8.2300415
29.440327,10.8331985
29.4589128,-1.10242462
29.4774986,1.96309662
29.4960844,9.02975464
29.5146702,3.09754944
29.533256,1.16648865
29.5518418,1.23656464
29.5704276,5.3077774
29.5890134,1.38013458
29.6075992,-0.54637146
29.626185,17.5282669
29.6447708,7.60404205
29.6633566,5.68095398
29.6819424,7.75900269
29.7005282,-9.1618042
29.719114,-4.0814743
29.7376998,-8
29.7562856,5.01023865
29.7748714,10.0216141
29.7934572,12.0341263
29.812043,3.0477829
29.8306288,5.06257629
29.8492146,7.07850647
29.8678004,20.0955811
29.8863862,27.1137924
29.904972,19.1331482
29.9235578,9.15364075
29.9421436,9.17527008
29.9607294,16.1980362
29.9793152,10.2219467
29.997901,12.246994
30.0164868,8.27318573
30.0350726,20.3005142
30.0536584,28.3289795
30.0722442,0.358589172
30.09083,27.3893356
30.1094158,12.4212189
30.1280016,23.4542465
30.1465874,22.4884109
30.1651732,39.5237122
30.183759,40.5601578
30.2023448,41.5977402
30.2209306,56.636467
30.2395164,60.6763229
30.2581022,35.7173309
30.276688,41.7594681
30.2952738,23.8027496
30.3138596,26.847168
30.3324454,48.8927307
30.3510312,38.9394302
30.369617,28.9872665
30.3882028,36.0362396
30.4067886,19.0863571
30.4253744,35.137619
30.4439602,21.1900101
30.462546,31.2435455
30.4811318,10.2982254
30.4997176,1.35404205
30.5183034,21.4109955
30.5368892,17.4690857
30.555475,25.5283203
30.5740608,14.5886917
30.5926466,23.6501999
30.6112324,4.71285248
30.6298182,3.77664185
30.648404,0.841575623
30.6669898,4.90764618
30.6855756,3.97485352
30.7041614,1.04320526
30.7227472,-1.88731384
30.741333,10.1833191
30.7599188,10.2550812
30.7785046,15.3279877
30.7970904,-12.5979614
30.8156762,14.4772186
30.834262,20.5535431
30.8528478,10.631012
30.8714336,8.70960999
30.8900194,7.78936005
30.9086052,-3.12976074
30.927191,-2.04773712
30.9457768,13.0354233
30.9643626,9.11972046
30.9829484,-7.79483795
31.0015342,10.2917404
31.02012,11.3794632
31.0387058,6.46832275
31.0572916,11.5583191
31.0758774,21.6494598
31.0944632,0.741737366
31.113049,-0.164848328
31.1316348,12.9297104
31.1502206,17.0254059
31.1688064,22.1222382
31.1873922,37.2202148
31.205978,31.3193283
31.2245638,25.4195786
31.2431496,37.5209732
31.2617354,45.6235046
31.2803212,68.7271729
31.298907,63.8319855
31.3174928,88.9379349
31.3360786,85.0450287
31.3546644,113.153259
31.3732502,148.262634
31.391836,167.373138
31.4104218,173.484772
31.4290076,202.597565
31.4475934,182.711487
31.4661792,222.826569
31.484765,211.94278
31.5033508,167.06012
31.5219366,145.178589
31.5405224,131.298218
31.5591082,157.418976
31.577694,125.540886
31.5962798,69.6639328
31.6148656,85.7881165
31.6334514,70.9134369
31.6520372,64.0398941
31.670623,22.1674957
31.6892088,56.2962341
31.7077946,25.4261169
31.7263804,37.5571365
31.7449662,22.6892929
31.763552,30.8225861
31.7821378,36.9570236
31.8007236,25.0926018
31.8193094,29.2293167
31.8378952,15.3671722
31.856481,10.5061684
31.8750668,20.6463013
31.8936526,0.787574768
31.9122384,15.9299889
31.9308242,8.07354355
31.94941,-3.78176498
31.9679958,-6.63593292
31.9865816,-1.48896408
32.0051674,3.65914917
32.0237532,10.8083992
32.042339,-4.04121399
32.0609248,15.1103172
32.0795106,12.2629852
32.0980964,15.4167938
32.1166822,23.5717392
32.135268,-0.272174835
32.1538538,-2.11494827
32.1724396,-3.95658112
32.1910254,2.20292282
32.2096112,0.363567352
32.228197,1.52535248
32.2467828,5.68827438
32.2653686,10.8523369
32.2839544,-11.98246
32.3025402,1.18388367
32.321126,-1.64863586
32.3397118,-4.4800148
32.3582976,1.68974304
32.3768834,0.860645294
32.3954692,6.03268433
32.414055,20.2058601
32.4326408,6.38018036
32.4512266,-5.44436264
32.4698124,1.73223495
32.4883982,0.90996933
32.506984,10.0888443
32.5255698,4.26885986
32.5441556,7.45001602
32.5627414,-3.36769104
32.5813272,20.8157425
32.599913,2.00031662
32.6184988,4.18603134
32.6370846,3.37288284
32.6556704,9.56087494
32.6742562,21.7500038
32.692842,3.94027328
32.7114278,2.13168335
32.7300136,3.32423401
32.7485994,-10.4820786
32.7671852,-2.47380829
32.785771,5.53560257
32.8043568,4.54615402
32.8229426,0.557842255
32.8415284,14.5706711
32.8601142,5.5846405
32.8787,4.5997467
32.8972858,7.61599731
32.9158716,4.63338089
32.9344574,1.65190887
32.9530432,10.6715736
32.971629,7.692379
32.9902148,-0.285675049
33.0088006,9.73740768
33.0273864,-3.23836899
33.0459722,0.786994934
33.064558,8.81349564
33.0831438,12.8411407
33.1017296,-12.1300812
33.1203154,4.89984131
33.1389012,-3.06909943
33.157487,-5.03689957
33.1760728,21.9964409
33.1946586,9.03091812
33.2132444,1.06653595
33.2318302,-10.8967056
33.250416,5.14119339
33.2690018,1.18022919
33.2875876,0.220405579
33.3061734,9.26171875
33.3247592,14.3041763
33.343345,12.3477707
33.3619308,10.3925018
33.3805166,14.4383774
33.3991024,13.4853897
33.4176882,0.533542633
33.436274,14.5828323
33.4548598,4.63326263
33.4734456,4.68483353
33.4920314,12.737545
33.5106172,-1.20860672
33.529203,13.8463821
33.5477888,8.9025116
33.5663746,0.959777832
33.5849604,-9.98181534
33.6035462,-0.0271186829
33.622132,7.92871475
33.6407178,-1.11431122
33.6593036,12.8437996
33.6778894,17.8030548
33.6964752,6.76344681
33.715061,21.7249794
33.7336468,11.6876488
33.7522326,11.6514587
33.7708184,-8.3835907
33.7894042,11.5825005
33.80799,0.549728394
33.8265758,-12.4819031
33.8451616,0.476734161
33.8637474,18.4365082
33.8823332,33.3974266
33.900919,33.3594818
33.9195048,18.3226738
33.9380906,23.2870102
33.9566764,21.2524834
33.9752622,23.2190971
33.993848,32.1868477
34.0124338,28.1557388
34.0310196,37.1257706
34.0496054,37.0969429
34.0681912,38.069252
34.086777,33.0427017
34.1053628,33.017292
34.1239486,34.9930191
34.1425344,47.9698906
34.1611202,44.9478951
34.179706,42.9270439
34.1982918,41.9073296
34.2168776,35.8887558
34.2354634,17.8713226
34.2540492,55.8550262
34.272635,48.8398705
34.2912208,27.8258553
34.3098066,15.8129768
34.3283924,36.801239
34.3469782,29.7906418
34.365564,49.7811852
34.3841498,27.7728653
34.4027356,35.765686
34.4213214,9.75964737
34.4399072,31.7547455
34.458493,39.7509842
34.4770788,33.7483635
34.4956646,41.7468796
34.5142504,34.7465363
34.5328362,21.7473335
34.551422,30.7492714
34.5700078,24.752346
34.5885936,31.7565613
34.6071794,48.7619171
34.6257652,38.7684097
34.644351,34.7760429
34.6629368,27.7848167
34.6815226,36.7947273
34.7001084,29.8057785
34.7186942,16.8179703
34.73728,20.8313026
34.7558658,34.8457718
34.7744516,25.8613815
34.7930374,24.8781319
34.8116232,29.896019
34.830209,50.9150467
34.8487948,32.935215
34.8673806,33.9565239
34.8859664,38.9789696
34.9045522,20.0025558
34.923138,40.0272789
34.9417238,34.0531464
34.9603096,45.0801506
34.9788954,76.1082916
34.9974812,60.1375771
35.016067,57.1679993
35.0346528,78.1995621
35.0532386,81.2322617
35.0718244,85.266098
35.0904102,104.301086
35.108996,99.337204
35.1275818,124.374466
35.1461676,153.412857
35.1647534,124.4524
35.1833392,188.493073
35.201925,227.534897
35.2205108,230.57785
35.2390966,308.621948
35.2576824,406.667175
35.2762682,528.713562
35.294854,725.761047
35.3134398,910.809753
35.3320256,1104.8595
35.3506114,1247.9104
35.3691972,1161.96252
35.387783,1147.01575
35.4063688,1021.07007
35.4249546,946.12561
35.4435404,931.18219
35.4621262,697.23999
35.480712,591.298889
35.4992978,523.358948
35.5178836,372.420135
35.5364694,271.482452
35.5550552,205.545914
35.573641,155.610519
35.5922268,141.67627
35.6108126,109.743156
35.6293984,127.81118
35.6479842,76.8803406
35.66657,67.9506531
35.6851558,65.0220947
35.7037416,57.0946732
35.7223274,48.168396
35.7409132,38.2432556
35.759499,45.3192596
35.7780848,39.3964005
35.7966706,45.474678
35.8152564,39.5540962
35.8338422,39.634655
35.852428,29.7163544
35.8710138,29.7991905
35.8895996,36.8831711
35.9081854,13.9682846
35.9267712,23.0545425
35.945357,19.1419373
35.9639428,24.2304726
35.9825286,15.3201485
36.0011144,7.41096115
36.0197002,12.5029144
36.038286,2.5960083
36.0568718,15.690239
36.0754576,17.7856102
36.0940434,-0.11787796
36.1126292,14.9797707
36.131215,17.0785637
36.1498008,8.1784935
36.1683866,21.2795601
36.1869724,18.3817711
36.2055582,-5.51488113
36.224144,7.58960342
36.2427298,5.69523239
36.2613156,4.80199814
36.2799014,3.90990448
36.2984872,-6.9810524
36.317073,-2.95147705
36.3356588,11.0792389
36.3542446,9.11109543
36.3728304,3.14409256
36.3914162,21.1782265
36.410002,7.21350098
36.4285878,13.2499123
36.4471736,21.287468
36.4657594,13.3261604
36.4843452,11.3659897
36.502931,10.4069633
36.5215168,15.4490738
36.5401026,1.49232101
36.5586884,-0.463287354
36.5772742,12.5822411
36.59586,14.6289101
36.6144458,3.67671967
36.6330316,7.72566605
36.6516174,20.775753
36.6702032,10.8269806
36.688789,16.8793449
36.7073748,9.93284988
36.7259606,7.98749542
36.7445464,-4.95672226
36.7631322,1.10020447
36.781718,11.158268
36.8003038,9.21746826
36.8188896,1.27780914
36.8374754,-2.66070938
36.8560612,5.40191269
36.874647,17.4656754
36.8932328,11.5305748
36.9118186,-8.40338516
36.9304044,4.66379166
36.9489902,10.7321091
36.967576,2.80156708
36.9861618,-6.12783432
37.0047476,13.9439011
37.0233334,6.01677704
37.0419192,18.0907936
37.060505,0.16594696
37.0790908,6.24224472
37.0976766,-1.68032455
37.1162624,-10.6017494
37.1348482,6.47796249
37.153434,0.558815002
37.1720198,15.6408081
37.1906056,2.72393799
37.2091914,5.80820847
37.2277772,5.89361954
37.246363,-1.01983261
37.2649488,-3.93214035
37.2835346,10.1566849
37.3021204,1.24665451
37.3207062,10.3377609
37.339292,12.4300079
37.3578778,-4.47660446
37.3764636,9.61791992
37.3950494,-3.2864151
37.4136352,4.81039047
37.432221,17.9083366
37.4508068,8.00741959
37.4693926,15.1076431
37.4879784,-0.790996552
37.5065642,8.31150818
37.52515,-3.58485413
37.5437358,-8.48007202
37.5623216,4.45405579
37.5809074,-12.6106796
37.5994932,-2.67427063
37.618079,-1.73672485
37.6366648,12.2019577
37.6552506,12.1417847
37.6738364,6.08274841
37.6924222,7.02484894
37.711008,6.96809387
37.7295938,7.91247559
37.7481796,16.8579979
37.7667654,11.804657
37.7853512,4.75246048
37.803937,10.7014008
37.8225228,1.65147781
37.8411086,8.60269928
37.8596944,8.55505753
37.8782802,1.50855637
37.896866,12.463192
37.9154518,4.4189682
37.9340376,9.37588501
37.9526234,0.333942413
37.9712092,1.2931366
37.989795,19.2534714
38.0083808,8.21494675
38.0269666,5.1775589
38.0455524,6.14131165
38.0641382,12.106205
38.082724,11.0722389
38.1013098,-8.96059036
38.1198956,0.00772094727
38.1384814,4.97716904
38.1570672,0.947761536
38.175653,3.91949081
38.1942388,-5.10764313
38.2128246,-5.13363266
38.2314104,1.84151459
38.2499962,-0.182197571
38.268582,0.795227051
38.2871678,5.77379227
38.3057536,10.7534981
38.3243394,3.73434448
38.3429252,-0.283672333
38.361511,0.699451447
38.3800968,7.68371582
38.3986826,5.66911697
38.4172684,7.65566254
38.4358542,5.64334106
38.45444,1.632164
38.4730258,-2.37787628
38.4916116,7.61322403
38.5101974,16.6054649
38.5287832,-6.40115738
38.547369,6.5933609
38.5659548,13.5890198
38.5845406,8.58581543
38.6031264,17.5837555
38.6217122,7.58282852
38.640298,10.583046
38.6588838,18.5844002
38.6774696,8.58689499
38.6960554,17.5905304
38.7146412,5.59530258
38.733227,10.6012154
38.7518128,11.6082687
38.7703986,3.61645889
38.7889844,6.62579346
38.8075702,5.6362648
38.826156,3.64787292
38.8447418,13.6606216
38.8633276,32.674511
38.8819134,6.68954086
38.9004992,-5.29429245
38.919085,8.72301483
38.9376708,1.74146271
38.9562566,5.76105118
38.9748424,12.7817764
38.9934282,-1.19635773
39.012014,-5.1733551
39.0305998,0.850791931
39.0491856,14.8760757
39.0677714,10.9024963
39.0863572,1.93006134
39.104943,6.95876312
39.1235288,0.988605499
39.1421146,-6.98041534
39.1607004,-0.0294342041
39.1792862,-0.0773124695
39.197872,-0.124053955
39.2164578,-0.169654846
39.2350436,7.78588486
39.2536294,0.74256134
39.2722152,1.70038223
39.290801,1.6593399
39.3093868,-0.380565643
39.3279726,15.5806694
39.3465584,0.543045044
39.3651442,4.50656128
39.38373,0.471218109
39.4023158,0.437011719
39.4209016,-1.59605789
39.4394874,-4.62798309
39.4580732,0.341228485
39.476659,-3.68841934
39.4952448,0.283073425
39.5138306,-2.74429703
39.5324164,4.22947311
39.5510022,11.2043839
39.569588,18.1804314
39.5881738,7.15761948
39.6067596,5.13594818
39.6253454,3.11541748
39.6439312,21.0960236
39.662517,3.07777023
39.6811028,2.06065369
39.6996886,9.04468155
39.7182744,0.0298461914
39.7368602,-5.98384857
39.755446,9.00359344
39.7740318,-2.00782394
39.7926176,-6.01810074
39.8112034,-0.0272369385
39.8297892,9.96476364
39.848375,28.9579048
39.8669608,2.95218277
39.8855466,29.9476051
39.9041324,11.9441643
39.9227182,21.941864
39.941304,22.9407005
39.9598898,17.9406776
39.9784756,17.9417953
39.9970614,27.9440536
40.0156472,20.9474487
40.034233,29.9519844
40.0528188,17.9576607
40.0714046,30.9644737
40.0899904,22.9724274
40.1085762,45.9815216
40.127162,76.9917526
40.1457478,55.0031281
40.1643336,63.0156364
40.1829194,90.0292892
40.2015052,116.044083
40.220091,158.060013
40.2386768,173.077087
40.2572626,222.095291
40.2758484,282.114624
40.2944342,320.135132
40.31302,302.156738
40.3316058,279.179504
40.3501916,266.20343
40.3687774,274.228455
40.3873632,229.254654
40.405949,229.281982
40.4245348,210.31044
40.4431206,156.340057
40.4617064,129.370789
40.4802922,109.402679
40.498878,82.4356995
40.5174638,63.4698601
40.5360496,57.5051613
40.5546354,61.5415993
40.5732212,52.5791779
40.591807,54.617897
40.6103928,37.6577568
40.6289786,20.6987572
40.6475644,25.7408943
40.6661502,29.7841721
40.684736,42.8285866
40.7033218,33.8741417
40.7219076,33.9208374
40.7404934,31.9686737
40.7590792,24.0176468
40.777665,29.0677605
40.7962508,10.1190147
40.8148366,45.1714096
40.8334224,30.2249413
40.8520082,34.2796135
40.870594,18.3354225
40.8891798,38.3923721
40.9077656,9.45046234
40.9263514,21.5096931
40.9449372,17.5700607
40.963523,5.63156891
40.9821088,23.6942177
41.0006946,15.758007
41.0192804,15.8229332
41.0378662,6.88899994
41.056452,21.9562035
41.0750378,18.0245514
41.0936236,9.0940361
41.1122094,7.16465759
41.1307952,32.2364235
41.149381,19.3093262
41.1679668,19.3833656
41.1865526,16.4585495
41.2051384,14.5348701
41.2237242,7.61233139
41.24231,13.6909332
41.2608958,1.77067184
41.2794816,12.8515511
41.2980674,13.9335709
41.3166532,4.01672745
41.335239,19.1010246
41.3538248,17.1864624
41.3724106,25.273037
41.3909964,9.36075592
41.4095822,3.44961166
41.428168,13.5396042
41.4467538,11.6307411
41.4653396,12.7230148
41.4839254,4.81642532
41.5025112,14.9109802
41.521097,16.0066719
41.5396828,-0.896495819
41.5582686,9.20147324
41.5768544,18.3005829
41.5954402,7.40083313
41.614026,2.50222397
41.6326118,6.60475159
41.6511976,10.7084198
41.6697834,-0.186771393
41.6883692,9.91917419
41.706955,3.02626419
41.7255408,4.13448715
41.7441266,-1.75614548
41.7627124,-7.64564133
41.7812982,13.4660034
41.799884,4.57878876
41.8184698,8.69271088
41.8370556,13.8077736
41.8556414,5.9239769
41.8742272,11.041317
41.892813,0.159801483
41.9113988,-8.72058105
41.9299846,2.40018082
41.9485704,3.52207947
41.9671562,6.64511871
41.985742,9.76929855
42.0043278,3.89461517
42.0229136,-10.9789276
42.0414994,-2.97995758
42.0600852,16.020153
42.078671,-3.97859955
42.0972568,12.0237885
42.1158426,13.027317
42.1344284,8.03198624
42.1530142,18.0377922
42.1716,5.04473877
42.1901858,5.05282593
42.2087716,0.0620498657
42.2273574,-3.9275856
42.2459432,-5.91608047
42.264529,3.03797913
42.2831148,9.99318314
42.3017006,4.94952011
42.3202864,-5.0929985
42.3388722,4.86561966
42.357458,11.8253784
42.3760438,6.78627777
42.3946296,7.7483139
42.4132154,-15.2885094
42.4318012,-0.324192047
42.450387,13.6412621
42.4689728,10.6078606
42.4875586,2.57559204
42.5061444,9.54446793
42.5247302,7.51448059
42.543316,19.4856339
42.5619018,-2.5420723
42.5804876,8.43135834
42.5990734,4.40592957
42.6176592,1.38164139
42.636245,4.3584938
42.6548308,-3.663517
42.6734166,12.3156128
42.6920024,2.29587936
42.7105882,0.277290344
42.729174,6.2598381
42.7477598,6.24352264
42.7663456,1.22835159
42.7849314,0.214317322
42.8035172,-0.79858017
42.822103,14.1896667
42.8406888,1.17905045
42.8592746,12.1695747
42.8778604,14.1612396
42.8964462,3.15404129
42.915032,5.14798355
42.9336178,3.14306641
42.9522036,7.13928604
42.9707894,-2.86335373
42.9893752,21.1351471
43.007961,9.13478851
43.0265468,-0.864433289
43.0451326,3.1374855
43.0637184,15.1405411
43.0823042,14.1447411
43.10089,4.15007782
43.1194758,3.15655136
43.1380616,17.1641693
43.1566474,4.17292404
43.1752332,4.18281937
43.193819,-6.80614853
43.2124048,1.20602798
43.2309906,-5.78066254
43.2495764,5.23379135
43.2681622,12.249382
43.286748,9.26611328
43.3053338,15.2839851
43.3239196,7.30299759
43.3425054,20.3231468
43.3610912,12.3444366
43.379677,10.3668633
43.3982628,25.3904305
43.4168486,16.4151382
43.4354344,7.44098663
43.4540202,-3.5320282
43.472606,10.4960976
43.4911918,11.5253639
43.5097776,0.555770874
43.5283634,4.58731461
43.5469492,5.61999893
43.565535,-1.34617996
43.5841208,4.68878555
43.6027066,-3.27511215
43.6212924,-2.23787308
43.6398782,10.8005104
43.658464,3.84003067
43.6770498,9.88068771
43.6956356,11.9224892
43.7142214,8.9654274
43.7328072,9.00950623
43.751393,-5.94527435
43.7699788,-3.89891815
43.7885646,3.14857864
43.8071504,0.197216034
43.8257362,-0.753009796
43.844322,9.29790497
43.8629078,-7.65003967
43.8814936,3.40315247
43.9000794,-7.54251099
43.9186652,7.51296234
43.937251,6.56957245
43.9558368,-7.37267685
43.9744226,11.6862144
43.9930084,14.7462463
44.0115942,4.80741882
44.03018,0.869728088
44.0487658,1.93317795
44.0673516,12.9977646
44.0859374,13.0634918
44.1045232,-0.86964035
44.123109,-3.80163193
44.1416948,3.26751328
44.1602806,5.33779907
44.1788664,-2.59077454
44.1974522,2.48178864
44.216038,1.5554924
44.2346238,8.63033676
44.2532096,5.70632172
44.2717954,13.7834435
44.2903812,-2.13829422
44.308967,-2.0588913
44.3275528,-5.97835159
44.3461386,2.94549179
44.3647244,6.87047195
44.3833102,3.79659271
44.401896,8.72385406
44.4204818,16.652256
44.4390676,7.58179474
44.4576534,16.5124741
44.4762392,0.444293976
44.494825,13.3772507
44.5134108,8.31134796
44.5319966,5.24658585
44.5505824,-1.81703949
44.5691682,-0.879520416
44.587754,-4.94086838
44.6063398,14.9989281
44.6249256,-3.0601387
44.6435114,6.88193512
44.6620972,7.82514954
44.680683,16.7695007
44.6992688,1.71499252
44.7178546,0.661624908
44.7364404,-0.390602112
44.7550262,10.5583076
44.773612,7.508358
44.7921978,11.4595451
44.8107836,17.4118767
44.8293694,11.365345
44.8479552,5.3199501
44.866541,22.2756996
44.8851268,12.2325859
44.9037126,3.19061279
44.9222984,5.14977646
44.9408842,11.1100807
44.95947,3.07152557
44.9780558,10.034111
44.9966416,2.99783325
45.0152274,10.9626961
45.0338132,-1.07130051
45.052399,-1.10416031
45.0709848,-9.1358757
45.0895706,4.83354187
45.1081564,11.8041039
45.1267422,5.77580261
45.145328,4.74864197
45.1639138,6.72262192
45.1824996,13.6977386
45.2010854,9.67399597
45.2196712,3.65139389
45.238257,1.62992859
45.2568428,19.6096039
45.2754286,19.5904198
45.2940144,0.572376251
45.3126002,2.55546951
45.331186,10.5397034
45.3497718,4.52507782
45.3683576,13.5115891
45.3869434,13.4992409
45.4055292,0.488033295
45.424115,6.47796249
45.4427008,-2.5309639
45.4612866,11.4612427
45.4798724,3.45459366
45.4984582,19.4490814
45.517044,21.4447098
45.5356298,6.44147873
45.5542156,8.43938446
45.5728014,2.43843079
45.5913872,23.4386177
45.609973,7.43994522
45.6285588,26.4424095
45.6471446,16.4460144
45.6657304,16.4507561
45.6843162,15.4566422
45.702902,21.463665
45.7214878,16.4718246
45.7400736,8.48112869
45.7586594,9.49156952
45.7772452,19.5031471
45.795831,22.5158691
45.8144168,30.5297279
45.8330026,20.5447273
45.8515884,36.5608673
45.8701742,43.5781441
45.88876,55.5965614
45.9073458,51.6161194
45.9259316,73.6368103
45.9445174,98.6586456
45.9631032,152.681625
45.981689,173.70575
46.0002748,192.730988
46.0188606,187.757385
46.0374464,159.784912
46.0560322,145.813599
46.074618,159.843414
46.0932038,148.874359
46.1117896,155.906448
46.1303754,138.939682
46.1489612,106.974045
46.167547,105.009552
46.1861328,98.0462036
46.2047186,75.0839996
46.2233044,72.1229248
46.2418902,42.1629906
46.260476,45.2041969
46.2790618,29.2465401
46.2976476,48.2900276
46.3162334,21.3346519
46.3348192,19.3804169
46.353405,19.4273186
46.3719908,8.47536469
46.3905766,11.5245476
46.4091624,6.57486725
46.4277482,2.62633133
46.446334,16.6789322
46.4649198,7.73266983
46.4835056,5.78755188
46.5020914,6.84357071
46.5206772,8.90073013
46.539263,7.95902634
46.5578488,4.01846695
46.5764346,0.079044342
46.5950204,2.14075851
46.6136062,8.2036171
46.632192,2.26761246
46.6507778,10.3327484
46.6693636,2.39902115
46.6879494,8.46643448
46.7065352,-2.4650116
46.725121,-4.39531708
46.7437068,5.67551422
46.7622926,21.7474861
46.7808784,7.8205986
46.7994642,1.89484787
46.81805,22.9702377
46.8366358,7.04676819
46.8552216,17.1244392
46.8738074,4.20324707
46.8923932,11.2831955
46.910979,13.3642807
46.9295648,6.44651031
46.9481506,8.52987671
46.9667364,6.61437988
46.9853222,2.70002747
47.003908,8.78681183
47.0224938,-1.12526321
47.0410796,-0.0362014771
47.0596654,-2.94599533
47.0782512,-4.85465622
47.096837,6.2378273
47.1154228,6.3314476
47.1340086,1.4262085
47.1525944,-9.47789001
47.1711802,-0.44594574
47.189766,7.58713913
47.2083518,8.62136078
47.2269376,10.6567268
47.2455234,11.6932297
47.2641092,13.7308693
47.282695,-1.23034668
47.3012808,6.80957413
47.3198666,8.85063171
47.3384524,-0.10716629
47.3570382,2.93617249
47.375624,8.98065186
47.3942098,4.02626801
47.4127956,-2.92697144
47.4313814,2.1209259
47.4499672,-1.83003998
47.468553,11.2201385
47.4871388,-1.72854614
47.5057246,12.3239059
47.5243104,-0.622497559
47.5428962,-5.56776428
47.561482,-1.52062225
47.5800678,18.5276604
47.5986536,2.57707977
47.6172394,12.6276398
47.6358252,5.67934036
47.654411,10.7321777
47.6729968,-0.213844299
47.6915826,0.841274261
47.7101684,14.8975296
47.7287542,4.95492935
47.74734,8.01346588
47.7659258,7.07313919
47.7845116,-2.86604691
47.8030974,9.19591141
47.8216832,0.259002686
47.840269,10.3232384
47.8588548,13.3886108
47.8774406,3.4551239
47.8960264,-6.47722626
47.9146122,-2.59453201
47.933198,2.28930283
47.9517838,9.17427826
47.9703696,15.0603905
47.9889554,15.9476471
48.0075412,7.83603668
48.026127,4.72557068
48.0447128,11.6162415
48.0632986,19.5080528
48.0818844,17.4010048
48.1004702,22.2950935
48.119056,-5.80967712
48.1376418,7.08669281
48.1562276,8.98419952
48.1748134,0.882846832
48.1933992,5.78263474
48.211985,-7.31643677
48.2305708,2.58562851
48.2491566,5.48883438
