'y-axis saved as y
'x,ML_Wallace_04122019_1_NN_1_ZrP_CrucibleRetest_5-60_4min_BkgSubtracted.raw
26.1692262,5.58628845
26.187812,8.67757416
26.2063978,-0.230422974
26.2249836,6.86229706
26.2435694,8.95574188
26.2621552,13.0499115
26.280741,10.1447983
26.2993268,0.240409851
26.3179126,-6.66325378
26.3364984,12.4337997
26.3550842,10.5315704
26.37367,3.63006592
26.3922558,4.72928619
26.4108416,6.82922363
26.4294274,3.92988586
26.4480132,-4.96872711
26.466599,1.13337708
26.4851848,-5.76380157
26.5037706,-8.66025543
26.5223564,-0.725852966
26.5409422,11.2092743
26.559528,15.1451263
26.5781138,3.08169556
26.5966996,15.0189819
26.6152854,13.9569931
26.6338712,2.89572906
26.652457,20.8351822
26.6710428,11.7753601
26.6896286,-0.283744812
26.7082144,-12.3421249
26.7268002,12.6002197
26.745386,15.5432816
26.7639718,19.4870682
26.7825576,5.43157196
26.8011434,0.376800537
26.8197292,-6.67725372
26.838315,10.2694168
26.8569008,5.21681213
26.8754866,29.1649246
26.8940724,19.1137543
26.9126582,7.06330872
26.931244,-3.98641205
26.9498298,15.9645844
26.9684156,4.91630554
26.9870014,2.86875153
27.0055872,3.82191467
27.024173,10.775795
27.0427588,3.73040771
27.0613446,3.68572998
27.0799304,12.6417847
27.0985162,6.59855652
27.117102,3.55604553
27.1356878,-14.4857407
27.1542736,-2.5591507
27.1728594,4.36815643
27.1914452,-7.70380402
27.210031,3.22494507
27.2286168,11.1544189
27.2472026,-2.91538239
27.2657884,9.01554108
27.2843742,4.9471817
27.30296,14.8795395
27.3215458,7.81262207
27.3401316,5.74642944
27.3587174,-2.31904602
27.3773032,1.61620331
27.395889,9.5521698
27.4144748,1.48886108
27.4330606,11.4262695
27.4516464,-10.6355972
27.4702322,14.3032608
27.488818,8.242836
27.5074038,8.18313599
27.5259896,21.1241531
27.5445754,17.0658951
27.5631612,21.0083618
27.581747,20.9515457
27.6003328,20.8954468
27.6189186,20.8400726
27.6375044,31.7854233
27.6560902,49.7314911
27.674676,39.6782837
27.6932618,52.6257935
27.7118476,48.574028
27.7304334,36.5229874
27.7490192,69.4726639
27.767605,48.4230652
27.7861908,63.3741837
27.8047766,62.3260269
27.8233624,72.2785873
27.8419482,104.231873
27.860534,99.1858749
27.8791198,92.1406021
27.8977056,65.0960541
27.9162914,81.0522232
27.9348772,101.009117
27.953463,113.966728
27.9720488,114.925064
27.9906346,71.8841248
28.0092204,85.8439026
28.0278062,75.8043976
28.046392,92.765625
28.0649778,95.727562
28.0835636,94.6902313
28.1021494,102.65361
28.1207352,122.617722
28.139321,136.58255
28.1579068,160.548096
28.1764926,152.514374
28.1950784,163.481354
28.2136642,168.449066
28.23225,195.417511
28.2508358,173.386673
28.2694216,173.356552
28.2880074,166.327148
28.3065932,196.298462
28.325179,154.270508
28.3437648,147.243286
28.3623506,100.216766
28.3809364,100.190971
28.3995222,105.165901
28.418108,114.141556
28.4366938,105.117928
28.4552796,107.095016
28.4738654,105.072838
28.4924512,107.051369
28.511037,119.030632
28.5296228,95.0106125
28.5482086,89.9913101
28.5667944,111.972733
28.5853802,82.9548798
28.603966,88.9377441
28.6225518,102.921326
28.6411376,128.90564
28.6597234,115.890671
28.6783092,119.876419
28.696895,166.862885
28.7154808,100.85009
28.7340666,145.838013
28.7526524,150.82663
28.7712382,141.81601
28.789824,141.806091
28.8084098,175.796875
28.8269956,189.788406
28.8455814,157.78064
28.8641672,185.773621
28.882753,157.767303
28.9013388,153.761719
28.9199246,191.756836
28.9385104,158.752686
28.9570962,185.749268
28.975682,132.746567
28.9942678,157.744583
29.0128536,177.743317
29.0314394,132.742783
29.0500252,149.742966
29.068611,144.743866
29.0871968,141.745483
29.1057826,140.747833
29.1243684,155.7509
29.1429542,146.7547
29.16154,161.759201
29.1801258,142.764435
29.1987116,150.770386
29.2172974,161.777069
29.2358832,205.784454
29.254469,198.792572
29.2730548,213.801422
29.2916406,200.810974
29.3102264,217.821259
29.3288122,212.83226
29.347398,212.843994
29.3659838,208.85643
29.3845696,188.869598
29.4031554,194.883484
29.4217412,142.898102
29.440327,149.913422
29.4589128,136.929474
29.4774986,119.946259
29.4960844,138.96376
29.5146702,98.9819794
29.533256,106.000916
29.5518418,122.020576
29.5704276,80.0409622
29.5890134,88.0620651
29.6075992,54.0838928
29.626185,69.1064377
29.6447708,67.1297073
29.6633566,81.1536942
29.6819424,57.1784058
29.7005282,69.2038422
29.719114,48.2299957
29.7376998,45.2568741
29.7562856,66.2844696
29.7748714,45.3127899
29.7934572,26.3418274
29.812043,29.3715897
29.8306288,39.4020767
29.8492146,46.4332809
29.8678004,25.46521
29.8863862,37.4978561
29.904972,47.5312271
29.9235578,29.5653152
29.9421436,38.6001282
29.9607294,29.6356659
29.9793152,44.6719208
29.997901,18.7088928
30.0164868,28.7465973
30.0350726,40.7850113
30.0536584,27.8241577
30.0722442,31.8640213
30.09083,52.9046021
30.1094158,46.9459076
30.1280016,49.9879379
30.1465874,59.0306854
30.1651732,63.0741577
30.183759,67.1183472
30.2023448,59.1632614
30.2209306,83.2088928
30.2395164,57.255249
30.2581022,76.30233
30.276688,66.3501282
30.2952738,54.3986511
30.3138596,44.4478912
30.3324454,70.4978561
30.3510312,44.5485382
30.369617,48.5999451
30.3882028,35.6520767
30.4067886,15.7049255
30.4253744,29.7584991
30.4439602,44.8127899
30.462546,31.8678055
30.4811318,23.9235382
30.4997176,11.9799957
30.5183034,10.037178
30.5368892,18.0950775
30.555475,18.1536942
30.5740608,27.2130432
30.5926466,2.27310181
30.6112324,17.3338928
30.6298182,19.395401
30.648404,2.45762634
30.6669898,11.5205765
30.6855756,-7.4157486
30.7041614,16.6486435
30.7227472,30.7137604
30.741333,22.7795944
30.7599188,19.8461533
30.7785046,-2.08657074
30.7970904,-0.0185699463
30.8156762,15.0501556
30.834262,-11.8804016
30.8528478,11.1897659
30.8714336,0.260650635
30.8900194,-2.66773987
30.9086052,10.4045868
30.927191,23.4776382
30.9457768,13.5514145
30.9643626,-5.3740921
30.9829484,11.7011261
31.0015342,1.77706146
31.02012,4.85372162
31.0387058,-6.06890106
31.0572916,-3.99079895
31.0758774,-1.91197205
31.0944632,17.167572
31.113049,6.24783325
31.1316348,-0.671173096
31.1502206,19.4105301
31.1688064,18.4929657
31.1873922,35.5761185
31.205978,31.6599884
31.2245638,26.7445831
31.2431496,37.8299026
31.2617354,29.9159393
31.2803212,39.0027008
31.298907,54.0901794
31.3174928,62.1783829
31.3360786,81.2673035
31.3546644,98.3569489
31.3732502,84.447319
31.391836,95.5384064
31.4104218,115.630219
31.4290076,114.722748
31.4475934,134.81601
31.4661792,101.909973
31.484765,94.0046692
31.5033508,118.10009
31.5219366,103.196228
31.5405224,80.2930908
31.5591082,56.3906708
31.577694,49.4889755
31.5962798,57.5879974
31.6148656,59.6877441
31.6334514,64.788208
31.6520372,27.8894043
31.670623,26.9913101
31.6892088,44.0939407
31.7077946,40.1972961
31.7263804,21.3013763
31.7449662,21.4061661
31.763552,24.5116882
31.7821378,24.6179276
31.8007236,29.7248917
31.8193094,30.8325729
31.8378952,8.94097137
31.856481,2.05010223
31.8750668,5.15995026
31.8936526,-2.72948456
31.9122384,12.3818054
31.9308242,24.4938202
31.94941,22.6065521
31.9679958,-1.27999115
31.9865816,5.83418274
32.0051674,17.9490814
32.0237532,-1.93530273
32.042339,-11.8189621
32.0609248,9.29810333
32.0795106,11.4158859
32.0980964,1.53438568
32.1166822,17.6536179
32.135268,18.7735596
32.1538538,19.8942337
32.1724396,45.015625
32.1910254,14.1377335
32.2096112,20.2605667
32.228197,13.3841248
32.2467828,5.50839996
32.2653686,-8.36660004
32.2839544,-9.40525055
32.3025402,11.5568161
32.321126,-2.48039246
32.3397118,20.4831238
32.3582976,-0.552642822
32.3768834,-5.58769226
32.3954692,-1.62201691
32.414055,-0.65561676
32.4326408,12.3115082
32.4512266,3.27934265
32.4698124,28.2479095
32.4883982,-0.782806396
32.506984,10.1872025
32.5255698,10.1579285
32.5441556,4.12937164
32.5627414,7.10154724
32.5813272,-0.925559998
32.599913,13.0480499
32.6184988,19.0223846
32.6370846,25.9974442
32.6556704,5.97322083
32.6742562,10.9497147
32.692842,9.92694092
32.7114278,8.90488434
32.7300136,4.88354492
32.7485994,-8.1370697
32.7671852,5.84303284
32.785771,15.8238678
32.8043568,-0.194587708
32.8229426,5.78768158
32.8415284,9.77067566
32.8601142,-1.24560547
32.8787,13.7388306
32.8972858,14.7239838
32.9158716,12.7098618
32.9344574,27.6964645
32.9530432,0.683784485
32.971629,-0.328170776
32.9902148,9.66059113
33.0088006,14.6500778
33.0273864,-7.35971832
33.0459722,20.6312103
33.064558,7.62286377
33.0831438,18.6152344
33.1017296,10.6083298
33.1203154,8.60214233
33.1389012,25.5966797
33.157487,38.5919418
33.1760728,20.5879135
33.1946586,24.5846176
33.2132444,16.5820389
33.2318302,41.5801849
33.250416,27.5790482
33.2690018,20.5786362
33.2875876,15.5789413
33.3061734,26.5799713
33.3247592,36.5817261
33.343345,34.584198
33.3619308,26.5873947
33.3805166,58.5913086
33.3991024,29.5959473
33.4176882,45.6013031
33.436274,43.6073837
33.4548598,40.6141815
33.4734456,60.6217041
33.4920314,31.6299515
33.5106172,52.638916
33.529203,36.6486053
33.5477888,64.6590118
33.5663746,42.6701431
33.5849604,50.6819992
33.6035462,69.6945724
33.622132,75.7078629
33.6407178,80.7218857
33.6593036,72.736618
33.6778894,69.7520828
33.6964752,102.768257
33.715061,116.785164
33.7336468,104.802788
33.7522326,122.821129
33.7708184,128.84021
33.7894042,163.859985
33.80799,164.880493
33.8265758,175.901733
33.8451616,211.923676
33.8637474,228.94635
33.8823332,217.969757
33.900919,241.993866
33.9195048,266.018707
33.9380906,286.04425
33.9566764,297.070557
33.9752622,325.097534
33.993848,367.125275
34.0124338,409.153717
34.0310196,389.182892
34.0496054,388.212769
34.0681912,406.243408
34.086777,419.274719
34.1053628,376.306763
34.1239486,360.339539
34.1425344,366.373047
34.1611202,320.407257
34.179706,349.4422
34.1982918,347.477875
34.2168776,338.514252
34.2354634,302.551361
34.2540492,306.589172
34.272635,313.627716
34.2912208,295.666992
34.3098066,248.706985
34.3283924,219.747696
34.3469782,257.789124
34.365564,223.831284
34.3841498,207.874161
34.4027356,172.917755
34.4213214,203.962067
34.4399072,188.007111
34.458493,167.052887
34.4770788,163.099365
34.4956646,146.146561
34.5142504,191.194489
34.5328362,164.243134
34.551422,152.292511
34.5700078,137.34259
34.5885936,152.393402
34.6071794,142.444946
34.6257652,139.497192
34.644351,158.550171
34.6629368,146.603882
34.6815226,104.658295
34.7001084,127.713432
34.7186942,105.769295
34.73728,127.825882
34.7558658,137.883179
34.7744516,109.941216
34.7930374,122.999962
34.8116232,107.059433
34.830209,122.119621
34.8487948,142.180542
34.8673806,143.242172
34.8859664,120.304527
34.9045522,134.367615
34.923138,107.431404
34.9417238,147.495926
34.9603096,125.561165
34.9788954,144.627136
34.9974812,123.693817
35.016067,114.761223
35.0346528,128.829346
35.0532386,146.898193
35.0718244,126.967766
35.0904102,130.038055
35.108996,152.10907
35.1275818,169.180817
35.1461676,146.253265
35.1647534,148.326447
35.1833392,160.400345
35.201925,159.474976
35.2205108,164.550308
35.2390966,162.626373
35.2576824,184.703156
35.2762682,180.78067
35.294854,180.858887
35.3134398,209.937836
35.3320256,189.017517
35.3506114,178.0979
35.3691972,178.179016
35.387783,153.260864
35.4063688,168.343414
35.4249546,128.426697
35.4435404,128.510696
35.4621262,127.595421
35.480712,109.680862
35.4992978,96.7670288
35.5178836,80.8539124
35.5364694,89.9415207
35.5550552,78.0298538
35.573641,73.1189041
35.5922268,60.2086716
35.6108126,49.2991714
35.6293984,50.3903885
35.6479842,54.4823227
35.66657,48.5749817
35.6851558,43.6683578
35.7037416,35.7624588
35.7223274,48.8572845
35.7409132,37.9528275
35.759499,54.0490952
35.7780848,43.14608
35.7966706,30.2437897
35.8152564,37.3422241
35.8338422,44.4413757
35.852428,13.5412445
35.8710138,46.6418381
35.8895996,14.7431564
35.9081854,19.845192
35.9267712,29.9479523
35.945357,21.0514374
35.9639428,22.1556396
35.9825286,7.26055908
36.0011144,21.3662033
36.0197002,4.47257233
36.038286,33.5796585
36.0568718,15.6874695
36.0754576,24.7959976
36.0940434,25.9052505
36.1126292,11.0152283
36.131215,13.1259232
36.1498008,15.2373428
36.1683866,10.3494797
36.1869724,13.4623413
36.2055582,-1.4240799
36.224144,3.69022369
36.2427298,-0.194755554
36.2613156,3.92098999
36.2799014,5.03746033
36.2984872,5.15464783
36.317073,24.2725601
36.3356588,6.39118958
36.3542446,4.51054382
36.3728304,17.6306229
36.3914162,-9.24858093
36.410002,16.8729324
36.4285878,7.99517059
36.4471736,19.1181335
36.4657594,-5.75818634
36.4843452,-6.63378143
36.502931,14.4913483
36.5215168,6.61719513
36.5401026,12.7437592
36.5586884,0.871047974
36.5772742,7.99906158
36.59586,-1.87220764
36.6144458,-4.74275208
36.6330316,13.3874207
36.6516174,-4.48168182
36.6702032,13.6499405
36.688789,-6.21772003
36.7073748,1.91534424
36.7259606,-1.95087433
36.7445464,0.183631897
36.7631322,-7.68114471
36.781718,0.421882629
36.8003038,-3.47436523
36.8188896,-2.36988831
36.8374754,-0.264694214
36.8560612,2.84122467
36.874647,0.947860718
36.8932328,-5.94477844
36.9118186,13.1632996
36.9304044,-1.72789764
36.9489902,-0.618370056
36.967576,7.49187469
36.9861618,0.602836609
37.0047476,11.7145309
37.0233334,3.82693481
37.0419192,1.94007111
37.060505,-1.94607544
37.0790908,6.16849518
37.0976766,1.28379059
37.1162624,8.39981079
37.1348482,-8.48345184
37.153434,-7.40561676
37.1720198,2.67294312
37.1906056,18.7522278
37.2091914,11.8322296
37.2277772,-5.08704376
37.246363,7.99440002
37.2649488,-0.923431396
37.2835346,-5.84054184
37.3021204,0.243068695
37.3207062,3.32740021
37.339292,-7.5875473
37.3578778,17.4982262
37.3764636,-2.41527557
37.3950494,3.67194366
37.4136352,4.75988007
37.432221,1.84854126
37.4508068,1.93792343
37.4693926,-2.97197342
37.4879784,-2.88114548
37.5065642,-4.78960037
37.52515,8.30266953
37.5437358,16.3956566
37.5623216,-5.51063156
37.5809074,-7.41619873
37.5994932,-6.3910675
37.618079,0.634780884
37.6366648,13.6613541
37.6552506,2.68864822
37.6738364,-6.28333664
37.6924222,9.74539948
37.711008,6.77486038
37.7295938,12.8050385
37.7481796,-1.16405869
37.7667654,5.86756134
37.7853512,8.89990616
37.803937,-2.06702805
37.8225228,10.9667587
37.8411086,3.00127029
37.8596944,-10.963501
37.8782802,5.07244873
37.896866,15.1091232
37.9154518,14.1465187
37.9340376,15.1846352
37.9526234,-0.776527405
37.9712092,3.26303101
37.989795,-2.69668961
38.0083808,-1.65568542
38.0269666,2.38603973
38.0455524,4.42848206
38.0641382,-3.52835083
38.082724,-0.484462738
38.1013098,9.56014633
38.1198956,-2.39452362
38.1384814,-7.34846878
38.1570672,-0.371692657
38.175653,7.60580826
38.1942388,-10.4159698
38.2128246,-5.43703079
38.2314104,-4.45736694
38.2499962,-4.47698212
38.268582,2.5041275
38.2871678,6.48595428
38.3057536,-6.53149796
38.3243394,6.4517746
38.3429252,-5.56423187
38.361511,-7.57951736
38.3800968,10.4059181
38.3986826,-3.60792542
38.4172684,5.37895203
38.4358542,4.36655045
38.45444,10.3548737
38.4730258,14.343914
38.4916116,4.3336792
38.5101974,-0.675834656
38.5287832,-4.68462753
38.547369,1.30730057
38.5659548,5.29995346
38.5845406,3.29332352
38.6031264,3.28741837
38.6217122,-5.71776581
38.640298,4.27776718
38.6588838,14.274025
38.6774696,9.27100754
38.6960554,8.26870728
38.7146412,-7.73287201
38.733227,-1.7337265
38.7518128,1.26613617
38.7703986,8.26672363
38.7889844,1.26803207
38.8075702,-14.7299385
38.826156,7.27281189
38.8447418,25.2762871
38.8633276,1.28047943
38.8819134,-4.71460342
38.9004992,0.291030884
38.919085,9.29738998
38.9376708,14.3044701
38.9562566,7.31227112
38.9748424,5.32079697
38.9934282,14.33004
39.012014,-4.65999222
39.0305998,2.35069275
39.0491856,-4.63789749
39.0677714,10.3742332
39.0863572,11.387085
39.104943,-5.59934235
39.1235288,2.41495132
39.1421146,3.42996979
39.1607004,6.44570923
39.1792862,-3.53783417
39.197872,-2.52065277
39.2164578,10.4972496
39.2350436,10.515873
39.2536294,5.53521729
39.2722152,11.5552864
39.290801,20.5760727
39.3093868,3.59758377
39.3279726,22.6198158
39.3465584,9.64276886
39.3651442,20.6664429
39.38373,17.6908379
39.4023158,32.7159538
39.4209016,9.74179459
39.4394874,20.7683525
39.4580732,21.7956352
39.476659,1.82363892
39.4952448,4.85236359
39.5138306,12.8818092
39.5324164,10.9119759
39.5510022,3.94286728
39.569588,13.9744759
39.5881738,-11.9931908
39.6067596,8.03986359
39.6253454,8.0736351
39.6439312,-3.89186478
39.662517,3.14335251
39.6811028,-0.820709229
39.6996886,3.21595001
39.7182744,5.25333405
39.7368602,18.2914391
39.755446,3.33026505
39.7740318,7.36981201
39.7926176,3.41007996
39.8112034,-7.54893112
39.8297892,20.4927788
39.848375,7.53521347
39.8669608,7.57836914
39.8855466,4.62224197
39.9041324,10.6668396
39.9227182,7.7121582
39.941304,15.7581978
39.9598898,17.8049622
39.9784756,13.8524437
39.9970614,6.90065002
40.0156472,3.94957352
40.034233,9.9992218
40.0528188,24.0495911
40.0714046,14.1006813
40.0899904,10.1524963
40.1085762,6.20502853
40.127162,13.2582855
40.1457478,19.3122597
40.1643336,10.3669586
40.1829194,19.4223785
40.2015052,41.4785194
40.220091,19.5353813
40.2386768,28.5929642
40.2572626,17.6512718
40.2758484,23.7102966
40.2944342,14.7700462
40.31302,12.8305168
40.3316058,-0.108291626
40.3501916,22.9536209
40.3687774,30.0162544
40.3873632,4.07961273
40.405949,44.1436882
40.4245348,12.2084885
40.4431206,20.2740097
40.4617064,21.3402519
40.4802922,20.4072151
40.498878,9.47489929
40.5174638,30.5433044
40.5360496,11.6124344
40.5546354,12.6822815
40.5732212,17.7528534
40.591807,33.8241463
40.6103928,22.8961601
40.6289786,37.968895
40.6475644,18.0423508
40.6661502,34.1165276
40.684736,26.1914291
40.7033218,35.2670517
40.7219076,19.3433914
40.7404934,13.4204559
40.7590792,6.49824142
40.777665,12.5767479
40.7962508,16.6559792
40.8148366,23.7359276
40.8334224,16.8166008
40.8520082,29.8979912
40.870594,7.98010635
40.8891798,17.0629425
40.9077656,16.1464996
40.9263514,17.2307816
40.9449372,18.3157806
40.963523,21.4015007
40.9821088,6.48794556
41.0006946,8.57511139
41.0192804,7.6629982
41.0378662,20.751606
41.056452,0.840934753
41.0750378,13.9309845
41.0936236,10.021759
41.1122094,17.1132507
41.1307952,6.20546722
41.149381,15.2984047
41.1679668,11.3920631
41.1865526,11.4864426
41.2051384,4.58154297
41.2237242,3.67736816
41.24231,-2.22608948
41.2608958,15.8711777
41.2794816,23.969162
41.2980674,9.06787109
41.3166532,5.16730118
41.335239,10.2674561
41.3538248,2.36832809
41.3724106,13.4699211
41.3909964,4.57223892
41.4095822,23.6752777
41.428168,11.7790337
41.4467538,3.8835144
41.4653396,6.98871613
41.4839254,3.09464264
41.5025112,4.20128632
41.521097,22.3086548
41.5396828,19.4167404
41.5582686,10.5255508
41.5768544,14.6350822
41.5954402,3.74533463
41.614026,7.85630798
41.6326118,8.96800232
41.6511976,3.08042145
41.6697834,-1.80644226
41.6883692,3.30741882
41.706955,11.4220009
41.7255408,0.537303925
41.7441266,16.6533279
41.7627124,0.770072937
41.7812982,1.88754272
41.799884,-0.994270325
41.8184698,9.12464142
41.8370556,12.2442703
41.8556414,4.36462402
41.8742272,18.4856987
41.892813,25.6074982
41.9113988,10.7300148
41.9299846,-1.14674759
41.9485704,0.977214813
41.9671562,4.10189819
41.985742,-1.77270126
42.0043278,-5.64657593
42.0229136,-2.51972961
42.0414994,5.60784149
42.0600852,-0.263870239
42.078671,9.86514282
42.0972568,14.994873
42.1158426,3.12532806
42.1344284,-11.7434959
42.1530142,13.388401
42.1716,-3.47898102
42.1901858,14.6543579
42.2087716,5.78842163
42.2273574,2.92320251
42.2459432,-2.94129181
42.264529,8.19493484
42.2831148,9.33188248
42.3017006,8.46955109
42.3202864,9.60794067
42.3388722,-5.25294876
42.357458,-6.1131134
42.3760438,2.02744293
42.3946296,-0.831283569
42.4132154,-2.68928528
42.4318012,2.45343399
42.450387,-6.40312576
42.4689728,-4.39590454
42.4875586,-0.387962341
42.5061444,-5.37929916
42.5247302,0.630084991
42.543316,5.64019394
42.5619018,13.6510201
42.5804876,8.66257095
42.5990734,-0.325157166
42.6176592,5.68783188
42.636245,-0.29845047
42.6548308,-2.28401566
42.6734166,-3.26885986
42.6920024,-5.25298309
42.7105882,-12.2363815
42.729174,9.78094101
42.7477598,-13.2010155
42.7663456,2.81774902
42.7849314,-1.1627655
42.8035172,0.857440948
42.822103,-3.12163162
42.8406888,8.9000206
42.8592746,-3.0776062
42.8778604,11.9454842
42.8964462,1.96929932
42.915032,6.99383545
42.9336178,5.01909256
42.9522036,8.04507446
42.9707894,5.07177353
42.9893752,7.09919739
43.007961,0.127338409
43.0265468,18.1562042
43.0451326,22.185791
43.0637184,8.21609879
43.0823042,-4.75286865
43.10089,12.2788811
43.1194758,-3.68864441
43.1380616,11.3445473
43.1566474,8.37846375
43.1752332,4.4131012
43.193819,2.44845963
43.2124048,5.48453903
43.2309906,2.52133942
43.2495764,-6.44113541
43.2681622,7.59710693
43.286748,8.63607407
43.3053338,5.67576218
43.3239196,2.71617126
43.3425054,-1.24269867
43.3610912,10.7991524
43.379677,12.8417282
43.3982628,-0.11497879
43.4168486,14.929039
43.4354344,15.9737778
43.4540202,5.01923752
43.472606,-0.934581757
43.4911918,-1.88768005
43.5097776,2.15994263
43.5283634,-1.7917099
43.5469492,10.2573547
43.565535,21.3071442
43.5841208,10.3576546
43.6027066,3.40888596
43.6212924,-1.53916168
43.6398782,18.5135117
43.658464,-0.433094025
43.6770498,4.62102509
43.6956356,7.67586517
43.7142214,6.73142242
43.7328072,0.787704468
43.751393,12.8447075
43.7699788,9.90243149
43.7885646,0.96088028
43.8071504,-6.97995377
43.8257362,0.0737571716
43.844322,12.1281891
43.8629078,2.18334198
43.8814936,12.2392159
43.9000794,14.2958107
43.9186652,4.35312653
43.937251,11.4111671
43.9558368,15.4699249
43.9744226,13.5294075
43.9930084,10.5896111
44.0115942,-13.3494644
44.03018,-4.28781891
44.0487658,-0.225448608
44.0673516,12.8376389
44.0859374,1.90145111
44.1045232,-1.03401947
44.123109,-2.96876526
44.1416948,6.09720993
44.1602806,16.1639061
44.1788664,11.2313232
44.1974522,-2.70053482
44.216038,13.3683243
44.2346238,0.437908173
44.2532096,6.50821304
44.2717954,9.57923889
44.2903812,6.65098572
44.308967,6.72345352
44.3275528,17.7966423
44.3461386,9.87055588
44.3647244,2.94518661
44.3833102,-6.97945786
44.401896,-2.0982132
44.4204818,9.78375626
44.4390676,2.66644287
44.4576534,8.54985428
44.4762392,5.43398666
44.494825,11.31884
44.5134108,22.2044144
44.5319966,13.0907097
44.5505824,11.9777298
44.5691682,-2.13453293
44.587754,3.75392914
44.6063398,0.643112183
44.6249256,8.5330162
44.6435114,2.4236412
44.6620972,12.3149872
44.680683,19.2070541
44.6992688,32.0998459
44.7178546,20.9933548
44.7364404,20.8875885
44.7550262,12.7825432
44.773612,6.67821884
44.7921978,17.5746155
44.8107836,19.4717331
44.8293694,14.3695755
44.8479552,15.2681351
44.866541,14.1674194
44.8851268,14.0674248
44.9037126,-2.03184891
44.9222984,4.86959839
44.9408842,5.77176666
44.95947,-2.32534409
44.9780558,3.57826996
44.9966416,-0.517398834
45.0152274,3.38765717
45.0338132,23.2934341
45.052399,3.1999321
45.0709848,15.107151
45.0895706,13.0150909
45.1081564,-6.07624435
45.1267422,2.83313751
45.145328,-0.256755829
45.1639138,15.6540718
45.1824996,9.56562042
45.2010854,-1.52210999
45.2196712,10.3908806
45.238257,-3.69540787
45.2568428,-2.78097153
45.2754286,9.13418198
45.2940144,14.0500603
45.3126002,3.96665955
45.331186,-0.116020203
45.3497718,18.802021
45.3683576,-4.27921677
45.3869434,7.64026642
45.4055292,14.5604744
45.424115,6.48140335
45.4427008,7.40304947
45.4612866,-11.6745796
45.4798724,3.24851227
45.4984582,-1.82767105
45.517044,0.096862793
45.5356298,-9.97788239
45.5542156,10.9480972
45.5728014,14.8747978
45.5913872,13.8022194
45.609973,12.7303619
45.6285588,6.65922546
45.6471446,19.58881
45.6657304,17.5191154
45.6843162,7.45014572
45.702902,9.38189697
45.7214878,7.31436539
45.7400736,1.24755859
45.7586594,19.1814728
45.7772452,8.11610794
45.795831,8.0514679
45.8144168,7.98754501
45.8330026,8.92434692
45.8515884,17.8618698
45.8701742,8.80010986
45.88876,3.73907471
45.9073458,16.6787605
45.9259316,16.6191711
45.9445174,9.56029892
45.9631032,0.502151489
45.981689,6.44472122
46.0002748,10.3880157
46.0188606,11.3320313
46.0374464,12.2767677
46.0560322,16.2222252
46.074618,13.1684074
46.0932038,22.1153069
46.1117896,25.0629311
46.1303754,16.0112724
46.1489612,28.9603386
46.167547,18.9101257
46.1861328,2.86063385
46.2047186,11.8118668
46.2233044,10.7638168
46.2418902,27.7164879
46.260476,-2.33011627
46.2790618,15.6240005
46.2976476,11.5788383
46.3162334,19.5343971
46.3348192,18.4906769
46.353405,4.44767761
46.3719908,-7.59459686
46.3905766,10.3638458
46.4091624,8.32301331
46.4277482,9.28290176
46.446334,18.2435112
46.4649198,-7.79515839
46.4835056,4.16689301
46.5020914,3.12966919
46.5206772,10.0931625
46.539263,-8.94261932
46.5578488,0.0223197937
46.5764346,4.98797607
46.5950204,2.95436096
46.6136062,2.92146301
46.632192,8.88928604
46.6507778,13.85783
46.6693636,22.8270988
46.6879494,21.7970886
46.7065352,-0.232200623
46.725121,7.73923111
46.7437068,11.7113838
46.7622926,-12.3157425
46.7808784,4.65785217
46.7994642,-0.367828369
46.81805,12.6072083
46.8366358,2.58296967
46.8552216,17.5594521
46.8738074,-8.46334457
46.8923932,-2.48542023
46.910979,5.49322891
46.9295648,6.47259521
46.9481506,11.4526863
46.9667364,-7.56650543
46.9853222,1.41502762
47.003908,6.39728165
47.0224938,10.3802567
47.0410796,5.36395645
47.0596654,1.34837341
47.0782512,-2.66648865
47.096837,2.31937408
47.1154228,5.30595779
47.1340086,4.29326248
47.1525944,9.28128815
47.1711802,-3.72996521
47.189766,-3.74049759
47.2083518,9.24969482
47.2269376,4.2406044
47.2455234,5.23223877
47.2641092,3.22459412
47.282695,-6.78232956
47.3012808,-3.8291893
47.3198666,-5.87532425
47.3384524,15.0792618
47.3570382,-4.96543503
47.375624,0.990592957
47.3942098,-2.05265808
47.4127956,5.90481567
47.4313814,-1.13699341
47.4499672,6.82191849
47.468553,13.7815552
47.4871388,9.74191284
47.5057246,3.70299149
47.5243104,-4.33520889
47.5428962,-4.37268829
47.561482,0.590553284
47.5800678,-3.44548035
47.5986536,-2.48079681
47.6172394,13.4846115
47.6358252,1.45074081
47.654411,9.41758728
47.6729968,-3.61483765
47.6915826,5.35345459
47.7101684,8.3224678
47.7287542,1.29220581
47.74734,9.26266098
47.7659258,20.2338409
47.7845116,6.20574188
47.8030974,3.1783638
47.8216832,1.1517067
47.840269,15.1257706
47.8588548,3.10055923
47.8774406,11.0760651
47.8960264,12.0522957
47.9146122,15.0292473
47.933198,12.0069199
47.9517838,20.9853134
47.9703696,15.9644279
47.9889554,20.9442635
48.0075412,19.9248238
48.026127,12.9061012
48.0447128,12.8881035
48.0632986,6.87082672
48.0818844,13.8542709
48.1004702,23.8384361
48.119056,33.8233223
