'y-axis saved as y
'x,ML_Wallace_04122019_1_NN_1_ZrP_CrucibleRetest_5-60_4min_BkgSubtracted.raw
20.7607584,10.7470016
20.7793442,4.76622772
20.79793,16.786171
20.8165158,9.80683136
20.8351016,2.82821655
20.8536874,11.8503265
20.8722732,28.8731537
20.890859,6.89670563
20.9094448,-7.07901764
20.9280306,-2.05403137
20.9466164,27.9716873
20.9652022,17.9981232
20.983788,3.02528381
21.0023738,4.05316162
21.0209596,4.08176422
21.0395454,9.11108398
21.0581312,12.1411285
21.076717,4.17189026
21.0953028,16.2033844
21.1138886,-2.76441193
21.1324744,-4.73148346
21.1510602,-5.6978302
21.169646,8.33654022
21.1882318,6.37163544
21.2068176,0.407455444
21.2254034,15.4439926
21.2439892,27.4812469
21.262575,15.5192261
21.2811608,7.55792999
21.2997466,-7.40264893
21.3183324,7.63749695
21.3369182,3.67836761
21.355504,3.71995544
21.3740898,12.7622604
21.3926756,9.80529022
21.4112614,14.8490448
21.4298472,16.8935165
21.448433,22.9387131
21.4670188,5.98462677
21.4856046,4.03126526
21.5041904,10.0786285
21.5227762,20.126709
21.541362,-6.82448578
21.5599478,-8.77496338
21.5785336,1.13739014
21.5971194,16.0504608
21.6157052,6.96426392
21.634291,24.8787766
21.6528768,4.79401398
21.6714626,1.7099762
21.6900484,25.6266632
21.7086342,36.5440598
21.72722,9.46218872
21.7458058,16.3810349
21.7643916,21.3006058
21.7829774,12.2208939
21.8015632,15.1419067
21.820149,14.0636368
21.8387348,1.98609161
21.8573206,5.90926361
21.8759064,0.8331604
21.8944922,6.75778198
21.913078,25.6831207
21.9316638,7.60918427
21.9502496,17.535965
21.9688354,11.4634705
21.9874212,-3.60830688
22.006007,23.3206406
22.0245928,14.2503128
22.0431786,2.18070221
22.0617644,26.1118164
22.0803502,12.0436478
22.098936,6.97620392
22.1175218,19.9094772
22.1361076,-15.1565247
22.1546934,15.7781982
22.1732792,3.71363831
22.191865,4.64979553
22.2104508,25.5866852
22.2290366,17.5242844
22.2476224,28.462616
22.2662082,3.40166473
22.284794,9.34143066
22.3033798,23.2819214
22.3219656,2.2231369
22.3405514,-8.83493042
22.3591372,7.10772705
22.377723,4.05110168
22.3963088,15.9952011
22.4148946,15.9400177
22.4334804,27.8855591
22.4520662,10.8318253
22.470652,7.77880859
22.4892378,9.72651672
22.5078236,15.674942
22.5264094,-7.3759079
22.5449952,2.57395935
22.563581,-1.47544861
22.5821668,10.4758682
22.6007526,14.4279022
22.6193384,7.38066101
22.6379242,-9.66586304
22.65651,-1.71166229
22.6750958,11.2432556
22.6936816,0.198898315
22.7122674,13.1552658
22.7308532,11.1123505
22.749439,12.0701523
22.7680248,38.0286865
22.7866106,27.9879303
22.8051964,2.94790649
22.8237822,0.908599854
22.842368,12.8700104
22.8609538,-0.167854309
22.8795396,0.795005798
22.8981254,9.75858307
22.9167112,17.7228851
22.935297,7.68790436
22.9538828,16.6536484
22.9724686,15.6201096
22.9910544,-10.4127045
23.0096402,12.5552063
23.028226,-5.47616577
23.0468118,10.493187
23.0653976,12.4632568
23.0839834,12.4340515
23.1025692,0.405563354
23.121155,20.3778
23.1397408,13.3507614
23.1583266,0.324440002
23.1769124,13.2988434
23.1954982,11.2739639
23.214084,2.24980927
23.2326698,3.22637177
23.2512556,4.20365906
23.2698414,5.18167114
23.2884272,13.1604004
23.307013,-4.8601532
23.3255988,18.120018
23.3441846,-2.899086
23.3627704,9.08253479
23.3813562,-5.93513489
23.399942,5.04792786
23.4185278,6.03170776
23.4371136,7.01621246
23.4556994,-0.998565674
23.4742852,3.98738098
23.492871,-4.0259552
23.5114568,-10.0385666
23.5300426,23.9495392
23.5486284,17.9383698
23.5672142,15.9279251
23.5858,15.9181976
23.6043858,14.9091949
23.6229716,-9.09909058
23.6415574,15.8933487
23.6601432,14.8865051
23.678729,16.8803864
23.6973148,-4.12500763
23.7159006,9.87031555
23.7344864,17.8663559
23.7530722,0.863128662
23.771658,11.8606186
23.7902438,11.8588257
23.8088296,10.8577576
23.8274154,12.8574066
23.8460012,25.8577805
23.864587,3.85887909
23.8831728,-0.139305115
23.9017586,13.8632355
23.9203444,23.8664932
23.9389302,30.8704758
23.957516,12.8751831
23.9761018,31.8806076
23.9946876,35.8867493
24.0132734,15.8936234
24.0318592,30.901207
24.050445,58.909523
24.0690308,46.9185562
24.0876166,35.9283066
24.1062024,26.9387817
24.1247882,45.9499817
24.143374,43.9618988
24.1619598,39.9745331
24.1805456,21.9878998
24.1991314,17.0019836
24.2177172,31.0167847
24.236303,25.0323105
24.2548888,13.0485611
24.2734746,20.0655289
24.2920604,31.0832138
24.3106462,23.1016312
24.329232,37.1207581
24.3478178,12.1406174
24.3664036,15.1611938
24.3849894,33.1824875
24.4035752,25.2045059
24.422161,31.2272491
24.4407468,17.2507095
24.4593326,16.2748947
24.4779184,31.2997971
24.4965042,23.3254242
24.51509,23.3517761
24.5336758,14.3788452
24.5522616,35.4066315
24.5708474,30.4351425
24.5894332,3.46437836
24.608019,22.4943314
24.6266048,6.52500916
24.6451906,-1.44358826
24.6637764,6.58853149
24.6823622,31.6213684
24.700948,19.6549377
24.7195338,23.6892166
24.7381196,4.72422028
24.7567054,3.75994873
24.7752912,7.79640198
24.793877,2.83357239
24.8124628,-0.128540039
24.8310486,-3.08992767
24.8496344,10.9494095
24.8682202,9.98946381
24.886806,12.0302429
24.9053918,17.0717392
24.9239776,-6.88603973
24.9425634,23.1569061
24.9611492,1.20056915
24.979735,15.244957
24.9983208,-7.70993805
25.0169066,-4.66410828
25.0354924,7.38243866
25.0540782,25.4297104
25.072664,8.47769928
25.0912498,14.526413
25.1098356,-5.42414856
25.1284214,17.6260071
25.1470072,12.6768875
25.165593,14.7284851
25.1841788,18.7808075
25.2027646,1.83384705
25.2213504,-4.11238861
25.2399362,13.9421005
25.258522,6.99730682
25.2771078,5.05323792
25.2956936,8.10988617
25.3142794,10.1672592
25.3328652,4.22534943
25.351451,-1.71583557
25.3700368,12.3437042
25.3886226,12.4039612
25.4072084,9.46494293
25.4257942,19.5266418
25.44438,7.58906555
25.4629658,29.6522064
25.4815516,19.7160721
25.5001374,-1.21933746
25.5187232,-0.154029846
25.537309,4.91199493
25.5558948,8.97874451
25.5744806,1.04621887
25.5930664,-3.88558197
25.6116522,-6.81667328
25.630238,31.2529678
25.6488238,9.32332611
25.6674096,13.3944092
25.6859954,7.46620941
25.7045812,18.5387344
25.723167,-21.3880234
25.7417528,-5.3140564
25.7603386,16.7606277
25.7789244,12.8360367
25.7975102,1.91217041
25.816096,4.9890213
25.8346818,16.066597
25.8532676,-0.855110168
25.8718534,3.22390747
25.8904392,20.3036423
25.909025,2.38410187
25.9276108,2.46528625
25.9461966,14.5471878
25.9647824,22.6298065
25.9833682,11.7131577
26.001954,0.797218323
26.0205398,3.88201141
26.0391256,-5.03247833
26.0577114,6.05374908
26.0762972,7.14070129
26.094883,8.2283783
26.1134688,7.31677246
26.1320546,-11.5941086
26.1506404,-5.50427246
