'y-axis saved as y
'x,ML_Wallace_17122019_1_NN_1_ZrP_Crucible_12x16_14x161of2Crucibles_BlackPowder_5-60_4min_BkgSubtracted.raw
26.280741,1.00086212
26.2993268,8.97431946
26.3179126,4.9487381
26.3364984,9.92412567
26.3550842,4.90048218
26.37367,17.8778
26.3922558,-4.14390564
26.4108416,-4.16464996
26.4294274,-1.18442535
26.4480132,8.79676056
26.466599,8.77892303
26.4851848,-5.23795319
26.5037706,-2.25386047
26.5223564,5.73119354
26.5409422,0.717224121
26.559528,1.704216
26.5781138,9.69217682
26.5966996,5.68110657
26.6152854,2.67099762
26.6338712,-12.3381424
26.652457,-0.346313477
26.6710428,1.64648438
26.6896286,0.64025116
26.7082144,14.6349792
26.7268002,4.63067627
26.745386,14.6273422
26.7639718,-10.3750229
26.7825576,23.6235733
26.8011434,9.62313843
26.8197292,-7.37632751
26.838315,-0.374824524
26.8569008,5.62763977
26.8754866,-8.36891937
26.8940724,4.63548279
26.9126582,16.6408463
26.931244,6.64718628
26.9498298,-2.34551239
26.9684156,-8.33724213
26.9870014,7.67199707
27.0055872,-5.3177948
27.024173,-8.30662537
27.0427588,-3.37606812
27.0613446,3.55545807
27.0799304,2.48795319
27.0985162,16.4214172
27.117102,1.35584259
27.1356878,14.2912445
27.1542736,7.2276001
27.1728594,4.16493225
27.1914452,-0.896766663
27.210031,0.0424957275
27.2286168,17.9827271
27.2472026,8.92392731
27.2657884,12.8660889
27.2843742,27.809227
27.30296,9.75332642
27.3215458,3.69838715
27.3401316,-3.35557556
27.3587174,-3.40857697
27.3773032,10.5393982
27.395889,-1.51167297
27.4144748,-0.561767578
27.4330606,8.38910675
27.4516464,-10.6590576
27.4702322,6.29374695
27.488818,9.24751282
27.5074038,-0.797744751
27.5259896,-1.84204102
27.5445754,16.1146317
27.5631612,12.0722733
27.581747,-4.96911621
27.6003328,20.9904556
27.6189186,16.9509964
27.6375044,17.9125061
27.6560902,27.8749847
27.674676,1.83842468
27.6932618,-4.19716644
27.7118476,15.7682114
27.7304334,26.7345581
27.7490192,13.7018661
27.767605,11.6701431
27.7861908,14.639389
27.8047766,29.6096039
27.8233624,47.5807877
27.8419482,38.5529327
27.860534,101.526047
27.8791198,119.50013
27.8977056,199.475174
27.9162914,199.451202
27.9348772,201.428177
27.953463,242.406128
27.9720488,204.38504
27.9906346,198.364929
28.0092204,157.345779
28.0278062,132.327606
28.046392,129.310394
28.0649778,103.294136
28.0835636,101.278862
28.1021494,86.2645493
28.1207352,102.251198
28.139321,92.2388229
28.1579068,104.227409
28.1764926,69.2169647
28.1950784,88.207489
28.2136642,79.1989822
28.23225,131.191437
28.2508358,92.1848602
28.2694216,80.1792526
28.2880074,110.174614
28.3065932,96.1709366
28.325179,121.168236
28.3437648,97.1664963
28.3623506,66.1657181
28.3809364,104.165916
28.3995222,91.1670761
28.418108,144.169205
28.4366938,149.172302
28.4552796,172.176361
28.4738654,190.181396
28.4924512,180.187393
28.511037,183.194366
28.5296228,176.202301
28.5482086,158.211182
28.5667944,118.221054
28.5853802,100.231888
28.603966,87.2436905
28.6225518,84.2564545
28.6411376,87.270195
28.6597234,68.2848969
28.6783092,65.30056
28.696895,70.3171997
28.7154808,68.3348007
28.7340666,93.3533707
28.7526524,104.37291
28.7712382,176.393417
28.789824,247.414886
28.8084098,361.437317
28.8269956,365.460724
28.8455814,380.485107
28.8641672,344.510437
28.882753,385.536743
28.9013388,317.564026
28.9199246,287.592285
28.9385104,247.62149
28.9570962,187.651657
28.975682,161.6828
28.9942678,114.714912
29.0128536,106.747986
29.0314394,89.7820358
29.0500252,57.8170471
29.068611,49.8530273
29.0871968,43.8899689
29.1057826,43.927887
29.1243684,25.9667664
29.1429542,-7.99338531
29.16154,27.0474319
29.1801258,11.0892105
29.1987116,19.131958
29.2172974,9.17567444
29.2358832,-0.779640198
29.254469,5.2660141
29.2730548,21.3126297
29.2916406,14.3602142
29.3102264,15.4087677
29.3288122,3.45828247
29.347398,4.5087738
29.3659838,10.5602264
29.3845696,8.61264801
29.4031554,5.66603088
29.4217412,-9.27960968
29.440327,0.77571106
29.4589128,6.83200073
29.4774986,-1.11074066
29.4960844,-8.05252075
29.5146702,3.00667572
29.533256,1.0668335
29.5518418,4.12795258
29.5704276,8.19004822
29.5890134,8.25310516
29.6075992,23.317131
29.626185,-3.61787415
29.6447708,4.4480896
29.6633566,-9.48498535
29.6819424,-3.41500854
29.7005282,5.65592957
29.719114,8.72783661
29.7376998,5.80071259
29.7562856,0.874557495
29.7748714,-5.05062866
29.7934572,-6.97485352
29.812043,10.1018906
29.8306288,-0.820396423
29.8492146,4.25828552
29.8678004,2.33792877
29.8863862,9.41854095
29.904972,15.5001221
29.9235578,5.58267212
29.9421436,15.6661835
29.9607294,-2.24933624
29.9793152,13.836113
29.997901,-0.0774688721
30.0164868,7.00991821
30.0350726,11.0982666
30.0536584,14.1875839
30.0722442,24.2778702
30.09083,11.3691177
30.1094158,29.4613419
30.1280016,16.5545273
30.1465874,18.6486816
30.1651732,-8.2562027
30.183759,22.8398895
30.2023448,32.9369431
30.2209306,17.0349655
30.2395164,15.1339569
30.2581022,29.2339096
30.276688,39.3348312
30.2952738,42.4367218
30.3138596,38.5395813
30.3324454,33.6434097
30.3510312,32.7481995
30.369617,27.8539581
30.3882028,40.9606857
30.4067886,30.0683746
30.4253744,25.1770401
30.4439602,27.2866669
30.462546,24.3972626
30.4811318,21.5088196
30.4997176,26.6213531
30.5183034,14.734848
30.5368892,15.8493118
30.555475,18.9647446
30.5740608,-1.91886139
30.5926466,12.1985092
30.6112324,12.3168411
30.6298182,4.43613434
30.648404,15.5564041
30.6669898,3.67763519
30.6855756,-4.20016479
30.7041614,0.92300415
30.7227472,23.047142
30.741333,3.17224121
30.7599188,6.29830933
30.7785046,12.4253464
30.7970904,-9.44664764
30.8156762,3.68232727
30.834262,5.81226349
30.8528478,2.94316864
30.8714336,8.0750351
30.8900194,7.20787811
30.9086052,5.34168243
30.927191,-6.52354431
30.9457768,6.61219788
30.9643626,12.748909
30.9829484,20.8865814
31.0015342,23.0252228
31.02012,-3.83516693
31.0387058,19.3054123
31.0572916,4.44695282
31.0758774,10.5894623
31.0944632,8.73294067
31.113049,-3.122612
31.1316348,1.02280426
31.1502206,-1.83081818
31.1688064,4.31652832
31.1873922,24.4648438
31.205978,5.61412048
31.2245638,12.7643738
31.2431496,8.91558838
31.2617354,-0.932235718
31.2803212,22.2209167
31.298907,24.3750305
31.3174928,34.5301208
31.3360786,44.6861725
31.3546644,60.8431854
31.3732502,79.0011749
31.391836,90.1601257
31.4104218,122.320045
31.4290076,129.480927
31.4475934,123.642784
31.4661792,130.805603
31.484765,127.969391
31.5033508,111.134148
31.5219366,118.299873
31.5405224,129.466553
31.5591082,103.634216
31.577694,56.8028412
31.5962798,61.972435
31.6148656,57.1429901
31.6334514,50.3145142
31.6520372,50.4870071
31.670623,46.6604691
31.6892088,25.8348999
31.7077946,33.0102921
31.7263804,22.1866531
31.7449662,24.3639793
31.763552,26.5422745
31.7821378,23.7215385
31.8007236,19.9017677
31.8193094,5.08296585
31.8378952,6.26512909
31.856481,33.4482613
31.8750668,12.6323586
31.8936526,19.8174248
31.9122384,12.0034561
31.9308242,-2.80954361
31.94941,11.3784256
31.9679958,12.5673561
31.9865816,24.7572594
32.0051674,-2.05187225
32.0237532,12.1399651
32.042339,-3.66723251
32.0609248,12.526535
32.0795106,15.7212715
32.0980964,-3.08302307
32.1166822,-4.88635254
32.135268,17.3112869
32.1538538,1.50989151
32.1724396,0.709465027
32.1910254,10.9100037
32.2096112,8.11151123
32.228197,-5.68601227
32.2467828,-8.48257065
32.2653686,6.48026657
32.2839544,9.44407272
32.3025402,-0.591156006
32.321126,4.3745842
32.3397118,15.3412895
32.3582976,3.30896378
32.3768834,2.27760315
32.3954692,1.24721146
32.414055,7.2177887
32.4326408,10.1893311
32.4512266,17.1618385
32.4698124,14.1353149
32.4883982,12.1097603
32.506984,8.08517075
32.5255698,-1.93845367
32.5441556,20.0388947
32.5627414,0.0172042847
32.5813272,18.9964867
32.599913,19.9767303
32.6184988,-8.04205322
32.6370846,16.9401245
32.6556704,7.92327499
32.6742562,-4.09260941
32.692842,3.89247131
32.7114278,-7.12147903
32.7300136,13.8655396
32.7485994,-12.1464767
32.7671852,0.842472076
32.785771,-3.16761017
32.8043568,-1.17672348
32.8229426,3.81512833
32.8415284,-5.19205093
32.8601142,15.8017349
32.8787,5.79648972
32.8972858,-0.207790375
32.9158716,-7.21110153
32.9344574,-5.22848511
32.9530432,12.7550964
32.971629,-3.26035309
32.9902148,0.725166321
33.0088006,15.7116508
33.0273864,2.69910431
33.0459722,4.68752289
33.064558,6.67690659
33.0831438,4.66726303
33.1017296,10.6585808
33.1203154,-3.34912872
33.1389012,9.64412308
33.157487,14.6383476
33.1760728,1.63353729
33.1946586,7.62969208
33.2132444,-1.3731842
33.2318302,0.624904633
33.250416,14.6239624
33.2690018,16.6239891
33.2875876,8.62498093
33.3061734,7.62694168
33.3247592,3.62986755
33.343345,-3.36624146
33.3619308,7.63862228
33.3805166,-8.35555267
33.3991024,1.65124512
33.4176882,5.65900421
33.436274,10.6677361
33.4548598,0.677433014
33.4734456,-1.31190491
33.4920314,0.699726105
33.5106172,-2.28767776
33.529203,10.7258873
33.5477888,-2.2595787
33.5663746,-5.24407959
33.5849604,4.77238464
33.6035462,-0.210178375
33.622132,6.80821991
33.6407178,-0.172412872
33.6593036,1.84792328
33.6778894,1.86922455
33.6964752,-6.10850525
33.715061,1.91473007
33.7336468,20.9389343
33.7522326,-5.03589249
33.7708184,2.99024582
33.7894042,-10.9826508
33.80799,-1.98546219
33.8265758,19.0126953
33.8451616,-11.9881783
33.8637474,7.0119133
33.8823332,2.01296997
33.900919,-3.98500443
33.9195048,5.01799011
33.9380906,7.02194977
33.9566764,21.0268745
33.9752622,13.0327682
33.993848,22.0396309
34.0124338,15.0474586
34.0310196,14.0562553
34.0496054,7.06601715
34.0681912,14.0767479
34.086777,22.0884438
34.1053628,11.1011086
34.1239486,19.1147423
34.1425344,25.1293411
34.1611202,27.1449051
34.179706,32.161438
34.1982918,27.1789398
34.2168776,14.1974068
34.2354634,21.2168388
34.2540492,17.2372398
34.272635,31.2586098
34.2912208,16.2809448
34.3098066,27.3042488
34.3283924,22.3285179
34.3469782,15.353756
34.365564,13.3799591
34.3841498,16.4071312
34.4027356,24.4352722
34.4213214,14.4643784
34.4399072,11.4944496
34.458493,20.5254898
34.4770788,10.5574989
34.4956646,13.5904732
34.5142504,16.6244125
34.5328362,22.6593208
34.551422,13.6951981
34.5700078,7.73204041
34.5885936,21.7698517
34.6071794,9.80862808
34.6257652,10.8483734
34.644351,20.8890839
34.6629368,9.93076324
34.6815226,14.9734077
34.7001084,9.01702118
34.7186942,12.0616035
34.73728,12.107151
34.7558658,26.1536636
34.7744516,14.2011452
34.7930374,13.2495956
34.8116232,20.2990112
34.830209,34.3493958
34.8487948,4.40074539
34.8673806,31.4530602
34.8859664,7.50634766
34.9045522,12.5605965
34.923138,24.615818
34.9417238,26.6720047
34.9603096,20.7291565
34.9788954,23.7872772
34.9974812,24.8463631
35.016067,14.9064178
35.0346528,26.9674416
35.0532386,19.0294304
35.0718244,26.0923843
35.0904102,40.1563072
35.108996,33.221199
35.1275818,41.287056
35.1461676,73.3538818
35.1647534,59.4216728
35.1833392,75.4904327
35.201925,94.5601578
35.2205108,118.630852
35.2390966,123.702507
35.2576824,186.775146
35.2762682,242.84874
35.294854,415.923309
35.3134398,555.99884
35.3320256,782.075317
35.3506114,846.152771
35.3691972,882.231201
35.387783,841.310608
35.4063688,774.390991
35.4249546,777.47229
35.4435404,731.554626
35.4621262,608.637878
35.480712,558.722107
35.4992978,470.807312
35.5178836,344.893494
35.5364694,287.980621
35.5550552,233.06871
35.573641,179.157776
35.5922268,132.247818
35.6108126,111.338821
35.6293984,81.4307938
35.6479842,60.5237312
35.66657,55.6176376
35.6851558,49.7125092
35.7037416,34.8083458
35.7223274,38.9051552
35.7409132,27.0029259
35.759499,43.1016693
35.7780848,26.2013779
35.7966706,19.3020515
35.8152564,36.4036942
35.8338422,26.5063019
35.852428,10.6098785
35.8710138,15.7144241
35.8895996,5.81993484
35.9081854,4.92641068
35.9267712,23.0338554
35.945357,28.1422691
35.9639428,9.25164795
35.9825286,-1.6380043
36.0011144,-0.526691437
36.0197002,24.5855865
36.038286,14.6988373
36.0568718,8.81304932
36.0754576,11.9282341
36.0940434,5.044384
36.1126292,4.16149902
36.131215,-4.72041702
36.1498008,4.39863205
36.1683866,-7.48134995
36.1869724,-3.47808075
36.2055582,5.52615356
36.224144,-1.46864319
36.2427298,0.537525177
36.2613156,4.54466248
36.2799014,25.5527649
36.2984872,5.56183624
36.317073,-3.42812347
36.3356588,0.582881927
36.3542446,11.5948524
36.3728304,9.6077919
36.3914162,5.62170029
36.410002,9.63657379
36.4285878,6.65241623
36.4471736,-6.33077621
36.4657594,-2.31299973
36.4843452,12.7057419
36.502931,3.72545242
36.5215168,-4.25387192
36.5401026,5.76777267
36.5586884,8.79038239
36.5772742,7.81396103
36.59586,10.8385048
36.6144458,2.86401749
36.6330316,7.89049911
36.6516174,-3.08205414
36.6702032,4.94636154
36.688789,4.97574234
36.7073748,7.00608826
36.7259606,2.03740311
36.7445464,-0.93031311
36.7631322,4.10293579
36.781718,10.1371536
36.8003038,1.17233658
36.8188896,2.20848846
36.8374754,4.24560928
36.8560612,2.28369522
36.874647,-5.67725372
36.8932328,4.36276627
36.9118186,12.4037514
36.9304044,6.44570923
36.9489902,13.4886284
36.967576,1.53251648
36.9861618,10.5773735
37.0047476,-0.376804352
37.0233334,3.66998672
37.0419192,-3.28225708
37.060505,0.766468048
37.0790908,-1.18384171
37.0976766,0.866817474
37.1162624,15.9184418
37.1348482,-0.0289649963
37.153434,-4.97540665
37.1720198,8.07912064
37.1906056,0.134616852
37.2091914,-3.80892181
37.2277772,4.24850464
37.246363,9.30690384
37.2649488,4.36626434
37.2835346,2.42659378
37.3021204,2.48789215
37.3207062,-7.44984436
37.339292,12.6133881
37.3578778,10.6775856
37.3764636,-4.25724792
37.3950494,1.80888367
37.4136352,-3.12401581
37.432221,-3.05594635
37.4508068,6.01308823
37.4693926,0.0830879211
37.4879784,4.15405655
37.5065642,5.22599411
37.52515,2.29889679
37.5437358,-13.6272354
37.5623216,8.44760132
37.5809074,12.523407
37.5994932,19.6001778
37.618079,7.67791748
37.6366648,-4.24337769
37.6552506,-0.163703918
37.6738364,-11.0830612
37.6924222,5.99854279
37.711008,-0.918880463
37.7295938,3.16466141
37.7481796,1.2491684
37.7667654,7.33464432
37.7853512,10.4210892
37.803937,-5.49150085
37.8225228,-6.40312576
37.8411086,-0.361724854
37.8596944,6.68064499
37.8782802,4.72397995
37.896866,-9.23171997
37.9154518,4.81354904
37.9340376,5.85978699
37.9526234,4.90699005
37.9712092,10.955162
37.989795,11.0042992
38.0083808,6.05440521
38.0269666,9.10547638
38.0455524,2.15751648
38.0641382,6.21052551
38.082724,4.26449966
38.1013098,9.31943893
38.1198956,3.37534714
38.1384814,-3.56777573
38.1570672,-1.50993347
38.175653,2.5488739
38.1942388,16.608654
38.2128246,3.66939545
38.2314104,10.7311058
38.2499962,0.793785095
38.268582,-2.1425705
38.2871678,-0.0779571533
38.3057536,13.9876251
38.3243394,6.0541687
38.3429252,7.12168503
38.361511,1.19016647
38.3800968,6.25961304
38.3986826,3.33002853
38.4172684,-5.59858704
38.4358542,2.47376251
38.45444,-11.4529228
38.4730258,-0.378635406
38.4916116,9.69661331
38.5101974,2.77283096
38.5287832,3.85001755
38.547369,9.92816925
38.5659548,-8.99271011
38.5845406,6.08737564
38.6031264,3.16843033
38.6217122,9.25045395
38.640298,12.3334427
38.6588838,-0.582603455
38.6774696,6.50231934
38.6960554,2.58821106
38.7146412,7.6750679
38.733227,8.76288986
38.7518128,15.8516808
38.7703986,1.94144058
38.7889844,3.03216553
38.8075702,16.1238594
38.826156,1.2165184
38.8447418,7.31014633
38.8633276,24.4047394
38.8819134,5.50030136
38.9004992,18.5968285
38.919085,8.69432449
38.9376708,9.79278946
38.9562566,6.89221954
38.9748424,3.99261475
38.9934282,4.09397888
39.012014,12.196312
39.0305998,4.29961014
39.0491856,-2.59612274
39.0677714,12.5091095
39.0863572,0.615310669
39.104943,1.72247696
39.1235288,8.83061218
39.1421146,7.93971252
39.1607004,15.0497818
39.1792862,7.16081619
39.197872,7.27281952
39.2164578,7.38578796
39.2350436,-5.50027466
39.2536294,4.61463165
39.2722152,16.7305031
39.290801,4.84733963
39.3093868,-2.03485107
39.3279726,-5.91608047
39.3465584,-7.00602722
39.3651442,7.90499496
39.38373,4.81698608
39.4023158,7.72994232
39.4209016,2.64386749
39.4394874,5.55875778
39.4580732,7.47461319
39.476659,5.39144135
39.4952448,10.3092308
39.5138306,12.227993
39.5324164,-0.852283478
39.5510022,-0.931587219
39.569588,-1.00992584
39.5881738,6.91270065
39.6067596,8.83629608
39.6253454,1.76085663
39.6439312,9.68638611
39.662517,17.6128845
39.6811028,11.5403481
39.6996886,2.46878052
39.7182744,12.3981781
39.7368602,9.3285408
39.755446,-2.74012756
39.7740318,17.192173
39.7926176,-3.87456131
39.8112034,16.0596733
39.8297892,23.9948769
39.848375,9.93104172
39.8669608,-4.13182068
39.8855466,15.806282
39.9041324,8.74534988
39.9227182,8.68538666
39.941304,12.6263924
39.9598898,16.5683632
39.9784756,7.51129913
39.9970614,17.455204
40.0156472,17.4000778
40.034233,19.3459167
40.0528188,20.2927246
40.0714046,13.2404976
40.0899904,13.1892395
40.1085762,25.1389465
40.127162,19.0896225
40.1457478,10.0412636
40.1643336,36.9938736
40.1829194,46.9474525
40.2015052,46.9019966
40.220091,93.8575058
40.2386768,117.81398
40.2572626,167.771423
40.2758484,192.729843
40.2944342,216.689224
40.31302,239.649567
40.3316058,241.610886
40.3501916,190.573166
40.3687774,220.536407
40.3873632,198.500626
40.405949,209.465805
40.4245348,163.431961
40.4431206,144.399078
40.4617064,110.367157
40.4802922,88.3362122
40.498878,93.3062286
40.5174638,60.2772179
40.5360496,44.2491684
40.5546354,36.2220879
40.5732212,43.1959763
40.591807,29.1708298
40.6103928,32.1466522
40.6289786,33.1234398
40.6475644,14.1011963
40.6661502,24.0799179
40.684736,26.0596085
40.7033218,23.0402641
40.7219076,22.0218887
40.7404934,30.0044785
40.7590792,13.9880371
40.777665,24.9725647
40.7962508,20.9580574
40.8148366,22.9445152
40.8334224,19.931942
40.8520082,12.9203377
40.870594,20.9096985
40.8891798,15.9000282
40.9077656,14.8913231
40.9263514,17.8835869
40.9449372,12.8768158
40.963523,7.87101364
40.9821088,0.866176605
41.0006946,18.8623085
41.0192804,10.8594093
41.0378662,5.85747147
41.056452,8.85650635
41.0750378,7.85650635
41.0936236,15.8574715
41.1122094,3.85940933
41.1307952,18.8623085
41.149381,1.86617661
41.1679668,-4.12898636
41.1865526,4.8768158
41.2051384,5.88358688
41.2237242,6.89132309
41.24231,2.90002823
41.2608958,4.90969849
41.2794816,5.92033768
41.2980674,2.93194199
41.3166532,2.94451523
41.335239,9.9580574
41.3538248,-2.0274353
41.3724106,0.988037109
41.3909964,0.00447845459
41.4095822,4.02188873
41.428168,1.04026413
41.4467538,-7.94039154
41.4653396,11.0799179
41.4839254,-8.89880371
41.5025112,10.1234398
41.521097,15.1466522
41.5396828,-9.82917023
41.5582686,5.19597626
41.5768544,5.22208786
41.5954402,9.2491684
41.614026,1.27721786
41.6326118,8.30623245
41.6511976,11.3362122
41.6697834,6.3671608
41.6883692,3.39907837
41.706955,6.43196106
41.7255408,-0.534187317
41.7441266,-6.49937057
41.7627124,6.53641129
41.7812982,11.5731659
41.799884,11.6108818
41.8184698,6.64957047
41.8370556,15.6892242
41.8556414,-2.27015686
41.8742272,-10.228569
41.892813,7.81398392
41.9113988,4.8575058
41.9299846,27.9019966
41.9485704,14.9474525
41.9671562,1.9938736
41.985742,4.04126358
42.0043278,2.0896225
42.0229136,14.1389465
42.0414994,9.1892395
42.0600852,6.24049759
42.078671,7.29272461
42.0972568,10.3459167
42.1158426,-2.59992218
42.1344284,-0.54479599
42.1530142,1.51129913
42.1716,18.5683632
42.1901858,4.62639236
42.2087716,2.68538666
42.2273574,-0.254650116
42.2459432,-7.19371796
42.264529,2.86817932
42.2831148,0.931045532
42.3017006,4.99487686
42.3202864,1.05967331
42.3388722,-0.874557495
42.357458,-4.807827
42.3760438,12.2598763
42.3946296,7.3285408
42.4132154,-0.601821899
42.4318012,0.468780518
42.450387,-0.459651947
42.4689728,7.61288452
42.4875586,-1.31361008
42.5061444,-9.23913956
42.5247302,6.83629608
42.543316,1.91270065
42.5619018,0.990074158
42.5804876,0.0684127808
42.5990734,10.1477203
42.6176592,-0.772006989
42.636245,-1.69076538
42.6548308,3.39144135
42.6734166,8.474617
42.6920024,19.5587578
42.7105882,-10.3561325
42.729174,11.7299423
42.7477598,2.81698608
42.7663456,9.90499878
42.7849314,6.99397659
42.8035172,-5.91608047
42.822103,-7.92671585
42.8406888,9.06361389
42.8592746,-0.945087433
42.8778604,13.0471764
42.8964462,13.0404091
42.915032,6.03460693
42.9336178,16.0297737
42.9522036,8.02590561
42.9707894,1.02300644
42.9893752,-9.97892761
43.007961,0.00193786621
43.0265468,11.9837761
43.0451326,2.96657562
43.0637184,17.9503441
43.0823042,1.93508148
43.10089,-6.079216
43.1194758,6.90745544
43.1380616,-3.10490799
43.1566474,-9.11630249
43.1752332,5.87326813
43.193819,3.86380768
43.2124048,6.85531235
43.2309906,-0.15221405
43.2495764,2.84122467
43.2681622,8.83563232
43.286748,16.8310089
43.3053338,8.82735062
43.3239196,10.8246574
43.3425054,-2.17706299
43.3610912,20.8221779
43.379677,10.8223877
43.3982628,12.8235664
43.4168486,9.8257103
43.4354344,13.8288231
43.4540202,5.832901
43.472606,8.83794785
43.4911918,-3.15604019
43.5097776,8.8509407
43.5283634,-6.14110947
43.5469492,14.8678055
43.565535,12.8776855
43.5841208,6.88853455
43.6027066,-7.09964752
43.6212924,-4.08686447
43.6398782,-1.0731163
43.658464,-0.0583953857
43.6770498,3.95728683
43.6956356,-5.02606201
43.7142214,-4.00844193
43.7328072,3.01014328
43.751393,9.02969742
43.7699788,-1.94977951
43.7885646,-1.92829514
43.8071504,4.09416199
43.8257362,-2.88241577
43.844322,-0.858028412
43.8629078,7.16732788
43.8814936,6.19365311
43.9000794,9.22094345
43.9186652,-2.75080109
43.937251,1.27842712
43.9558368,17.3086166
43.9744226,6.33977509
43.9930084,4.37190247
44.0115942,-4.59500504
44.03018,-6.5609436
44.0487658,7.47408676
44.0673516,-1.48992157
44.0859374,5.54704285
44.1045232,6.58497238
44.123109,-0.376132965
44.1416948,-1.33626938
44.1602806,10.7045631
44.1788664,2.74636078
44.1974522,6.78912354
44.216038,7.83285522
44.2346238,4.87755585
44.2532096,-0.0767784119
44.2717954,5.96985626
44.2903812,17.0174561
44.308967,5.06602478
44.3275528,-8.88444138
44.3461386,-2.8339386
44.3647244,12.2175331
44.3833102,4.26996613
44.401896,17.3233719
44.4204818,-9.62225723
44.4390676,16.4330788
44.4576534,5.4893837
44.4762392,8.54665756
44.494825,0.604896545
44.5134108,6.66410446
44.5319966,8.7242775
44.5505824,8.78541946
44.5691682,-0.15247345
44.587754,-4.08939743
44.6063398,1.97464371
44.6249256,3.03965378
44.6435114,0.105628967
44.6620972,16.1725731
44.680683,13.2404861
44.6992688,5.3093605
44.7178546,3.37920761
44.7364404,13.4500198
44.7550262,-7.47819901
44.773612,-12.5426903
44.7921978,16.3937836
44.8107836,6.33122253
44.8293694,4.26963425
44.8479552,3.20900726
44.866541,10.149353
44.8851268,5.0906601
44.9037126,14.0329399
44.9222984,-1.02381516
44.9408842,5.9203949
44.95947,5.86557388
44.9780558,0.811721802
44.9966416,3.75883484
45.0152274,9.70691299
45.0338132,1.65596008
45.052399,0.605976105
45.0709848,4.55695724
45.0895706,9.50890732
45.1081564,6.46182251
45.1267422,17.4157028
45.145328,4.37055588
45.1639138,11.3263741
45.1824996,11.2831573
45.2010854,10.2409096
45.2196712,-3.80037308
45.238257,6.1593132
45.2568428,8.11996841
45.2754286,6.08158875
45.2940144,21.0441742
45.3126002,-6.99227142
45.331186,2.97225189
45.3497718,4.93774033
45.3683576,-4.09580612
45.3869434,-3.12837982
45.4055292,11.8400078
45.424115,4.80936813
45.4427008,24.7796898
45.4612866,1.75098419
45.4798724,2.72324371
45.4984582,-5.30353165
45.517044,-2.32933807
45.5356298,21.6458206
45.5542156,0.621948242
45.5728014,1.5990448
45.5913872,11.5771065
45.609973,13.5561371
45.6285588,10.5361328
45.6471446,8.51709366
45.6657304,3.49902344
45.6843162,4.48192215
45.702902,-0.53421402
45.7214878,11.4506187
45.7400736,17.4364204
45.7586594,8.42318344
45.7772452,10.4109192
45.795831,18.3996201
45.8144168,16.389286
45.8330026,17.379921
45.8515884,22.3715248
45.8701742,14.3640938
45.88876,28.3576279
45.9073458,45.3521309
45.9259316,53.3476028
45.9445174,64.3440399
45.9631032,129.341446
45.981689,154.339813
46.0002748,169.339157
46.0188606,132.339462
46.0374464,145.340729
46.0560322,142.342972
46.074618,115.346184
46.0932038,132.350357
46.1117896,135.355499
46.1303754,128.361603
46.1489612,97.3686829
46.167547,69.3767319
46.1861328,66.3857422
46.2047186,60.3957176
46.2233044,36.4066658
46.2418902,37.4185753
46.260476,28.4314537
46.2790618,33.4453011
46.2976476,15.4601173
46.3162334,4.47589493
46.3348192,19.4926453
46.353405,8.51036072
46.3719908,6.52904129
46.3905766,-3.4513092
46.4091624,-0.43069458
46.4277482,-3.40911102
46.446334,11.6134415
46.4649198,13.6369591
46.4835056,0.661445618
46.5020914,9.68689728
46.5206772,13.7133179
46.539263,6.74070358
46.5578488,9.76905823
46.5764346,2.79837799
46.5950204,-5.17133331
46.6136062,9.8599205
46.632192,6.89214325
46.6507778,11.9253311
46.6693636,3.95948792
46.6879494,6.99461365
46.7065352,6.0307045
46.725121,1.06776047
46.7437068,-4.89421463
46.7622926,-8.85522079
46.7808784,8.18473816
46.7994642,8.22566605
46.81805,1.26755905
46.8366358,3.31042099
46.8552216,-3.64575195
46.8738074,5.39904404
46.8923932,6.44480515
46.910979,2.49153519
46.9295648,-4.46076965
46.9481506,-2.41210556
46.9667364,5.63752747
46.9853222,3.68812561
47.003908,-8.26031113
47.0224938,6.79222107
47.0410796,3.8457222
47.0596654,-5.09981155
47.0782512,-3.04437637
47.096837,2.01202393
47.1154228,0.069393158
47.1340086,-6.87227249
47.1525944,2.18703079
47.1711802,2.24729919
47.189766,12.3085365
47.2083518,19.370739
47.2269376,-0.56608963
47.2455234,10.4980507
47.2641092,8.56315613
47.282695,-10.3707733
47.3012808,-5.30373383
47.3198666,7.7642746
47.3384524,-10.1667519
47.3570382,3.90319061
47.375624,3.97409821
47.3942098,-1.95402908
47.4127956,11.1188164
47.4313814,9.19262314
47.4499672,-3.73259735
47.468553,-5.65685272
47.4871388,1.39277649
47.5057246,-2.55662918
47.5243104,1.4949379
47.5428962,-6.45253372
47.561482,7.60096359
47.5800678,-1.34457016
47.5986536,8.71086121
47.6172394,-1.23273849
47.6358252,5.82462692
47.654411,11.8829613
47.6729968,1.94226074
47.6915826,-1.99747086
47.7101684,-7.93623734
47.7287542,10.1259651
47.74734,-5.81086349
47.7659258,1.25327301
47.7845116,4.31837463
47.8030974,4.38444519
47.8216832,9.45148468
47.840269,12.5194893
47.8588548,6.58845901
47.8774406,10.6583977
47.8960264,-1.27069473
47.9146122,0.801177979
47.933198,8.87401962
47.9517838,4.94782639
47.9703696,-12.9773979
47.9889554,-4.1030159
48.0075412,7.77233505
