'y-axis saved as y
'x,ML_Wallace_17122019_1_NN_1_ZrP_Crucible_12x16_14x161of2Crucibles_BlackPowder_5-60_4min_BkgSubtracted.raw
11.597959,14.3559494
11.6165448,22.5492859
11.6351306,14.7435837
11.6537164,7.9388504
11.6723022,12.1350861
11.690888,13.332283
11.7094738,22.5304565
11.7280596,28.7295914
11.7466454,26.9296951
11.7652312,9.13076782
11.783817,7.33280182
11.8024028,20.5358047
11.8209886,20.7397766
11.8395744,2.94471741
11.8581602,3.15061951
11.876746,15.3574982
11.8953318,4.56533813
11.9139176,8.77414703
11.9325034,26.9839172
11.9510892,18.194664
11.969675,13.4063721
11.9882608,-0.380950928
12.0068466,7.83268738
12.0254324,6.04730225
12.0440182,1.26287842
12.062604,3.47942352
12.0811898,23.6969299
12.0997756,29.9154129
12.1183614,16.1348572
12.1369472,9.35527039
12.155533,7.57665253
12.1741188,19.798996
12.1927046,19.022316
12.2112904,8.24659729
12.2298762,4.47184753
12.248462,16.6980591
12.2670478,32.9252472
12.2856336,-0.846603394
12.3042194,22.382515
12.3228052,7.6125946
12.341391,12.8436508
12.3599768,13.0756683
12.3785626,7.30865479
12.3971484,27.5426102
12.4157342,3.77752686
12.43432,-10.9865799
12.4529058,-2.97750854
12.4714916,-4.96746826
12.4900774,26.043541
12.5086632,22.0555191
12.527249,3.06845856
12.5458348,11.0823746
12.5644206,14.0972519
12.5830064,7.11309052
12.6015922,35.1299057
12.620178,14.1476822
12.6387638,15.1664276
12.6573496,16.186142
12.6759354,15.2068176
12.6945212,-2.77153015
12.713107,13.2510834
12.7316928,28.2746658
12.7502786,15.2992096
12.7688644,2.32472992
12.7874502,10.3512115
12.806036,15.3786621
12.8246218,20.407074
12.8432076,14.4364624
12.8617934,-4.53318787
12.8803792,3.4981308
12.898965,6.5304184
12.9175508,23.5636673
12.9361366,0.597885132
12.9547224,14.6330719
12.9733082,6.6692276
12.991894,7.70635223
13.0104798,24.7444382
13.0290656,8.78349304
13.0476514,6.82351685
13.0662372,21.8645096
13.084823,10.9064636
13.1034088,-1.0506134
13.1219946,4.9932785
13.1405804,2.03813934
13.1591662,-4.91603851
13.177752,4.13076019
13.1963378,-6.8214798
13.2149236,13.2272415
13.2335094,-0.723060608
13.2520952,0.327598572
13.270681,11.3792267
13.2892668,-2.56817627
13.3078526,6.48538971
13.3264384,5.53991699
13.3450242,7.59541321
13.36361,13.6518784
13.3821958,4.70931244
13.4007816,-1.23229218
13.4193674,18.8270798
13.4379532,3.8874054
13.456539,2.94870758
13.4751248,3.0109787
13.4937106,-6.92578888
13.5122964,12.1384125
13.5308822,12.2035828
13.549468,2.26971436
13.5680538,3.33682251
13.5866396,0.404891968
13.6052254,-6.52606964
13.6238112,2.54393005
13.642397,0.614906311
13.6609828,1.68684387
13.6795686,-1.24024963
13.6981544,7.83361816
13.7167402,-5.09153748
13.735326,-2.01573181
13.7539118,12.0610428
13.7724976,13.1387863
13.7910834,28.2174911
13.8096692,15.2971725
13.828255,19.3778152
13.8468408,17.4594269
13.8654266,13.5419998
13.8840124,10.6255493
13.9025982,-3.28993988
13.921184,0.795539856
13.9397698,3.8819809
13.9583556,9.9693985
13.9769414,9.0577774
13.9955272,3.14712524
14.014113,5.23744202
14.0326988,-14.6712799
14.0512846,21.4209671
14.0698704,29.514183
14.0884562,30.6083679
14.107042,24.7035217
14.1256278,24.7996368
14.1442136,21.8967209
14.1627994,12.9947739
14.1813852,16.0937881
14.199971,18.193779
14.2185568,37.2947311
14.2371426,34.3966522
14.2557284,7.49954224
14.2743142,-2.39660645
14.2929,-0.291786194
14.3114858,-0.185997009
14.3300716,9.92076111
14.3486574,25.0284882
14.3672432,0.137176514
14.385829,-2.7531662
14.4044148,22.35746
14.4230006,4.46904755
14.4415864,5.58161163
14.4601722,-11.304863
14.478758,16.8096313
14.4973438,-10.074913
14.5159296,5.04151917
14.5345154,-4.84108734
14.5531012,-5.72272491
14.571687,1.39659882
14.5902728,22.5168991
14.6088586,-4.36183929
14.6274444,6.76039124
14.6460302,11.8835907
14.664616,-8.99224091
14.6832018,-3.86711121
14.7017876,10.2589874
14.7203734,4.38605499
14.7389592,-9.48591614
14.757545,-3.44335175
14.7761308,10.600174
14.7947166,1.64466858
14.8133024,6.69013214
14.8318882,-1.26343536
14.850474,26.7839584
14.8690598,-18.1676788
14.8876456,6.88165283
14.9062314,6.93195343
14.9248172,10.983223
14.943403,8.0354538
14.9619888,-2.91134644
14.9805746,17.1428223
14.9991604,-7.80204773
15.0177462,11.2540588
15.036332,27.3111267
15.0549178,-7.63083649
15.0735036,4.42816162
15.0920894,12.4881363
15.1106752,5.54907227
15.129261,33.6109772
15.1478468,12.6738434
15.1664326,0.737686157
15.1850184,-7.19750977
15.2036042,1.86826324
15.22219,-1.06499481
15.2407758,15.0027084
15.2593616,1.07138824
15.2779474,10.1410294
15.2965332,19.2116394
15.315119,-11.7167892
15.3337048,8.35575867
15.3522906,3.42926788
15.3708764,3.50374603
15.3894622,-7.42081451
15.408048,1.6556015
15.4266338,-1.26702118
15.4452196,17.8113251
15.4638054,12.8906403
15.4823912,13.9709167
15.500977,-6.94783783
15.5195628,-5.86562347
15.5381486,-2.78244019
15.5567344,12.301712
15.5753202,-0.613174438
15.593906,5.47290802
15.6124918,9.55995941
15.6310776,2.64797974
15.6496634,-3.26303864
15.6682492,-5.17308807
15.686835,4.91783142
15.7054208,19.0097198
15.7240066,7.10256958
15.7425924,8.19639587
15.7611782,-11.7088165
15.779764,-0.613067627
15.7983498,-0.516342163
15.8169356,2.5813446
15.8355214,-4.31999969
15.8541072,-5.22037506
15.872693,0.880218506
15.8912788,6.98177338
15.9098646,-1.91570282
15.9284504,10.1877899
15.9470362,-7.70774841
15.965622,-8.60232544
15.9842078,-3.59913635
16.0027936,2.40501404
16.0213794,9.41013336
16.0399652,-3.58377838
16.058551,-1.57672119
16.0771368,7.4312973
16.0957226,-10.5597153
16.1143084,4.45024109
16.1328942,21.4611664
16.15148,-1.52694702
16.1700658,0.485916138
16.1886516,-0.500259399
16.2072374,-12.4854736
16.2258232,1.50292206
16.244409,-12.5077209
16.2629948,23.4826126
16.2815806,-7.52609253
16.3001664,8.46617126
16.3187522,4.45939636
16.337338,6.45359802
16.3559238,-2.55123901
16.3745096,7.44489288
16.3930954,6.44199371
16.4116812,0.440055847
16.430267,5.43908691
16.4488528,12.4390869
16.4674386,15.4400558
16.4860244,-3.55800629
16.5046102,1.44489288
16.523196,3.44876099
16.5417818,12.453598
16.5603676,8.45940399
16.5789534,10.4661713
16.5975392,14.4739075
16.616125,0.48261261
16.6347108,-5.50771332
16.6532966,2.50292206
16.6718824,-17.4854736
16.6904682,-1.48692322
16.709054,7.51259613
16.7276398,6.51307678
16.7462256,-16.4854736
16.7648114,-5.48212433
16.7833972,9.52220154
16.801983,10.5274811
16.8205688,0.533737183
16.8391546,3.54096222
16.8577404,12.5491486
16.8763262,12.5583038
16.894912,2.56842804
16.9134978,2.57951355
16.9320836,4.59156799
16.9506694,4.60459137
16.9692552,0.618583679
16.987841,-5.36645508
17.0064268,-2.35053253
17.0250126,12.6663589
17.0435984,7.68421936
17.0621842,-9.29695129
17.08077,17.7228394
17.0993558,-1.25640106
17.1179416,5.76532745
17.1365274,4.7880249
17.1551132,5.81169128
17.173699,13.836319
17.1922848,12.8619156
17.2108706,7.88848114
17.2294564,-1.083992
17.2480422,3.94450378
17.266628,6.97397614
17.2852138,21.0044022
17.3037996,3.03580475
17.3223854,19.0681686
17.3409712,6.10150909
17.359557,-7.86419678
17.3781428,5.17107391
17.3967286,4.20731354
17.4153144,-2.75548553
17.4339002,-2.71731567
17.452486,2.32181549
17.4710718,2.36192322
17.4896576,14.4029922
17.5082434,-1.55496979
17.5268292,5.48803711
17.545415,21.5320129
17.5640008,10.5769501
17.5825866,0.62285614
17.6011724,5.66973114
17.6197582,16.7175751
17.638344,29.7663803
17.6569298,9.81615448
17.6755156,17.8668976
17.6941014,13.9186096
17.7126872,6.97128296
17.731273,-4.97506714
17.7498588,16.0795441
17.7684446,-1.86488342
17.7870304,17.1916656
17.8056162,4.24917603
17.824202,6.30765533
17.8427878,7.36710358
17.8613736,14.4275208
17.8799594,24.4888992
17.8985452,12.5512466
17.917131,20.614563
17.9357168,-11.3211517
17.9543026,6.74409485
17.9728884,16.8103104
17.9914742,22.8774948
18.01006,0.945648193
18.0286458,-10.9852295
18.0472316,-0.0419464111
18.0658174,2.9023056
18.0844032,-4.15247345
18.102989,12.7937164
18.1215748,4.74086761
18.1401606,9.68899536
18.1587464,11.6380844
18.1773322,20.5881348
18.195918,-1.46083832
18.2145038,4.4911499
18.2330896,5.44410706
18.2516754,2.39803314
18.2702612,18.3529205
18.288847,1.30878448
18.3074328,5.26560974
18.3260186,7.22340393
18.3446044,-7.81784058
18.3631902,2.14189148
18.381776,-6.89741516
18.4003618,2.06424713
18.4189476,5.02687073
18.4375334,-3.00952911
18.4561192,0.955032349
18.474705,-2.07943726
18.4932908,13.8870621
18.5118766,7.85452271
18.5304624,-2.1770401
18.5490482,0.792358398
18.567634,-3.2372818
18.5862198,10.7340546
18.6048056,8.70635223
18.6233914,3.67961884
18.6419772,2.65385437
18.660563,-7.37094116
18.6791488,10.6052246
18.6977346,0.582366943
18.7163204,2.56047058
18.7349062,4.53953552
18.753492,8.51957703
18.7720778,8.50057983
18.7906636,3.48255157
18.8092494,18.4654922
18.8278352,17.4493942
18.846421,-1.56572723
18.8650068,5.42011261
18.8835926,10.4069138
18.9021784,-4.60530853
18.9207642,-0.616569519
18.93935,8.37314606
18.9579358,4.36382294
18.9765216,-6.64453888
18.9951074,-11.6519241
19.0136932,8.34165192
19.032279,-5.6638031
19.0508648,-1.66828918
19.0694506,-0.671813965
19.0880364,3.32563019
19.1066222,6.32404327
19.125208,6.32342529
19.1437938,5.32377625
19.1623796,10.3250885
19.1809654,3.32736969
19.1995512,11.3306198
19.218137,1.33483887
19.2367228,16.3400192
19.2553086,4.34616852
19.2738944,-2.64671326
19.2924802,12.3613739
19.311066,7.37042236
19.3296518,-9.61955261
19.3482376,18.3914337
19.3668234,3.40338135
19.3854092,-1.58369446
19.403995,-3.56980896
19.4225808,-4.55495453
19.4411666,9.46086884
19.4597524,15.4776611
19.4783382,-1.50458527
19.496924,1.51413727
19.5155098,-1.46617126
19.5340956,37.5544891
19.5526814,-6.42388916
19.5712672,13.5987015
19.589853,1.62226105
19.6084388,25.6467896
19.6270246,10.6722794
19.6456104,4.69874573
19.6641962,3.7261734
19.682782,4.75457001
19.7013678,1.78392792
19.7199536,-6.18574524
19.7385394,17.8455582
19.7571252,6.87781525
19.775711,7.91104889
19.7942968,10.9452438
19.8128826,-8.01958466
19.8314684,2.01654053
19.8500542,6.05364227
19.86864,6.09171295
19.8872258,-6.86925507
19.9058116,5.17074585
19.9243974,-3.7882843
19.9429832,-4.74635315
19.961569,9.29654694
19.9801548,5.34041595
19.9987406,-3.61474609
20.0173264,15.4310608
20.0359122,-2.52217102
20.054498,8.5255661
20.0730838,-4.42572784
20.0916696,7.62394714
20.1102554,-3.32541656
20.1288412,13.7261887
20.147427,0.778762817
20.1660128,1.83230591
20.1845986,5.88681793
20.2031844,10.9422913
20.2217702,17.9987335
20.240356,16.0561447
20.2589418,6.11451721
20.2775276,11.1738663
20.2961134,13.2341766
20.3146992,1.2954483
20.333285,17.3576965
20.3518708,-3.57909393
20.3704566,20.4850922
20.3890424,12.5502319
20.4076282,2.61634827
20.426214,4.68343353
20.4447998,9.7514801
20.4633856,0.820495605
20.4819714,17.89048
20.5005572,13.9614258
20.519143,8.03334045
20.5377288,5.10622406
20.5563146,-4.8199234
20.5749004,1.25489807
20.5934862,11.3306808
20.612072,11.4074326
20.6306578,32.4851532
20.6492436,28.5638428
20.6678294,11.6434937
20.6864152,17.7241135
20.705001,7.80570221
20.7235868,-0.111740112
20.7421726,-3.02822113
20.7607584,-2.94372559
20.7793442,18.1417313
20.79793,-6.77185059
20.8165158,2.31554413
20.8351016,10.4039001
20.8536874,21.4932251
20.8722732,10.583519
20.890859,13.6747818
20.9094448,8.76700592
20.9280306,23.860199
20.9466164,22.954361
20.9652022,1.04949188
20.983788,9.14558411
21.0023738,15.2426453
21.0209596,5.34067535
21.0395454,15.4396744
21.0581312,15.5396423
21.076717,8.64057159
21.0953028,15.7424698
21.1138886,9.84533691
21.1324744,20.9491653
21.1510602,14.0539703
21.169646,11.1597366
21.1882318,7.26647186
21.2068176,20.3741684
21.2254034,21.4828415
21.2439892,18.5924759
21.262575,-5.29692078
21.2811608,-8.18535614
21.2997466,-0.312820435
21.3183324,5.56069183
21.3369182,9.43516541
21.355504,18.3106003
21.3740898,13.1870117
21.3926756,23.0643845
21.4112614,0.942726135
21.4298472,6.82203674
21.448433,3.70231628
21.4670188,16.5835571
21.4856046,18.4657669
21.5041904,7.34894562
21.5227762,13.2330933
21.541362,9.11820221
21.5599478,16.0042801
21.5785336,19.8913269
21.5971194,0.779342651
21.6157052,16.6683273
21.634291,27.5582733
21.6528768,20.4491882
21.6714626,1.34107208
21.6900484,19.2339172
21.7086342,-3.87226105
21.72722,18.022522
21.7458058,-4.08172607
21.7643916,6.81498718
21.7829774,15.712677
21.8015632,11.6113281
21.820149,14.5109482
21.8387348,22.4115295
21.8573206,7.31308746
21.8759064,27.2156067
21.8944922,18.1190948
21.913078,0.0235519409
21.9316638,20.9289703
21.9502496,17.8353653
21.9688354,28.7427216
21.9874212,13.6510391
22.006007,-0.439666748
22.0245928,1.47058868
22.0431786,9.38181305
22.0617644,16.2940063
22.0803502,7.20716858
22.098936,11.1212921
22.1175218,5.03639221
22.1361076,8.95245361
22.1546934,15.8694763
22.1732792,8.78747559
22.191865,3.70643616
22.2104508,9.62636566
22.2290366,-0.452735901
22.2476224,-4.53087616
22.2662082,17.3919601
22.284794,12.3157578
22.3033798,6.24052429
22.3219656,20.1662521
22.3405514,7.09295654
22.3591372,9.02062225
22.377723,11.9492569
22.3963088,17.8788528
22.4148946,6.80942535
22.4334804,9.74095917
22.4520662,-2.32653809
22.470652,10.6069336
22.4892378,8.54136658
22.5078236,6.47676849
22.5264094,9.41313934
22.5449952,0.350479126
22.563581,0.288787842
22.5821668,-0.771942139
22.6007526,1.16829681
22.6193384,16.1095047
22.6379242,1.05168152
22.65651,16.9948196
22.6750958,14.9389267
22.6936816,11.8840027
22.7122674,9.83004761
22.7308532,2.77706146
22.749439,-0.274963379
22.7680248,2.67398071
22.7866106,8.62389374
22.8051964,-1.42523193
22.8237822,-6.47338867
22.842368,-3.52057648
22.8609538,15.4332047
22.8795396,15.3879547
22.8981254,6.34366608
22.9167112,-4.69965363
22.935297,-7.74200439
22.9538828,-0.78338623
22.9724686,4.17619324
22.9910544,-8.86325073
23.0096402,3.0982666
23.028226,-8.93925476
23.0468118,0.0242004395
23.0653976,10.9886169
23.0839834,6.95400238
23.1025692,4.92035675
23.121155,24.8876724
23.1397408,11.8559647
23.1583266,6.8252182
23.1769124,8.79544067
23.1954982,-2.23337555
23.214084,2.73878479
23.2326698,14.7119064
23.2512556,8.68599701
23.2698414,26.6610565
23.2884272,9.63707733
23.307013,9.61406708
23.3255988,14.5920258
23.3441846,0.570953369
23.3627704,-3.44915009
23.3813562,-5.46829224
23.399942,-5.48646545
23.4185278,-15.5036697
23.4371136,12.4800873
23.4556994,7.46482086
23.4742852,10.4505157
23.492871,5.43717957
23.5114568,10.4248047
23.5300426,-0.586593628
23.5486284,-2.59703064
23.5672142,7.39350128
23.5858,11.3850021
23.6043858,1.37746429
23.6229716,4.37089539
23.6415574,8.36529541
23.6601432,22.3606644
23.678729,9.35700226
23.6973148,-6.64569855
23.7159006,20.3525696
23.7344864,4.35180664
23.7530722,1.35201263
23.771658,-1.64682007
23.7902438,6.35531616
23.8088296,-3.64157867
23.8274154,8.36249542
23.8460012,-1.63246918
23.864587,18.3735352
23.8831728,1.38050842
23.9017586,6.38845062
23.9203444,6.39736176
23.9389302,-1.59276581
23.957516,-0.581924438
23.9761018,27.4298859
23.9946876,35.4426575
24.0132734,17.4564056
24.0318592,12.4711151
24.050445,24.4867935
24.0690308,21.5034332
24.0876166,29.5210495
24.1062024,24.5396271
24.1247882,36.5591736
24.143374,11.579689
24.1619598,16.6011658
24.1805456,19.6236115
24.1991314,17.6470261
24.2177172,13.6714096
24.236303,13.6967621
24.2548888,22.7230759
24.2734746,19.7503586
24.2920604,21.7786102
24.3106462,11.8078308
24.329232,39.8380127
24.3478178,11.8691635
24.3664036,2.90128326
24.3849894,3.93437195
24.4035752,19.9684219
24.422161,21.0034409
24.4407468,21.0394287
24.4593326,27.0763855
24.4779184,14.1143112
24.4965042,16.1531982
24.51509,17.1930542
24.5336758,11.2338791
24.5522616,20.2756653
24.5708474,-7.68157196
24.5894332,-0.6378479
24.608019,5.40683746
24.6266048,23.4524994
24.6451906,9.49913025
24.6637764,8.54672241
24.6823622,27.5952835
24.700948,8.64480591
24.7195338,14.6953049
24.7381196,6.74676514
24.7567054,11.7991943
24.7752912,-11.1474075
24.793877,9.9069519
24.8124628,1.9622879
24.8310486,3.01858521
24.8496344,-6.92414856
24.8682202,10.134079
24.886806,-5.80671692
24.9053918,0.253448486
24.9239776,8.31458282
24.9425634,11.3766785
24.9611492,4.43975067
24.979735,10.5037842
24.9983208,19.5687866
25.0169066,-5.365242
25.0354924,2.70169067
25.0540782,-0.230407715
25.072664,4.83846283
25.0912498,10.9083023
25.1098356,24.9791107
25.1284214,6.05088043
25.1470072,-0.87638092
25.165593,14.1973267
25.1841788,15.2720032
25.2027646,-4.65235901
25.2213504,-4.57575226
25.2399362,-4.49817657
25.258522,-1.41963196
25.2771078,4.65987396
25.2956936,18.7403488
25.3142794,10.8217926
25.3328652,9.90420532
25.351451,11.987587
25.3700368,1.07192993
25.3886226,6.15724182
25.4072084,21.2435226
25.4257942,14.3307648
25.44438,14.4189835
25.4629658,17.5081635
25.4815516,-0.401687622
25.5001374,4.68942261
25.5187232,0.781509399
25.537309,-2.1254425
25.5558948,11.9685745
25.5744806,9.06356049
25.5930664,2.15950775
25.6116522,11.256424
25.630238,8.35430908
25.6488238,14.4531631
25.6674096,-6.44701385
25.6859954,-5.34622955
25.7045812,6.75552368
25.723167,12.8582458
25.7417528,2.96193695
25.7603386,-0.933410645
25.7789244,8.17221069
25.7975102,-6.72119904
25.816096,-3.61363983
25.8346818,14.4948807
25.8532676,10.6043701
25.8718534,3.71482849
25.8904392,-3.1737442
25.909025,3.93865204
25.9276108,-0.947990417
25.9461966,2.16633606
25.9647824,3.28163147
25.9833682,0.397888184
26.001954,-17.4848785
26.0205398,0.474067688
26.0391256,-3.56601715
26.0577114,8.39485931
26.0762972,24.3567123
26.094883,11.3195267
26.1134688,11.2833023
26.1320546,23.2480545
26.1506404,24.213768
26.1692262,8.18045044
26.187812,9.14810181
26.2063978,-2.88327789
26.2249836,1.08630371
26.2435694,13.0568619
26.2621552,19.0283813
