[Header]
TITLE,1-26-2018-MK167-Ba2CaWO6-o2-ldfz-hc-.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,14.2,MASS:Sample Mass (mg)
INFO,.2,MASSERR:Sample Mass Error (mg)
INFO,594.57,MOLWGHT:Formula Weight (g/mole)
INFO,10,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (uJ/K),Addenda HC Err (uJ/K),Total HC (uJ/K),Total HC Err (uJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (uJ/K)
33777395.08,,5905,62.0701,62.1031,0.127,9.4E-6,61.877862,1.1860412,69.249741,0.9777,692.03688,0.8561,2345.915,1.626,0.85961788,39.440605,0.30051029,96.334875,362.98403,2.838,1,,,,6.0613243E-5,120.14616,3828.8698,1.119136,0
33777738.73,,5905,62.0677,62.1005,0.127,9.4E-6,61.870549,1.1788075,69.330973,0.9786,691.9142,0.856,2347.7324,1.52,0.79392123,39.553479,0.30389593,96.301966,362.72183,2.826,1,,,,6.0498627E-5,118.32182,3827.9648,1.1205812,0
33778359.77,,5905,64.2982,64.3475,0.127,9.4E-6,64.092387,1.198961,72.510541,1.024,744.83876,0.8893,2476.594,1.932,0.47360325,41.242575,0.33972268,96.083725,367.04978,2.972,1,,,,6.125632E-5,118.66044,4107.834,1.1313441,0
33778717.02,,5905,64.2925,64.3296,0.127,9.4E-6,64.115408,1.2274995,72.133713,1.018,745.25419,0.8896,2468.0097,1.694,0.66381951,40.510189,0.3185615,96.270414,368.19355,2.946,1,,,,6.208249E-5,123.72772,4110.7855,1.1250605,0
33779069.67,,5905,64.2917,64.3228,0.127,9.4E-6,64.104834,1.2181658,72.250849,1.02,745.04468,0.8895,2470.5977,1.666,0.52122019,40.637381,0.32284194,96.229108,367.81779,2.943,1,,,,6.1967833E-5,121.53057,4109.4297,1.1270733,0
33779698.02,,5905,66.5191,66.5653,0.127,9.4E-6,66.316521,1.2370405,75.298247,1.063,799.94128,0.9238,2598.2747,1.851,0.60729006,42.13731,0.35361581,96.065452,372.19971,3.065,1,,,,6.2882343E-5,121.91214,4397.8809,1.1354372,0
33780062.55,,5905,66.5251,66.5574,0.127,9.3E-6,66.340053,1.2649902,74.958349,1.058,800.39737,0.9241,2590.6131,1.75,0.91138971,41.57852,0.3370151,96.207586,373.24298,3.055,1,,,,6.348915E-5,126.41193,4401.0026,1.1299109,0
33780422.31,,5905,66.5203,66.5493,0.127,9.4E-6,66.33207,1.2569725,75.010796,1.059,800.23654,0.924,2591.7048,1.642,0.70108413,41.587067,0.33554418,96.223531,373.05723,3.042,1,,,,6.3498294E-5,124.73556,4399.9436,1.1308376,0
33781058.45,,5905,68.7452,68.7913,0.127,9.3E-6,68.535672,1.276259,78.073918,1.103,856.70126,0.9558,2721.3255,2.022,0.49214351,43.248128,0.37707044,95.965049,377.11166,3.188,1,,,,6.41768E-5,124.7612,4697.1383,1.139172,0
33781431.47,,5905,68.7456,68.7731,0.127,9.4E-6,68.562191,1.3064193,77.681069,1.097,857.24072,0.9561,2712.4826,1.8,0.67557165,42.572628,0.35455379,96.154183,378.31038,3.164,1,,,,6.4916574E-5,129.74438,4700.774,1.1330016,0
33781798.97,,5905,68.745,68.7742,0.127,9.3E-6,68.551394,1.2963903,77.789838,1.098,857.00532,0.9559,2714.8449,1.733,0.67963068,42.646176,0.35672912,96.13475,377.95887,3.156,1,,,,6.4868694E-5,127.71788,4699.2936,1.1347667,0
33782442.47,,5905,70.9715,71.0082,0.127,9.4E-6,70.763642,1.3151482,80.547814,1.137,915.6072,0.987,2839.315,1.813,0.65305181,43.940964,0.38489256,96.001257,382.64088,3.27,1,,,,6.5863211E-5,127.93853,5007.493,1.1382655,0
33782822,,5905,70.9686,71.0043,0.127,9.3E-6,70.782223,1.3426088,80.488354,1.136,916.01395,0.9872,2838.3017,1.752,0.62216144,43.672459,0.37517715,96.079838,382.90094,3.264,1,,,,6.62177E-5,131.82289,5010.1231,1.1371267,0
33783198.94,,5905,70.9639,71.0015,0.127,9.4E-6,70.778903,1.3386724,80.412737,1.135,915.94118,0.9872,2836.423,1.795,0.79843838,43.609371,0.37426201,96.085007,383.08606,3.269,1,,,,6.6267223E-5,131.01738,5009.6531,1.1361117,0
33783849.81,,5905,73.1952,73.2156,0.127,9.4E-6,72.986066,1.3533964,83.175149,1.174,976.4397,1.018,2962.8957,1.828,0.83580524,44.813401,0.40271269,95.946647,387.49433,3.38,1,,,,6.7383396E-5,130.82811,5326.9658,1.1396031,0
33784235.47,,5905,73.1929,73.2156,0.127,9.3E-6,73.001426,1.380465,83.063379,1.173,976.7989,1.018,2960.5855,1.893,1.1339455,44.54686,0.39077988,96.045426,387.87655,3.387,1,,,,6.7699726E-5,134.4402,5329.2083,1.1378323,0
33784618.78,,5905,73.1903,73.2028,0.127,9.3E-6,72.997886,1.3764873,83.113353,1.173,976.72817,1.018,2961.7083,1.834,0.74963126,44.590133,0.39281754,96.027736,387.72327,3.381,1,,,,6.7666048E-5,133.64058,5328.6914,1.138572,0
33785280.58,,5905,75.4194,75.4757,0.127,9.4E-6,75.219577,1.3953521,85.864799,1.212,1039.7424,1.048,3090.4348,2.045,0.53824216,45.969038,0.4276987,95.850114,392.00615,3.514,1,,,,6.8522506E-5,133.7704,5657.9848,1.141522,0
33785676.09,,5905,75.422,75.4651,0.127,9.3E-6,75.245907,1.4245172,85.634527,1.209,1040.3793,1.048,3085.5721,1.933,1.0794969,45.492467,0.40818072,96.00211,392.76453,3.502,1,,,,6.9078363E-5,137.90711,5661.9465,1.1380623,0
33786067.14,,5905,75.4207,75.4591,0.127,9.4E-6,75.239048,1.4173352,85.697925,1.21,1040.2329,1.048,3086.9398,1.9,0.58285742,45.495875,0.41043787,95.979144,392.55758,3.498,1,,,,6.9112119E-5,136.4774,5660.9144,1.1390086,0
33786737.77,,5905,77.6426,77.6748,0.127,9.4E-6,77.437904,1.433553,88.199214,1.245,1104.6506,1.076,3211.0953,1.888,0.9017981,46.651412,0.43859499,95.855112,397.1693,3.607,1,,,,7.0124867E-5,136.48762,5996.629,1.138967,0
33787137.83,,5905,77.6415,77.6728,0.127,9.3E-6,77.455726,1.460621,88.149782,1.244,1105.1121,1.077,3210.3762,1.906,0.49475757,46.435993,0.43079142,95.911075,397.39468,3.61,1,,,,7.0415089E-5,139.95424,5999.3895,1.1380667,0
33787537.17,,5905,77.6419,77.6634,0.127,9.3E-6,77.454031,1.4581169,88.146009,1.244,1105.0553,1.077,3210.2293,1.86,0.78230655,46.420089,0.43090175,95.908626,397.39621,3.604,1,,,,7.0436805E-5,139.30798,5999.1269,1.1380429,0
33788214.13,,5905,79.8667,79.9056,0.127,9.3E-6,79.670932,1.4745276,90.688462,1.28,1172.098,1.104,3337.993,2.042,0.59792828,47.609749,0.46047742,95.780325,401.76689,3.738,1,,,,7.1424942E-5,139.26027,6347.4575,1.1382879,0
33788622.14,,5905,79.8632,79.899,0.127,9.4E-6,79.689684,1.5025027,90.569886,1.278,1172.5949,1.104,3335.6579,1.991,0.6683632,47.324835,0.44761191,95.875338,402.18442,3.733,1,,,,7.1771816E-5,142.82925,6350.4457,1.1365321,0
33789025.98,,5905,79.8666,79.8973,0.127,9.4E-6,79.686669,1.4992719,90.62605,1.279,1172.5328,1.104,3336.9371,2.015,0.61110933,47.355958,0.44675324,95.885014,402.01619,3.735,1,,,,7.1749578E-5,141.9745,6349.9653,1.1372799,0
33789709.64,,5905,82.0925,82.1275,0.127,9.3E-6,81.887588,1.5150262,92.970003,1.312,1241.2623,1.134,3461.6469,2.032,0.53373848,48.435065,0.48210698,95.702237,406.62905,3.85,1,,,,7.2803864E-5,142.06787,6705.5771,1.1353369,0
33790124.13,,5905,82.0916,82.1223,0.127,9.3E-6,81.904203,1.5420887,92.895385,1.311,1241.6706,1.134,3460.273,1.981,0.59578002,48.171356,0.46887189,95.798219,406.91608,3.845,1,,,,7.3140747E-5,145.3052,6708.2984,1.1341956,0
33790488.75,,5905,82.0902,82.1222,0.127,9.3E-6,81.90549,1.5371508,92.861751,1.312,1241.7211,1.134,3459.5202,2.576,0.11399848,48.05597,0.46144802,95.854987,407.01471,3.914,1,,,,7.3281383E-5,144.51407,6708.5093,1.1337671,0
33791178.66,,5905,84.3157,84.3585,0.127,9.3E-6,84.124418,1.5524659,95.444927,1.348,1313.4117,1.171,3592.9044,2.232,0.36821605,49.365802,0.50055781,95.66196,410.84697,3.991,1,,,,7.4123597E-5,144.16791,7076.9177,1.1345686,0
33791601.16,,5905,84.3228,84.356,0.127,9.4E-6,84.146001,1.5830779,95.30323,1.345,1313.9957,1.171,3590.1043,2.109,1.3780493,49.028797,0.48543933,95.765749,411.34292,3.977,1,,,,7.4539E-5,148.09741,7080.5495,1.1325937,0
33792020.95,,5905,84.3157,84.3549,0.127,9.3E-6,84.142997,1.5787602,95.368599,1.346,1313.9255,1.171,3591.5953,2.101,0.54317845,49.034305,0.48527919,95.766695,411.14801,3.976,1,,,,7.456198E-5,147.08639,7080.0439,1.133411,0
33792718.06,,5905,86.5397,86.5831,0.127,9.3E-6,86.342702,1.5920015,97.901412,1.382,1387.4922,1.216,3725.6526,2.205,0.7792838,50.163936,0.51853073,95.615477,414.80916,4.107,1,,,,7.5625184E-5,147.10292,7455.0622,1.1338701,0
33793146.55,,5905,86.5388,86.5809,0.127,9.3E-6,86.361948,1.6213888,97.784563,1.38,1388.0206,1.217,3723.3903,2.135,0.68254834,49.885081,0.50626958,95.696493,415.22538,4.099,1,,,,7.5973609E-5,150.49181,7458.3861,1.1322644,0
33793574.88,,5905,86.5394,86.5791,0.127,9.3E-6,86.360349,1.6163178,97.828082,1.381,1387.9951,1.217,3724.4042,2.115,0.79952305,49.89591,0.50693395,95.691262,415.09708,4.097,1,,,,7.5979976E-5,149.65524,7458.1099,1.1327893,0
33794280.23,,5905,88.7662,88.8192,0.127,9.4E-6,88.581597,1.6314347,100.30267,1.416,1464.4988,1.265,3860.0081,2.226,0.63883908,51.033142,0.54149643,95.536656,418.81033,4.23,1,,,,7.7013106E-5,149.68773,7846.6994,1.1323195,0
33794716,,5905,88.7688,88.8109,0.127,9.4E-6,88.603411,1.6607223,100.2126,1.414,1465.1657,1.266,3858.5239,2.135,0.81311674,50.727497,0.52782301,95.623966,419.16457,4.22,1,,,,7.741735E-5,153.09943,7850.5645,1.1310242,0
33795149.59,,5905,88.7661,88.8136,0.127,9.3E-6,88.601599,1.6566573,100.17501,1.414,1465.131,1.266,3857.5914,2.244,0.67757385,50.704654,0.52807071,95.620383,419.26085,4.233,1,,,,7.743432E-5,152.18249,7850.2434,1.1306231,0
33795861,,5905,90.9919,91.0356,0.127,9.3E-6,90.802274,1.6702,102.45252,1.446,1542.6381,1.309,3989.4918,2.337,0.52016737,51.725124,0.55705997,95.506323,423.22045,4.365,1,,,,7.8508942E-5,152.11396,8245.0529,1.1283035,0
33796303.11,,5905,90.99,91.0317,0.127,9.4E-6,90.821862,1.6983255,102.45726,1.446,1543.2393,1.309,3990.2062,2.213,0.86468107,51.451411,0.54471531,95.582179,423.29843,4.351,1,,,,7.8915596E-5,155.17537,8248.6106,1.1281123,0
33796741.8,,5905,90.9904,91.0288,0.127,9.4E-6,90.820254,1.6949708,102.41687,1.445,1543.2174,1.309,3989.2195,2.215,0.83510236,51.463327,0.54547324,95.577527,423.40445,4.351,1,,,,7.8878932E-5,154.35423,8248.3186,1.1276875,0
33797459.06,,5905,93.2107,93.2688,0.127,9.3E-6,93.039351,1.7092723,104.7052,1.479,1622.6829,1.339,4123.3369,2.533,0.37709506,52.546843,0.57943491,95.432358,427.21756,4.513,1,,,,7.9866781E-5,154.38998,8656.3208,1.1253862,0
33797909.17,,5905,93.2081,93.2632,0.127,9.4E-6,93.060246,1.7380615,104.70329,1.478,1623.3385,1.339,4123.9469,2.204,0.85115434,52.243754,0.56772219,95.498477,427.31892,4.474,1,,,,8.032001E-5,157.64053,8660.2093,1.125113,0
33798353.97,,5905,93.2088,93.2597,0.127,9.3E-6,93.058455,1.7334229,104.59981,1.476,1623.2915,1.339,4121.4285,2.26,0.81635888,52.155205,0.56222881,95.535104,427.60378,4.48,1,,,,8.0394289E-5,156.73126,8659.876,1.1240227,0
33799078.42,,5905,95.441,95.4809,0.127,9.3E-6,95.25911,1.7466201,107.05861,1.511,1703.7156,1.349,4260.5755,2.471,0.70920221,53.32218,0.59669329,95.39381,430.6468,4.632,1,,,,8.1308007E-5,156.46561,9074.298,1.1238674,0
33799531.84,,5905,95.4392,95.4758,0.127,9.4E-6,95.279079,1.7782914,106.95902,1.509,1704.3112,1.349,4258.7926,2.241,0.51863291,53.017051,0.58065903,95.491979,431.02107,4.605,1,,,,8.1708445E-5,159.96654,9078.1029,1.1225866,0
33799983.38,,5905,95.4389,95.4797,0.127,9.4E-6,95.276564,1.7734424,106.88197,1.508,1704.2457,1.349,4256.887,2.278,0.73874813,52.985703,0.57992674,95.495655,431.22955,4.608,1,,,,8.1718261E-5,159.05115,9077.6236,1.1218075,0
33800713.95,,5905,97.6658,97.7178,0.127,9.3E-6,97.496713,1.7894911,109.15274,1.541,1787.0312,1.347,4393.9048,2.542,0.47574648,54.028038,0.61040764,95.378749,434.69755,4.765,1,,,,8.2729512E-5,158.95711,9505.6091,1.119553,0
33801173.48,,5905,97.6612,97.7166,0.127,9.3E-6,97.520046,1.8185025,109.10631,1.54,1787.7944,1.346,4393.5592,2.299,0.70455032,53.663343,0.59605882,95.456583,434.93514,4.737,1,,,,8.3259026E-5,162.08412,9510.1594,1.118809,0
33801631.25,,5905,97.67,97.7174,0.127,9.3E-6,97.516432,1.8125669,109.05889,1.539,1787.6901,1.347,4392.3224,2.371,0.73721235,53.690133,0.59353159,95.478201,435.05548,4.745,1,,,,8.3186654E-5,160.99003,9509.4546,1.1183642,0
33802362.73,,5905,99.8904,99.9447,0.127,9.4E-6,99.725639,1.8248597,111.37158,1.572,1871.4453,1.343,4531.3113,2.622,0.41107361,54.695357,0.63342429,95.289749,438.15963,4.908,1,,,,8.4274234E-5,161.0704,9945.203,1.1167799,0
33802827.42,,5905,99.8845,99.9432,0.127,9.3E-6,99.747084,1.8573549,111.16188,1.569,1872.204,1.343,4527.0616,2.433,0.58245844,54.359153,0.61671622,95.386474,438.86222,4.884,1,,,,8.4682029E-5,164.08607,9949.4807,1.1144374,0
33803290.53,,5905,99.8833,99.9385,0.127,9.4E-6,99.744126,1.8510009,111.25586,1.57,1872.0827,1.343,4529.1849,2.364,0.46156993,54.411894,0.61905912,95.372774,438.57646,4.876,1,,,,8.4645094E-5,163.07746,9948.8907,1.1154127,0
33804029.52,,5905,102.118,102.158,0.127,9.3E-6,101.94327,1.8648679,113.3307,1.6,1956.5515,1.35,4663.2068,2.588,0.51622966,55.343809,0.65484007,95.213984,442.13425,5.033,1,,,,8.5703124E-5,163.23568,10392.431,1.1117036,0
33804497.95,,5905,102.115,102.156,0.127,9.4E-6,101.96288,1.895573,113.31407,1.599,1957.2585,1.35,4663.5166,2.449,0.44001646,55.121602,0.64087379,95.296456,442.26796,5.017,1,,,,8.6027193E-5,166.03143,10396.428,1.1113268,0
33804966.64,,5905,102.114,102.152,0.127,9.4E-6,101.96173,1.8920086,113.20834,1.597,1957.1995,1.35,4660.9323,2.341,0.95294448,55.090599,0.6385182,95.311687,442.57262,5.002,1,,,,8.6021943E-5,165.36481,10396.195,1.1103023,0
33805714.61,,5905,104.346,104.396,0.127,9.4E-6,104.18308,1.9047288,115.40765,1.629,2043.4276,1.378,4799.6862,2.589,0.50550045,56.007285,0.67312111,95.161872,445.67554,5.174,1,,,,8.7152114E-5,165.2718,10854.114,1.1077389,0
33806188.61,,5905,104.34,104.395,0.127,9.3E-6,104.20609,1.9343443,115.36573,1.628,2044.2604,1.378,4799.5179,2.374,0.97807308,55.711815,0.65617731,95.257844,445.89785,5.148,1,,,,8.7579507E-5,168.02186,10858.91,1.107092,0
33806661.44,,5905,104.335,104.394,0.127,9.3E-6,104.20364,1.9296024,115.34839,1.628,2044.2073,1.378,4799.0506,2.464,0.57665513,55.752208,0.65918956,95.239902,445.9386,5.159,1,,,,8.7513129E-5,167.13545,10858.399,1.1069516,0
33807410.59,,5905,106.561,106.613,0.127,9.4E-6,106.40344,1.9430563,117.29542,1.655,2130.6578,1.423,4932.0017,2.521,0.70828777,56.584083,0.68959805,95.116062,449.50391,5.293,1,,,,8.8624349E-5,167.25662,11321.692,1.1023649,0
33807890.72,,5905,106.563,106.611,0.127,9.4E-6,106.42467,1.9746435,117.34369,1.656,2131.452,1.423,4933.9486,2.494,0.98690128,56.40764,0.67372862,95.211971,449.44954,5.291,1,,,,8.8906082E-5,169.75225,11326.21,1.1025986,0
33808368.27,,5905,106.563,106.61,0.127,9.3E-6,106.42562,1.9702562,117.31759,1.656,2131.5228,1.423,4933.3961,2.474,0.38776477,56.36922,0.67563868,95.195587,449.53144,5.289,1,,,,8.8961628E-5,169.22292,11326.412,1.1023435,0
33809121.72,,5905,108.792,108.848,0.127,9.4E-6,108.64749,1.9832751,119.25869,1.684,2220.0521,1.479,5068.2842,2.925,0.34148398,57.270006,0.71521844,95.016378,453.03477,5.481,1,,,,8.9982827E-5,169.10766,11804.276,1.0976663,0
33809608.97,,5905,108.785,108.848,0.127,9.3E-6,108.66903,2.0150905,119.3096,1.684,2220.806,1.48,5070.2542,2.609,0.52606903,57.023701,0.69466052,95.136624,452.97115,5.443,1,,,,9.036843E-5,171.81002,11808.958,1.0979173,0
33810090.75,,5905,108.783,108.845,0.127,9.3E-6,108.66896,2.0114455,119.18368,1.682,2220.8385,1.48,5067.2793,2.574,0.71141184,56.97258,0.69790688,95.110747,453.35046,5.437,1,,,,9.0403315E-5,171.0711,11808.944,1.0967592,0
33810852.13,,5905,111.002,111.079,0.127,9.4E-6,110.87743,2.0207679,121.33253,1.713,2309.9313,1.54,5207.6925,2.892,0.55660817,57.847838,0.73008383,94.980864,455.99065,5.618,1,,,,9.1516063E-5,170.91774,12293.804,1.0942942,0
33811341.61,,5905,111.018,111.077,0.127,9.4E-6,110.90141,2.0534512,121.31366,1.712,2310.804,1.54,5208.1145,2.662,0.82377022,57.643939,0.7154211,95.063177,456.1467,5.59,1,,,,9.1820365E-5,173.54351,12299.123,1.0938874,0
33811829.11,,5905,111.01,111.074,0.127,9.3E-6,110.90092,2.0498098,121.2114,1.711,2310.8118,1.54,5205.6802,2.742,0.61542086,57.570982,0.71060398,95.090307,456.45587,5.599,1,,,,9.1884042E-5,172.93182,12299.014,1.0929702,0
33812592.5,,5905,113.239,113.292,0.127,9.4E-6,113.10079,2.0624896,123.13841,1.739,2400.6419,1.598,5341.5326,2.873,0.4565738,58.403718,0.74769005,94.926175,459.5578,5.755,1,,,,9.2960152E-5,172.71295,12791.789,1.0887493,0
33813085.95,,5905,113.236,113.293,0.127,9.3E-6,113.12272,2.0923404,123.12057,1.738,2401.4698,1.598,5341.9345,2.732,0.79004423,58.116869,0.7305153,95.01688,459.70175,5.738,1,,,,9.3396605E-5,175.21115,12796.75,1.0883806,0
33813577.86,,5905,113.235,113.293,0.127,9.4E-6,113.12043,2.0878198,123.13996,1.738,2401.4258,1.598,5342.3535,2.722,0.68439487,58.177429,0.73312744,95.004387,459.63282,5.737,1,,,,9.3310886E-5,174.35061,12796.231,1.088574,0
33814349.25,,5905,115.463,115.523,0.127,9.4E-6,115.32896,2.0990022,125.67899,1.774,2492.7292,1.647,5494.2961,2.78,0.59878418,59.17622,0.78911214,94.730387,460.6985,5.896,1,,,,9.4408979E-5,174.53229,13300.77,1.0897435,0
33814788.3,,5905,115.459,115.542,0.127,9.4E-6,115.36304,2.1299699,125.30638,1.771,2493.9614,1.648,5486.6294,3.481,0.10833762,58.608311,0.74032227,95.005104,461.98937,5.984,1,,,,9.509855E-5,177.52866,13308.632,1.0861917,0
33815283.97,,5905,115.46,115.528,0.127,9.4E-6,115.35738,2.1284614,124.54308,1.757,2493.7857,1.648,5468.224,2.597,0.40256371,58.608832,0.75736698,94.895954,464.33859,5.856,1,,,,9.4804896E-5,175.82493,13307.325,1.0796282,0
33816056.08,,5905,117.696,117.744,0.127,9.3E-6,117.56672,2.1363056,126.9783,1.793,2586.6006,1.691,5619.1988,3.182,0.25401108,59.370708,0.7710944,94.880347,465.55025,6.086,1,,,,9.6153334E-5,175.8265,13821.934,1.0800531,0
33816495.75,,5905,117.693,117.751,0.127,9.3E-6,117.5873,2.1645908,127.12307,1.798,2587.3933,1.692,5623.4488,3.996,0.053416537,59.089158,0.75713986,94.947238,465.1778,6.197,1,,,,9.6664577E-5,178.11213,13826.772,1.0810952,0
33816996.78,,5905,117.676,117.746,0.127,9.4E-6,117.58187,2.1612934,127.1195,1.795,2587.2175,1.691,5623.1878,3.17,0.7863958,59.174023,0.750681,94.996519,465.16751,6.087,1,,,,9.6505989E-5,177.26748,13825.496,1.0811148,0
33817773.95,,5905,119.91,119.953,0.127,9.4E-6,119.77299,2.1757475,128.77847,1.818,2680.6401,1.732,5756.2314,2.92,0.45967983,59.950453,0.79153591,94.808538,468.55885,6.196,1,,,,9.7537844E-5,177.52207,14345.568,1.075188,0
33818281.44,,5905,119.92,119.947,0.127,9.4E-6,119.79522,2.2086541,129.41322,1.827,2681.5487,1.733,5772.2995,3.091,0.37743543,60.087051,0.80058928,94.759773,466.63679,6.232,1,,,,9.7609602E-5,179.85136,14350.894,1.080287,0
33818726.75,,5905,119.903,119.972,0.127,9.4E-6,119.80317,2.2059116,128.62952,1.818,2681.745,1.733,5753.7789,3.723,0.13808104,59.391245,0.75708139,94.984869,469.14923,6.302,1,,,,9.8356518E-5,180.26115,14352.798,1.0736738,0
33819504.16,,5905,122.138,122.214,0.127,9.3E-6,122.02439,2.2051258,131.34596,1.854,2777.5419,1.772,5914.452,3.1,0.91267909,60.618944,0.83432934,94.600922,469.12352,6.385,1,,,,9.9156349E-5,178.17374,14889.951,1.076391,0
33820015.7,,5905,122.141,122.197,0.127,9.4E-6,122.05084,2.246721,130.5698,1.844,2778.5272,1.772,5896.9005,3.096,0.47723612,60.084917,0.79413285,94.813585,471.70804,6.371,1,,,,9.9664485E-5,181.85683,14896.408,1.0697984,0
33820524.7,,5905,122.136,122.2,0.127,9.3E-6,122.05244,2.2381693,130.54967,1.843,2778.6035,1.772,5896.4959,2.898,1.3401172,59.993344,0.77958265,94.899064,471.77871,6.344,1,,,,9.9782693E-5,180.25475,14896.798,1.0696195,0
33821309.33,,5905,124.376,124.432,0.127,9.3E-6,124.25436,2.2476698,133.10185,1.88,2873.9866,1.81,6052.8322,3.227,0.84181903,61.228463,0.8551411,94.532709,472.00841,6.554,1,,,,0.00010045616,179.98003,15439.147,1.0712046,0
33821762.61,,5905,124.366,124.439,0.127,9.3E-6,124.28899,2.2841211,132.93606,1.881,2875.277,1.811,6050.1632,4.25,0.13410168,60.562103,0.79518616,94.853617,472.67541,6.692,1,,,,0.00010141289,183.68539,15447.752,1.0695723,0
33822274.02,,5905,124.362,124.437,0.127,9.4E-6,124.28411,2.275325,132.27514,1.867,2875.1411,1.811,6034.2427,2.964,0.60657402,60.438775,0.80393309,94.789817,474.79507,6.503,1,,,,0.00010136529,181.68631,15446.539,1.0642966,0
33823059.22,,5905,126.587,126.633,0.127,9.3E-6,126.46579,2.2867351,134.59753,1.9,2969.7043,1.848,6184.271,3.161,0.68085766,61.593552,0.87004257,94.480642,475.50952,6.693,1,,,,0.00010201237,181.31632,15993.595,1.0643,0
33823579.48,,5905,126.584,126.634,0.127,9.3E-6,126.48912,2.3240387,133.95743,1.891,2970.5082,1.848,6169.7876,2.993,1.7005971,60.896762,0.82309126,94.715016,477.6909,6.657,1,,,,0.00010285675,184.78066,15999.496,1.0590432,0
33824093.86,,5905,126.587,126.628,0.127,9.4E-6,126.48775,2.3114787,134.28941,1.895,2970.5585,1.848,6177.7666,2.777,7.1671535,61.037843,0.83478402,94.652937,476.59923,6.634,1,,,,0.00010277478,182.69029,15999.15,1.0616792,0
33824886.98,,5905,128.806,128.881,0.127,9.3E-6,128.71936,2.3245226,136.12926,1.922,3066.9147,1.886,6318.0633,3.273,0.40883981,61.691721,0.87183701,94.485376,478.90562,6.861,1,,,,0.00010401928,183.11353,16568.672,1.0575663,0
33825407.67,,5905,128.816,128.881,0.127,9.3E-6,128.74228,2.3556417,136.22282,1.923,3067.8372,1.886,6321.2204,3.144,0.91812245,61.493629,0.85220492,94.589491,478.68168,6.847,1,,,,0.00010437447,185.07516,16574.576,1.0581047,0
33825926.97,,5905,128.824,128.882,0.127,9.3E-6,128.74594,2.3540029,136.00997,1.92,3068.0386,1.886,6316.3384,2.965,1.6466293,61.46855,0.84313642,94.644051,479.39895,6.817,1,,,,0.00010431689,184.48089,16575.516,1.0564215,0
33826723.13,,5905,131.028,131.083,0.127,9.4E-6,130.93013,2.3629049,137.4484,1.943,3162.6551,1.923,6445.3086,3.867,0.43885129,61.82518,0.85233484,94.622989,482.70655,7.093,1,,,,0.00010580904,184.40565,17142.698,1.0497844,0
33827244.97,,5905,131.031,131.081,0.127,9.4E-6,130.94671,2.3926199,137.83807,1.948,3163.4477,1.924,6455.4077,3.749,0.13394518,61.967506,0.88150763,94.455384,481.4646,7.086,1,,,,0.00010578764,185.47554,17147.04,1.0526272,0
33827767.42,,5905,131.033,131.088,0.127,9.4E-6,130.94733,2.3923005,138.17828,1.951,3163.5116,1.924,6463.5968,3.173,0.38138336,62.090939,0.90794389,94.30378,480.33064,7.013,1,,,,0.00010576269,185.90252,17147.204,1.0552203,0
33828568.03,,5905,133.255,133.326,0.127,9.4E-6,133.17856,2.4048714,139.61937,1.971,3260.4518,1.961,6594.9542,3.329,0.31007893,62.502223,0.90702197,94.350977,483.63508,7.19,1,,,,0.00010715471,186.27282,17736.528,1.0483623,0
33829095.36,,5905,133.268,133.317,0.127,9.4E-6,133.20281,2.437218,139.36616,1.967,3261.5261,1.962,6589.9811,2.941,1.3936675,62.408407,0.90219809,94.372488,484.57904,7.13,1,,,,0.00010722469,187.50667,17742.989,1.0462704,0
33829621.92,,5905,133.272,133.331,0.127,9.3E-6,133.20202,2.4366673,139.3783,1.966,3261.4858,1.962,6590.2307,2.699,1.0903573,62.388692,0.90030022,94.382266,484.53513,7.096,1,,,,0.00010725975,187.22522,17742.779,1.0463677,0
33830427.02,,5905,135.487,135.554,0.127,9.3E-6,135.41148,2.445941,140.91473,1.991,3357.8583,1.998,6723.2976,3.84,0.29374753,62.945501,0.93867053,94.203469,487.30422,7.417,1,,,,0.00010848352,187.16607,18336.269,1.040641,0
33830957.34,,5905,135.498,135.547,0.127,9.3E-6,135.4347,2.4724122,141.0106,1.99,3358.7307,1.998,6726.4594,2.954,0.51551782,62.47658,0.90889923,94.341304,487.0599,7.293,1,,,,0.00010930673,188.8365,18342.558,1.0411704,0
