[Header]
TITLE,1-26-2018-MK167-Ba2CaWO6-o2-ldfz-hc-.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,14.2,MASS:Sample Mass (mg)
INFO,.2,MASSERR:Sample Mass Error (mg)
INFO,594.57,MOLWGHT:Formula Weight (g/mole)
INFO,10,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (uJ/K),Addenda HC Err (uJ/K),Total HC (uJ/K),Total HC Err (uJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (uJ/K)
33895621.84,,5905,206.988,207.036,0.127,9.3E-6,207.08714,3.5621353,181.78736,2.566,6366.7276,3.535,10708.32,4.077,6.7550555,64.218026,1.3437293,91.791157,539.11876,13.92,1,,,,0.00016925396,192.36566,42885.083,0.87783028,0
33896095.95,,5905,206.996,207.032,0.127,9.4E-6,207.11843,3.5872964,181.5904,2.575,6367.7838,3.537,10704.672,7.06,0.054173607,63.602151,1.2300496,92.380551,540.18788,14.54,1,,,,0.00017063086,192.65408,42898.044,0.8767467,0
33896631.78,,5905,206.982,207.03,0.127,9.4E-6,207.10799,3.5771296,181.15607,2.559,6367.5268,3.536,10694.042,4.661,0.41518175,63.69378,1.2507395,92.266727,542.33754,13.99,1,,,,0.00017024787,190.80645,42893.719,0.87469377,0
33897396.52,,5905,208.019,208.029,0.127,9.3E-6,208.08387,3.5633035,182.75494,2.581,6407.6165,3.606,10772.317,4.603,1.8606968,64.110001,1.3130184,91.954837,536.83493,14.19,1,,,,0.0001704933,191.08134,43298.896,0.8782754,0
33897936.34,,5905,207.984,208.053,0.127,9.4E-6,208.11649,3.6072891,181.7884,2.567,6408.9058,3.608,10750.523,4.511,0.93676058,63.798482,1.2847346,92.076239,541.79325,14.08,1,,,,0.0001709219,192.33,43312.472,0.87349352,0
33898474.91,,5905,207.998,208.036,0.127,9.3E-6,208.11273,3.6032089,181.65233,2.567,6408.7708,3.608,10747.138,4.981,0.23248057,63.86898,1.3055954,91.961893,542.46913,14.17,1,,,,0.00017071598,191.39545,43310.907,0.87285544,0
33899241.2,,5905,209.008,209.054,0.127,9.3E-6,209.08432,3.588578,182.58078,2.579,6448.4408,3.676,10808.982,4.623,2.5752376,64.033257,1.3398797,91.780882,540.29888,14.25,1,,,,0.00017131617,191.60694,43716.252,0.87323996,0
33899781.08,,5905,209.006,209.044,0.127,9.4E-6,209.11699,3.6184162,182.21918,2.575,6449.7543,3.678,10801.66,4.95,1.1840142,63.649969,1.3151187,91.876022,542.21591,14.29,1,,,,0.00017219201,192.09977,43729.914,0.87137438,0
33900318.58,,5905,208.989,209.042,0.127,9.4E-6,209.11315,3.607289,182.20495,2.575,6449.5977,3.678,10801.163,5.201,0.28143713,63.51547,1.2851591,92.035421,542.27807,14.34,1,,,,0.00017249431,190.94991,43728.311,0.87132229,0
33901084.28,,5905,210,210.05,0.127,9.4E-6,210.07773,3.5914886,183.47776,2.591,6488.8662,3.744,10870.83,4.612,5.1855927,63.961591,1.3419361,91.758559,538.29465,14.4,1,,,,0.00017249303,190.54641,44132.655,0.87338032,0
33901622.34,,5905,209.987,210.05,0.127,9.3E-6,210.1146,3.6419909,182.03627,2.572,6490.3648,3.746,10837.902,4.782,0.21270182,63.713311,1.3399984,91.729293,545.73368,14.3,1,,,,0.00017262603,191.88477,44148.147,0.86636658,0
33902159.16,,5905,210.003,210.036,0.127,9.4E-6,210.11193,3.6279514,182.73054,2.581,6490.2787,3.746,10854.397,4.678,0.47716679,63.686719,1.31797,91.859519,542.19148,14.35,1,,,,0.00017292813,191.13993,44147.024,0.86968185,0
33902922.2,,5905,211.017,211.046,0.127,9.4E-6,211.08569,3.6142755,183.16935,2.588,6529.5932,3.809,10904.191,4.837,1.1774112,63.780104,1.3344715,91.76994,542.45745,14.49,1,,,,0.00017348668,191.06016,44557.168,0.86774878,0
33903458.75,,5905,210.984,211.032,0.127,9.4E-6,211.11033,3.6449667,183.04973,2.586,6530.555,3.811,10902.296,4.867,0.65338526,63.423753,1.279983,92.045349,543.13348,14.49,1,,,,0.0001743347,191.34031,44567.57,0.86708087,0
33903993.53,,5905,211.002,211.027,0.127,9.3E-6,211.11263,3.6347352,183.20532,2.588,6530.7163,3.811,10906.173,4.712,0.57647261,63.449621,1.2920526,91.978438,542.3424,14.47,1,,,,0.00017435081,190.27126,44568.541,0.86780845,0
33904757.75,,5905,211.996,212.066,0.127,9.3E-6,212.0836,3.6268688,184.12675,2.604,6569.7682,3.87,10967.232,5.595,1.518759,64.014074,1.4107939,91.354806,540.09103,14.82,1,,,,0.0001739916,190.34886,44979.452,0.86818008,0
33905297.05,,5905,211.997,212.035,0.127,9.3E-6,212.12517,3.6720697,182.79154,2.582,6571.2767,3.873,10936.852,4.545,1.8075576,63.393071,1.312616,91.83998,547.07281,14.46,1,,,,0.00017501916,192.04222,44997.089,0.86171547,0
33905764.08,,5905,211.991,212.034,0.127,9.4E-6,212.11915,3.6480376,183.14399,2.596,6571.071,3.872,10945.063,6.93,0.049394507,63.189106,1.2875455,91.965565,545.24382,15.02,1,,,,0.00017567895,190.17921,44994.536,0.86340147,0
33906526.44,,5905,212.998,213.024,0.127,9.3E-6,213.04432,3.6371217,184.3026,2.604,6608.099,3.925,11009.762,5.045,0.86949912,63.843216,1.3769102,91.52319,541.62696,14.79,1,,,,0.00017506009,189.56732,45387.881,0.86509041,0
33907065.11,,5905,213,212.988,0.127,9.3E-6,213.07753,3.6836357,183.23546,2.589,6609.2053,3.927,10985.382,4.883,0.2227064,63.274803,1.2973442,91.911273,547.23435,14.64,1,,,,0.00017609003,191.52965,45402.034,0.85994735,0
33907597.31,,5905,212.998,212.998,0.127,9.4E-6,213.06957,3.6672149,183.68295,2.595,6609.0058,3.926,10995.87,4.82,0.28800336,63.288448,1.2881548,91.970321,544.89921,14.68,1,,,,0.0001762074,189.82441,45398.641,0.86207972,0
33908358.58,,5905,214.002,214.008,0.127,9.3E-6,214.04245,3.6505827,184.78653,2.612,6647.5613,3.977,11060.782,5.296,1.3157901,63.671494,1.3885495,91.429396,541.64516,14.96,1,,,,0.00017636751,189.86534,45814.173,0.86331721,0
33908894.45,,5905,213.994,213.987,0.127,9.3E-6,214.07964,3.693192,183.19314,2.589,6648.8524,3.978,11024.019,4.988,1.3480711,63.020596,1.2890505,91.921415,550.02786,14.73,1,,,,0.00017740004,191.01448,45830.092,0.85572425,0
33909360.52,,5905,214.001,213.99,0.127,9.3E-6,214.06671,3.6684206,184.36949,2.619,6648.5004,3.978,11051.761,8.067,0.031629969,63.182277,1.3221498,91.753988,543.87803,15.54,1,,,,0.00017746823,189.06179,45824.555,0.86127122,0
33910122.28,,5905,214.998,215.005,0.127,9.4E-6,215.04225,3.6624923,184.62369,2.609,6686.6721,4.023,11096.004,4.985,1.1284386,63.328471,1.3538803,91.57971,545.02717,14.95,1,,,,0.00017781388,189.54683,46243.17,0.85854612,0
33910654.94,,5905,214.992,215.002,0.127,9.4E-6,215.07095,3.6983469,184.36896,2.604,6687.8229,4.024,11091.071,4.686,2.0548221,63.100106,1.3278515,91.702343,546.43232,14.85,1,,,,0.00017833093,189.98541,46255.516,0.85724712,0
33911187.13,,5905,215.002,214.988,0.127,9.4E-6,215.06921,3.6940518,184.15317,2.604,6687.7503,4.024,11085.845,5.403,0.19491391,63.119548,1.3326523,91.674866,547.5561,14.99,1,,,,0.00017819783,189.30032,46254.765,0.85625073,0
33911946.41,,5905,215.999,215.991,0.127,9.4E-6,216.04464,3.6802805,185.07833,2.615,6725.6222,4.062,11145.812,4.964,3.0469353,63.330326,1.3651255,91.509383,545.17738,15.06,1,,,,0.00017862053,189.35864,46675.287,0.85666709,0
33912413.38,,5905,216.018,215.995,0.127,9.4E-6,216.07691,3.7054623,185.44352,2.631,6726.8101,4.064,11155.722,7.464,0.077787234,62.906156,1.3158292,91.749382,543.33698,15.66,1,,,,0.00017990715,189.99098,46689.229,0.85822924,0
33912877.81,,5905,215.999,215.989,0.127,9.3E-6,216.07216,3.6962414,184.89098,2.617,6726.6645,4.063,11142.38,6.194,0.11608155,62.790179,1.3261341,91.669839,546.23224,15.32,1,,,,0.0001800422,188.71847,46687.177,0.8556909,0
33913636.3,,5905,217.004,217.059,0.127,9.4E-6,217.0778,3.6880571,186.17642,2.633,6765.4466,4.096,11211.862,5.742,1.1948345,63.508689,1.4287569,91.160411,541.97478,15.43,1,,,,0.00017929592,188.37054,47122.769,0.85764836,0
33914171.89,,5905,217.014,217.037,0.127,9.4E-6,217.11515,3.7381059,186.05168,2.631,6766.7589,4.097,11210.195,5.584,0.34807477,63.212902,1.3730217,91.446932,542.72874,15.38,1,,,,0.00018000504,190.52607,47138.99,0.85692629,0
33914703.81,,5905,216.989,217.035,0.127,9.4E-6,217.11549,3.7324172,185.71067,2.624,6766.8024,4.097,11202.094,5.127,0.58166695,63.127315,1.3488082,91.576025,544.53502,15.24,1,,,,0.00018006808,189.63871,47139.138,0.85535431,0
33915465.14,,5905,218,218.066,0.127,9.4E-6,218.08511,3.7119834,186.05649,2.632,6803.5533,4.12,11247.104,5.97,0.65890045,63.125748,1.3886725,91.336219,545.1278,15.54,1,,,,0.00018086811,189.38194,47561.115,0.85313706,0
33915997.56,,5905,218,218.034,0.127,9.4E-6,218.11604,3.7437965,185.63938,2.624,6804.7192,4.12,11238.309,5.164,0.71192362,62.845631,1.346094,91.548166,547.42344,15.31,1,,,,0.00018145053,189.37724,47574.605,0.85110378,0
33916528.25,,5905,218.006,218.025,0.127,9.4E-6,218.11156,3.7379667,186.29516,2.636,6804.6592,4.12,11253.91,5.986,0.21057635,63.041701,1.345928,91.578868,543.92374,15.57,1,,,,0.00018113792,188.53689,47572.653,0.85412786,0
33917288.88,,5905,218.999,219.05,0.127,9.4E-6,219.08245,3.7254608,186.75498,2.64,6841.1875,4.135,11301.421,5.263,1.7785919,63.126776,1.3927106,91.310103,543.88511,15.53,1,,,,0.00018174194,189.1251,47997.12,0.85244155,0
33917754.58,,5905,219.014,219.045,0.127,9.3E-6,219.12607,3.7512129,186.50931,2.645,6842.6423,4.136,11297.008,7.403,0.067621531,62.564948,1.3150274,91.696172,545.30817,15.99,1,,,,0.00018316204,189.38033,48016.236,0.85115072,0
33918281.22,,5905,219.003,219.034,0.127,9.3E-6,219.10953,3.7419971,186.54622,2.638,6842.2293,4.136,11297.477,5.615,0.27964269,62.785348,1.3462696,91.538594,545.06954,15.59,1,,,,0.00018258231,187.69485,48008.988,0.85138342,0
33919039.08,,5905,219.997,220.04,0.127,9.3E-6,220.0867,3.7379555,187.43669,2.651,6878.7613,4.143,11355.275,5.849,3.7094994,63.224036,1.4514192,90.976275,542.71015,15.81,1,,,,0.00018243846,188.35605,48438.157,0.85164933,0
33919507.84,,5905,219.993,220.04,0.127,9.4E-6,220.12885,3.7690078,187.22683,2.656,6880.081,4.143,11351.583,7.609,0.069323445,62.456323,1.3018097,91.759282,543.94413,16.2,1,,,,0.00018433977,189.67211,48456.712,0.85053287,0
33920035.33,,5905,220.002,220.033,0.127,9.4E-6,220.11019,3.7628244,187.03168,2.644,6879.6689,4.143,11346.51,5.349,0.22299633,62.896889,1.3689356,91.414631,544.94821,15.65,1,,,,0.00018308365,187.36897,48448.495,0.84971842,0
33920793.08,,5905,220.98,221.033,0.127,9.4E-6,221.09108,3.7555219,188.12493,2.659,6915.9409,4.144,11408.892,5.249,1.3742245,63.008471,1.3799579,91.364766,541.46092,15.83,1,,,,0.00018378361,188.69067,48881.265,0.85089335,0
33921323.89,,5905,221.001,221.038,0.127,9.3E-6,221.12114,3.78298,188.11567,2.658,6916.9924,4.144,11409.722,5.167,1.9063863,62.591043,1.314309,91.70062,541.58472,15.81,1,,,,0.00018490372,189.02541,48894.558,0.8507358,0
33921852.03,,5905,220.997,221.041,0.127,9.4E-6,221.11355,3.7769261,188.06905,2.66,6916.8633,4.144,11408.48,5.751,0.50679911,62.800875,1.384006,91.313328,541.81871,15.94,1,,,,0.0001844012,187.77313,48891.203,0.85055417,0
33922607.94,,5905,221.996,222.046,0.127,9.4E-6,222.08822,3.7665699,188.15093,2.658,6952.5892,4.138,11446.161,5.012,1.3544609,62.741144,1.3822718,91.308947,543.76146,15.85,1,,,,0.00018517218,188.40263,49323.178,0.84719004,0
33923073.19,,5905,221.983,222.039,0.127,9.4E-6,222.12353,3.7876513,188.0501,2.665,6953.7814,4.137,11444.946,7.023,0.10255496,62.229883,1.3092253,91.677663,544.39674,16.31,1,,,,0.00018654095,188.22343,49338.864,0.84660142,0
33923597.69,,5905,221.998,222.038,0.127,9.3E-6,222.11617,3.7835387,188.67442,2.666,6953.8107,4.137,11459.885,5.067,0.55180933,62.710177,1.3901392,91.262135,540.97843,15.93,1,,,,0.00018551107,186.68965,49335.595,0.84944026,0
33924353.66,,5905,223.003,223.045,0.127,9.4E-6,223.09235,3.7875797,188.49793,2.665,6989.4428,4.126,11491.302,5.609,1.1888039,62.89358,1.4325636,91.027132,544.32196,16.1,1,,,,0.00018553991,188.13053,49770.198,0.84493228,0
33924818,,5905,223.005,223.043,0.127,9.4E-6,223.12486,3.8088454,189.19432,2.687,6990.4406,4.126,11508.932,8.235,0.038040429,62.351028,1.3437656,91.4875,540.58672,16.81,1,,,,0.00018728936,188.68074,49784.703,0.84793025,0
33925342.69,,5905,222.993,223.036,0.127,9.4E-6,223.11675,3.8004782,189.09666,2.672,6990.3381,4.126,11506.497,5.155,1.2183784,62.553749,1.3664008,91.378121,541.1024,16.07,1,,,,0.00018668,187.05308,49781.082,0.84752337,0
33926098.86,,5905,224.005,224.01,0.127,9.3E-6,224.04517,3.7937898,189.80782,2.684,7024.0092,4.11,11557.153,5.573,14.101977,62.85672,1.4458135,90.947233,539.43638,16.32,1,,,,0.0001867481,187.66125,50196.24,0.8471855,0
33926629.23,,5905,223.993,224.016,0.127,9.4E-6,224.07678,3.8253521,189.34342,2.675,7025.0052,4.11,11547.057,4.963,0.65388952,62.277388,1.3846513,91.22787,542.07193,16.12,1,,,,0.00018821076,188.57016,50210.406,0.84499349,0
33927153.33,,5905,224.004,223.99,0.127,9.4E-6,224.07863,3.8141397,189.29969,2.677,7025.1842,4.11,11546.192,5.625,0.36721125,62.301224,1.3488588,91.444252,542.31726,16.28,1,,,,0.00018804671,186.83216,50211.235,0.84479136,0
33927906.22,,5905,225.001,225.007,0.127,9.3E-6,225.04483,3.803979,189.55829,2.678,7060.0341,4.089,11587.218,4.988,27.514966,62.539211,1.4129777,91.088598,543.22483,16.23,1,,,,0.00018811119,186.90367,50645.175,0.84231348,0
33928367.64,,5905,225.006,224.998,0.127,9.4E-6,225.0806,3.8364332,189.61078,2.689,7061.2224,4.089,11589.66,7.585,0.035652431,62.212496,1.3489593,91.427036,543.02059,16.85,1,,,,0.00018901839,187.61763,50661.278,0.84241281,0
33928827.89,,5905,225.001,224.99,0.127,9.4E-6,225.07824,3.8230965,189.81433,2.695,7061.1459,4.089,11594.445,8.138,0.032753172,62.072972,1.3379202,91.476734,541.88766,17.01,1,,,,0.00018950736,186.63749,50660.212,0.843326,0
33929579.34,,5905,226.001,226.015,0.127,9.4E-6,226.03753,3.8052302,190.83211,2.697,7095.5021,4.065,11653.108,5.415,2.535138,62.35258,1.3927314,91.186501,538.52733,16.57,1,,,,0.00018971775,186.21891,51092.963,0.84424969,0
33930103.73,,5905,225.992,225.992,0.127,9.4E-6,226.07633,3.8506787,189.72001,2.681,7096.9042,4.064,11627.95,5.316,0.31282901,62.015415,1.342121,91.435803,544.81536,16.4,1,,,,0.00019022747,187.05774,51110.509,0.83918562,0
33930627.39,,5905,226.004,226.001,0.127,9.4E-6,226.07236,3.8406296,190.90859,2.699,7096.9,4.064,11656.333,5.678,0.21235254,62.335155,1.3746901,91.291976,538.18355,16.64,1,,,,0.00018978607,186.04624,51108.713,0.84445789,0
33931380.86,,5905,226.996,226.998,0.127,9.3E-6,227.04183,3.8306768,191.18281,2.701,7131.2563,4.037,11697.238,5.122,7.9127182,62.268904,1.4241745,90.983346,538.95392,16.62,1,,,,0.00019075444,187.00547,51547.992,0.84205985,0
33931840.56,,5905,227.001,226.997,0.127,9.3E-6,227.0751,3.8564329,190.24972,2.695,7132.3064,4.036,11676.004,6.844,0.067698901,61.658107,1.3096003,91.582576,544.26054,16.91,1,,,,0.00019206064,186.80671,51563.103,0.83782731,0
33932295.72,,5905,227.001,227,0.127,9.4E-6,227.07226,3.8418835,190.42707,2.702,7132.3554,4.036,11680.288,7.767,0.037572039,61.741863,1.3220879,91.519179,543.26122,17.15,1,,,,0.00019189619,184.97432,51561.813,0.8386188,0
33933043.39,,5905,228.001,228.04,0.127,9.4E-6,228.07447,3.8333162,191.67253,2.71,7167.7725,4.006,11745.45,5.567,2.6529228,62.220784,1.3963446,91.138675,538.64379,16.87,1,,,,0.00019162345,185.22559,52017.966,0.84039448,0
33933504.06,,5905,227.99,228.036,0.127,9.3E-6,228.11939,3.8738762,190.59197,2.7,7169.1887,4.005,11721.06,7.007,0.04850464,61.552059,1.3127918,91.544503,544.83888,17.07,1,,,,0.00019313643,186.66235,52038.458,0.83549217,0
33934024.13,,5905,228.008,228.044,0.127,9.4E-6,228.10519,3.8636761,190.72543,2.696,7168.9451,4.005,11724.004,5.345,0.44643774,61.955752,1.3825806,91.177646,544.05397,16.69,1,,,,0.00019205986,184.65618,52031.976,0.8361293,0
33934774.67,,5905,229.006,229.056,0.127,9.3E-6,229.07477,3.8542908,191.86699,2.711,7202.8722,3.975,11785.194,5.155,2.5612809,61.998944,1.4039106,91.057611,539.90374,16.87,1,,,,0.00019297562,185.86725,52475.251,0.83757364,0
33935298.19,,5905,229,229.038,0.127,9.4E-6,229.10824,3.8908497,191.97159,2.713,7204.1265,3.974,11788.947,5.43,0.31707996,61.958695,1.4036172,91.054489,539.38927,16.95,1,,,,0.00019316491,185.99683,52490.584,0.83790784,0
33935820.41,,5905,229.011,229.033,0.127,9.4E-6,229.11433,3.8916929,191.39142,2.704,7204.3084,3.973,11775.272,5.163,0.58122716,61.830981,1.3914793,91.105215,542.69246,16.81,1,,,,0.00019331017,185.87609,52493.374,0.83535334,0
33936570.61,,5905,229.995,230.065,0.127,9.3E-6,230.07905,3.8727634,191.84907,2.712,7237.954,3.942,11819.848,5.564,0.87004173,62.004189,1.4499398,90.775528,542.37281,17.04,1,,,,0.00019361157,185.49294,52936.369,0.83383979,0
33937028.61,,5905,229.998,230.037,0.127,9.4E-6,230.10965,3.9016887,191.54425,2.716,7238.8756,3.941,11813.49,7.572,0.056004115,61.348887,1.3080414,91.539943,544.18045,17.49,1,,,,0.00019529001,186.01257,52950.453,0.83240424,0
33937546.23,,5905,230.008,230.041,0.127,9.4E-6,230.09728,3.8915389,191.32778,2.705,7238.5957,3.941,11808.04,5.479,0.27968507,61.599335,1.3865515,91.09549,545.38267,16.95,1,,,,0.00019456263,184.04666,52944.756,0.83150824,0
33938296.23,,5905,231.013,231.05,0.127,9.3E-6,231.06148,3.8849395,192.2615,2.717,7272.1029,3.91,11863.847,5.213,10.872602,61.965139,1.4551247,90.73499,542.32819,17.08,1,,,,0.00019446013,184.798,53389.41,0.83207939,0
33938754.2,,5905,230.999,231.044,0.127,9.4E-6,231.10903,3.9222108,191.58849,2.716,7273.5931,3.908,11849.264,7.445,0.060997141,61.389455,1.3559044,91.247129,546.29099,17.54,1,,,,0.00019584213,185.89542,53411.383,0.82899613,0
33939273,,5905,231.006,231.024,0.127,9.4E-6,231.09758,3.9094157,191.58595,2.706,7273.2533,3.909,11848.863,4.715,0.33183976,61.424741,1.3623384,91.21289,546.27845,16.87,1,,,,0.0001957355,184.16836,53406.093,0.82902619,0
33940062.91,,5905,233.051,233.057,0.127,9.3E-6,233.08188,3.8996362,193.07779,2.732,7341.4159,3.846,11952.655,6.325,0.88682405,61.353272,1.4254352,90.818798,542.34837,17.62,1,,,,0.00019781902,184.27422,54327.161,0.82836895,0
33940581.08,,5905,233.028,233.066,0.127,9.4E-6,233.11859,3.9476938,192.14137,2.715,7342.7938,3.844,11931.669,5.209,0.48619842,61.390303,1.4218671,90.837184,547.85044,17.22,1,,,,0.00019732724,184.05982,54344.278,0.82422157,0
33941034.89,,5905,233.035,233.063,0.127,9.4E-6,233.13297,3.942136,191.52747,2.718,7343.1331,3.844,11917.346,8.027,0.036081067,60.955766,1.3321675,91.318083,551.42699,17.83,1,,,,0.00019830859,184.17091,54350.983,0.82153745,0
33941820.36,,5905,235.069,235.092,0.127,9.3E-6,235.11093,3.9112229,195.28221,2.765,7410.3953,3.789,12074.282,6.841,2.2619699,60.936588,1.2956188,91.555973,534.14165,18.24,1,,,,0.00020093171,182.8673,55277.149,0.83059604,0
33942272.28,,5905,235.059,235.094,0.127,9.4E-6,235.15607,3.9634706,192.24729,2.729,7412.003,3.787,12003.408,8.174,0.040573427,60.653406,1.3225659,91.327472,552.02148,18.12,1,,,,0.00020071345,182.80976,55298.377,0.81753063,0
33942783.7,,5905,235.055,235.09,0.127,9.4E-6,235.15355,3.9636401,191.67525,2.708,7411.9608,3.787,11989.704,5.066,0.30243145,60.762769,1.3633216,91.086759,555.34663,17.26,1,,,,0.0002002002,181.96022,55297.194,0.81510676,0
33943567.73,,5905,237.087,237.127,0.127,9.3E-6,237.14436,3.9705466,192.75775,2.723,7478.9701,3.745,12082.566,4.884,3.0587093,60.917352,1.389826,90.940173,553.68628,17.52,1,,,,0.0002012801,182.28831,56237.45,0.81282871,0
33944082.02,,5905,237.091,237.122,0.127,9.3E-6,237.18734,4.0122959,191.74544,2.709,7480.3918,3.744,12059.811,5.16,0.42084214,60.479334,1.3388642,91.183572,559.73775,17.45,1,,,,0.00020224771,182.75206,56257.835,0.80841346,0
33944592.45,,5905,237.076,237.123,0.127,9.4E-6,237.18192,3.9978404,192.29785,2.719,7480.2866,3.744,12072.899,5.594,0.25764714,60.58352,1.362475,91.05717,556.47985,17.64,1,,,,0.00020217521,181.438,56255.265,0.810761,0
33945375.03,,5905,239.115,239.148,0.127,9.4E-6,239.17681,4.0019979,193.25239,2.731,7546.7767,3.72,12162.186,5.417,0.79650869,60.654595,1.4003944,90.827344,555.49233,17.88,1,,,,0.00020350171,181.75056,57205.546,0.80798968,0
33945824.81,,5905,239.112,239.129,0.127,9.3E-6,239.21739,4.0351878,192.92924,2.737,7548.0444,3.72,12155.736,7.828,0.05722093,60.311005,1.3832396,90.881027,557.5077,18.45,1,,,,0.00020452589,181.96379,57224.96,0.80650173,0
33946272.66,,5905,239.107,239.146,0.127,9.3E-6,239.2248,4.0247802,191.73794,2.72,7548.205,3.72,12127.445,7.751,0.037165728,59.86832,1.3041418,91.300657,564.59036,18.25,1,,,,0.00020538271,180.93301,57228.504,0.80149692,0
33947046.42,,5905,241.146,241.174,0.127,9.4E-6,241.20119,4.0177302,192.64041,2.723,7613.6975,3.72,12214.491,5.556,0.33415941,60.133599,1.3813756,90.849281,563.86062,17.97,1,,,,0.00020609457,179.60496,58178.012,0.79867108,0
33947492.77,,5905,241.153,241.166,0.127,9.3E-6,241.24568,4.0563393,192.05169,2.721,7615.0431,3.72,12201.776,6.954,0.043731435,59.64776,1.3218386,91.146675,567.48585,18.25,1,,,,0.00020743614,180.4008,58199.478,0.79608342,0
33947933.84,,5905,241.134,241.171,0.127,9.4E-6,241.24893,4.0432467,192.46168,2.732,7615.2171,3.72,12211.742,8.121,0.034859722,59.726389,1.329832,91.111208,565.04196,18.61,1,,,,0.00020735279,178.94328,58201.045,0.79777216,0
33948709.7,,5905,243.178,243.206,0.127,9.3E-6,243.24302,4.0540882,193.36403,2.733,7680.671,3.751,12298.747,5.46,0.66323928,60.06778,1.4332989,90.509028,564.26081,18.21,1,,,,0.00020785014,179.17917,59167.165,0.79494177,0
33949154.2,,5905,243.176,243.202,0.127,9.3E-6,243.29347,4.0914148,192.77053,2.736,7682.1427,3.752,12286.044,7.988,0.034088576,59.43623,1.3311072,91.049685,567.96606,18.78,1,,,,0.00020962929,180.20334,59191.715,0.79233744,0
33949594.03,,5905,243.186,243.209,0.127,9.3E-6,243.28911,4.0708721,192.91559,2.738,7682.1121,3.752,12289.478,7.992,0.043352948,59.438884,1.339028,91.001537,567.07951,18.8,1,,,,0.00020969897,178.30869,59189.593,0.79294791,0
33950366.75,,5905,245.21,245.188,0.127,9.4E-6,245.23814,4.0778139,193.87507,2.738,7745.4729,3.808,12375.754,4.822,4.949183,59.682671,1.4206701,90.519572,565.76898,18.27,1,,,,0.00021047456,178.31665,60141.744,0.7905584,0
33950807.92,,5905,245.206,245.197,0.127,9.4E-6,245.28258,4.1187348,192.80928,2.734,7746.7652,3.809,12351.592,7.616,0.024543918,59.126411,1.3345256,90.969095,572.37361,18.84,1,,,,0.00021185139,179.04801,60163.542,0.78607003,0
33951308.86,,5905,245.21,245.18,0.127,9.4E-6,245.26587,4.0989843,193.15133,2.728,7746.3839,3.809,12359.38,4.938,0.37269076,59.248994,1.3790706,90.708875,570.25047,18.19,1,,,,0.00021164917,177.37923,60155.347,0.78751819,0
33952081.06,,5905,247.238,247.226,0.127,9.4E-6,247.27624,4.1054878,193.92883,2.74,7810.9472,3.891,12442.512,5.067,1.5431927,59.223489,1.41861,90.448236,570.13966,18.5,1,,,,0.00021324504,177.74698,61145.538,0.78425986,0
33952518.97,,5905,247.229,247.222,0.127,9.4E-6,247.31286,4.1400645,193.43982,2.747,7812.1817,3.892,12432.068,8.397,0.033742205,58.905751,1.3652168,90.732817,573.2355,19.3,1,,,,0.00021409859,177.67047,61163.65,0.78216646,0
33953017.63,,5905,247.22,247.228,0.127,9.3E-6,247.30895,4.1324465,193.35214,2.731,7812.0427,3.892,12429.834,4.782,0.49652393,58.912402,1.3696656,90.704745,573.7659,18.34,1,,,,0.0002140447,176.71725,61161.716,0.78182427,0
33953788.05,,5905,249.254,249.307,0.127,9.4E-6,249.34807,4.1323299,195.28464,2.762,7877.0091,3.995,12540.954,5.946,0.73772045,59.229989,1.4750228,90.092984,566.47145,19.11,1,,,,0.00021503697,176.73721,62174.462,0.78318084,0
33954226.75,,5905,249.254,249.291,0.127,9.4E-6,249.39894,4.1766301,194.38585,2.76,7878.5243,3.997,12521.004,8.394,0.032614619,58.604322,1.3506712,90.774194,572.1911,19.62,1,,,,0.00021670991,177.68997,62199.829,0.77941733,0
33954722.09,,5905,249.255,249.296,0.127,9.3E-6,249.3904,4.1625748,194.27091,2.745,7878.3642,3.997,12518.099,5.206,0.31933513,58.780134,1.4036497,90.462342,572.8869,18.75,1,,,,0.00021612594,175.81297,62195.571,0.77898311,0
33955491.05,,5905,251.287,251.333,0.127,9.3E-6,251.38369,4.1698918,194.76312,2.753,7941.1071,4.112,12592.597,5.594,1.4765745,58.829475,1.4727516,90.022591,574.37586,19.08,1,,,,0.00021737393,176.3404,63193.761,0.77476433,0
