'y-axis saved as y
'x,PDC_PTFI_20200618_1_217_4hr_blackxtal_PbTiO3.raw,Ycalc,Diff
13.921172,7135,0,0
13.9383281,7126,0,0
13.9554842,7054,0,0
13.9726403,7010,0,0
13.9897964,6995,0,0
14.0069525,7029,0,0
14.0241086,7140,0,0
14.0412647,7004,0,0
14.0584208,7417,0,0
14.0755769,7057,0,0
14.092733,7060,0,0
14.1098891,6947,0,0
14.1270452,7220,0,0
14.1442013,7179,0,0
14.1613574,7067,0,0
14.1785135,7177,0,0
14.1956696,6989,0,0
14.2128257,7154,0,0
14.2299818,7187,0,0
14.2471379,7246,0,0
14.264294,6976,0,0
14.2814501,6947,0,0
14.2986062,7160,0,0
14.3157623,7032,0,0
14.3329184,7031,0,0
14.3500745,7054,0,0
14.3672306,7113,0,0
14.3843867,7090,0,0
14.4015428,7164,0,0
14.4186989,7110,0,0
14.435855,7226,0,0
14.4530111,7083,0,0
14.4701672,7134,0,0
14.4873233,6807,0,0
14.5044794,7070,0,0
14.5216355,7232,0,0
14.5387916,7017,0,0
14.5559477,6954,0,0
14.5731038,7247,0,0
14.5902599,7006,0,0
14.607416,7023,0,0
14.6245721,6991,0,0
14.6417282,7112,0,0
14.6588843,7029,0,0
14.6760404,7022,0,0
14.6931965,7060,0,0
14.7103526,6836,0,0
14.7275087,7171,0,0
14.7446648,7211,0,0
14.7618209,7081,0,0
14.778977,7003,0,0
14.7961331,7047,0,0
14.8132892,7018,0,0
14.8304453,6997,0,0
14.8476014,6992,0,0
14.8647575,7085,0,0
14.8819136,7012,0,0
14.8990697,7127,0,0
14.9162258,7040,0,0
14.9333819,7078,0,0
14.950538,6886,0,0
14.9676941,7147,0,0
14.9848502,6929,0,0
15.0020063,7027,0,0
15.0191624,6965,0,0
15.0363185,7019,0,0
15.0534746,7062,0,0
15.0706307,7144,0,0
15.0877868,7118,0,0
15.1049429,7260,0,0
15.122099,7283,0,0
15.1392551,7019,0,0
15.1564112,7066,0,0
15.1735673,7093,0,0
15.1907234,7096,0,0
15.2078795,7001,0,0
15.2250356,6910,0,0
15.2421917,7148,0,0
15.2593478,7042,0,0
15.2765039,7145,0,0
15.29366,7212,0,0
15.3108161,7050,0,0
15.3279722,7183,0,0
15.3451283,7000,0,0
15.3622844,7170,0,0
15.3794405,7009,0,0
15.3965966,7178,0,0
15.4137527,7036,0,0
15.4309088,7136,0,0
15.4480649,7189,0,0
15.465221,7210,0,0
15.4823771,7086,0,0
15.4995332,7165,0,0
15.5166893,7178,0,0
15.5338454,7190,0,0
15.5510015,6991,0,0
15.5681576,7108,0,0
15.5853137,7142,0,0
15.6024698,7219,0,0
15.6196259,7260,0,0
15.636782,7257,0,0
15.6539381,7286,0,0
15.6710942,7228,0,0
15.6882503,7200,0,0
15.7054064,7278,0,0
15.7225625,7203,0,0
15.7397186,7161,0,0
15.7568747,7074,0,0
15.7740308,7204,0,0
15.7911869,7182,0,0
15.808343,7237,0,0
15.8254991,7263,0,0
15.8426552,7241,0,0
15.8598113,7267,0,0
15.8769674,7301,0,0
15.8941235,7423,0,0
15.9112796,7307,0,0
15.9284357,7326,0,0
15.9455918,7150,0,0
15.9627479,7171,0,0
15.979904,7288,0,0
15.9970601,7311,0,0
16.0142162,7323,0,0
16.0313723,7296,0,0
16.0485284,7197,0,0
16.0656845,7387,0,0
16.0828406,7267,0,0
16.0999967,7429,0,0
16.1171528,7439,0,0
16.1343089,7306,0,0
16.151465,7562,0,0
16.1686211,7163,0,0
16.1857772,7566,0,0
16.2029333,7418,0,0
16.2200894,7382,0,0
16.2372455,7368,0,0
16.2544016,7473,0,0
16.2715577,7264,0,0
16.2887138,7480,0,0
16.3058699,7402,0,0
16.323026,7493,0,0
16.3401821,7319,0,0
16.3573382,7387,0,0
16.3744943,7376,0,0
16.3916504,7561,0,0
16.4088065,7536,0,0
16.4259626,7468,0,0
16.4431187,7440,0,0
16.4602748,7385,0,0
16.4774309,7415,0,0
16.494587,7430,0,0
16.5117431,7464,0,0
16.5288992,7228,0,0
16.5460553,7253,0,0
16.5632114,7419,0,0
16.5803675,7451,0,0
16.5975236,7397,0,0
16.6146797,7429,0,0
16.6318358,7608,0,0
16.6489919,7535,0,0
16.666148,7671,0,0
16.6833041,7458,0,0
16.7004602,7585,0,0
16.7176163,7510,0,0
16.7347724,7475,0,0
16.7519285,7581,0,0
16.7690846,7539,0,0
16.7862407,7561,0,0
16.8033968,7607,0,0
16.8205529,7646,0,0
16.837709,7588,0,0
16.8548651,7513,0,0
16.8720212,7673,0,0
16.8891773,7668,0,0
16.9063334,7530,0,0
16.9234895,7473,0,0
16.9406456,7651,0,0
16.9578017,7535,0,0
16.9749578,7668,0,0
16.9921139,7641,0,0
17.00927,7586,0,0
17.0264261,7782,0,0
17.0435822,7731,0,0
17.0607383,7704,0,0
17.0778944,7599,0,0
17.0950505,7733,0,0
17.1122066,7593,0,0
17.1293627,7611,0,0
17.1465188,7653,0,0
17.1636749,7860,0,0
17.180831,7826,0,0
17.1979871,7604,0,0
17.2151432,7947,0,0
17.2322993,7779,0,0
17.2494554,7851,0,0
17.2666115,7868,0,0
17.2837676,7706,0,0
17.3009237,7626,0,0
17.3180798,7872,0,0
17.3352359,7728,0,0
17.352392,7912,0,0
17.3695481,7802,0,0
17.3867042,7889,0,0
17.4038603,7826,0,0
17.4210164,7792,0,0
17.4381725,8012,0,0
17.4553286,7947,0,0
17.4724847,7936,0,0
17.4896408,7654,0,0
17.5067969,7701,0,0
17.523953,7710,0,0
17.5411091,8008,0,0
17.5582652,7842,0,0
17.5754213,7773,0,0
17.5925774,7848,0,0
17.6097335,7751,0,0
17.6268896,7818,0,0
17.6440457,7944,0,0
17.6612018,7929,0,0
17.6783579,7871,0,0
17.695514,7892,0,0
17.7126701,7953,0,0
17.7298262,7965,0,0
17.7469823,7837,0,0
17.7641384,8047,0,0
17.7812945,7884,0,0
17.7984506,7893,0,0
17.8156067,8105,0,0
17.8327628,7867,0,0
17.8499189,7974,0,0
17.867075,7897,0,0
17.8842311,7952,0,0
17.9013872,7890,0,0
17.9185433,7900,0,0
17.9356994,7915,0,0
17.9528555,8101,0,0
17.9700116,7937,0,0
17.9871677,7916,0,0
18.0043238,7908,0,0
18.0214799,7713,0,0
18.038636,8022,0,0
18.0557921,7941,0,0
18.0729482,7876,0,0
18.0901043,7832,0,0
18.1072604,7887,0,0
18.1244165,7767,8067.51647,-300.516474
18.1415726,8090,8061.90061,28.0993858
18.1587287,7932,8056.31904,-124.319038
18.1758848,7882,8050.77111,-168.771108
18.1930409,8021,8045.25619,-24.2561935
18.210197,7866,8039.77367,-173.773672
18.2273531,7958,8034.32293,-76.3229288
18.2445092,7884,8028.90336,-144.903356
18.2616653,7909,8023.51435,-114.514354
18.2788214,7951,8018.15533,-67.1553307
18.2959775,7882,8012.8257,-130.8257
18.3131336,8092,8007.52488,84.475115
18.3302897,7963,8002.25231,-39.2523144
18.3474458,7873,7997.00742,-124.007425
18.3646019,7980,7991.78966,-11.7896603
18.381758,7878,7986.59847,-108.598471
18.3989141,8011,7981.43332,29.5666849
18.4160702,7888,7976.29366,-88.2936567
18.4332263,7849,7971.17897,-122.178967
18.4503824,8006,7966.08873,39.9112747
18.4675385,8079,7961.02242,117.977585
18.4846946,8011,7955.97953,55.0204708
18.5018507,7980,7950.95956,29.0404351
18.5190068,7895,7945.96203,-50.9620272
18.5361629,8258,7940.98643,317.013573
18.553319,7899,7936.03228,-37.0322829
18.5704751,7914,7931.09912,-17.0991179
18.5876312,7903,7926.18646,-23.1864625
18.6047873,7939,7921.29385,17.7061466
18.6219434,7870,7916.42083,-46.4208332
18.6390995,7740,7911.56695,-171.566951
18.6562556,7951,7906.73176,44.2682391
18.6734117,7996,7901.91482,94.0851753
18.6905678,7899,7897.11571,1.88429103
18.7077239,7905,7892.33399,12.6660135
18.72488,7950,7887.56924,62.430764
18.7420361,7961,7882.82104,78.1789582
18.7591922,7859,7878.08899,-19.0889941
18.7763483,7978,7873.37269,104.627311
18.7935044,7828,7868.67173,-40.6717273
18.8106605,7875,7863.98572,11.0142834
18.8278166,7958,7859.31427,98.6857306
18.8449727,7870,7854.657,15.3429964
18.8621288,7646,7850.01354,-204.013543
18.8792849,7889,7845.38352,43.6164845
18.896441,7866,7840.76656,25.2334439
18.9135971,7974,7836.1623,137.837696
18.9307532,8010,7831.5704,178.429596
18.9479093,8010,7826.9905,183.009495
18.9650654,7919,7822.42226,96.5777379
18.9822215,8031,7817.86534,213.134664
18.9993776,7965,7813.31939,151.680609
19.0165337,7868,7808.7841,59.2159037
19.0336898,7909,7804.25913,104.740872
19.0508459,7869,7799.74416,69.2558353
19.068002,7818,7795.23889,22.7611087
19.0851581,7789,7790.743,-1.74299692
19.1023142,7823,7786.25618,36.7438247
19.1194703,8009,7781.77813,227.221875
19.1366264,7646,7777.30855,-131.30855
19.1537825,7895,7772.84716,122.152844
19.1709386,7862,7768.39366,93.6063426
19.1880947,7776,7763.94777,12.0522301
19.2052508,7878,7759.50921,118.490785
19.2224069,7744,7755.07772,-11.077718
19.239563,7894,7750.65301,143.346991
19.2567191,7905,7746.23482,158.765178
19.2738752,7768,7741.8229,26.1771042
19.2910313,7768,7737.41697,30.5830273
19.3081874,7662,7733.0168,-71.0167996
19.3253435,7787,7728.62213,58.3778725
19.3424996,7764,7724.23271,39.7672886
19.3596557,7653,7719.84831,-66.8483103
19.3768118,7731,7715.46869,15.5313128
19.3939679,7808,7711.09361,96.9063909
19.411124,7784,7706.72285,77.2771531
19.4282801,7603,7702.35618,-99.3561753
19.4454362,7791,7697.99337,93.006627
19.4625923,7636,7693.63422,-57.6342222
19.4797484,7849,7689.27851,159.721491
19.4969045,7581,7684.92602,-103.926023
19.5140606,7820,7680.57656,139.423442
19.5312167,7737,7676.22991,60.7700886
19.5483728,7737,7671.93023,65.0697686
19.5655289,7732,7668.01047,63.9895329
19.582685,7576,7664.87862,-88.8786219
19.5998411,7933,7663.986,269.013998
19.6169972,7795,7662.8606,132.139401
19.6341533,7509,7658.96063,-149.960632
19.6513094,7676,7654.78567,21.2143329
19.6684655,7752,7650.6163,101.383702
19.6856216,7672,7646.45251,25.5474926
19.7027777,7707,7642.29429,64.705709
19.7199338,7709,7638.14165,70.8583461
19.7370899,7614,7633.99461,-19.9946126
19.754246,7689,7629.8532,59.1468046
19.7714021,7800,7625.71744,174.282558
19.7885582,7649,7621.58741,27.4125936
19.8057143,7698,7617.46315,80.5368467
19.8228704,7549,7613.34476,-64.3447626
19.8400265,7600,7609.23233,-9.23232811
19.8571826,7654,7605.12596,48.8740417
19.8743387,7690,7601.02578,88.9742225
19.8914948,7584,7596.93193,-12.931926
19.9086509,7706,7592.84456,113.155438
19.925807,7738,7588.76386,149.23614
19.9429631,7536,7584.69001,-48.6900149
19.9601192,7662,7580.62324,81.3767582
19.9772753,7650,7576.56378,73.4362244
19.9944314,7508,7572.51187,-64.511874
20.0115875,7530,7568.46782,-38.467818
20.0287436,7555,7564.43191,-9.43191345
20.0458997,7726,7560.40449,165.595507
20.0630558,7494,7556.38592,-62.3859151
20.0802119,7750,7552.37657,197.623429
20.097368,7649,7548.37688,100.623119
20.1145241,7348,7544.3873,-196.387299
20.1316802,7414,7540.45263,-126.452628
20.1488363,7393,7536.90752,-143.907521
20.1659924,7375,7534.16446,-159.16446
20.1831485,7456,7533.6814,-77.6814009
20.2003046,7541,7533.0113,7.98869688
20.2174607,7312,7529.58783,-217.587832
20.2346168,7463,7525.90571,-62.9057137
20.2517729,7410,7522.24716,-112.247162
20.268929,7488,7518.61348,-30.6134801
20.2860851,7420,7515.00607,-95.0060671
20.3032412,7480,7511.42642,-31.4264217
20.3203973,7531,7507.87615,23.1238477
20.3375534,7379,7504.35699,-125.356985
20.3547095,7431,7500.87077,-69.870775
20.3718656,7529,7497.41951,31.580486
20.3890217,7278,7494.00535,-216.005345
20.4061778,7401,7490.63058,-89.6305751
20.4233339,7428,7487.29769,-59.2976868
20.44049,7432,7484.00936,-52.0093572
20.4576461,7524,7480.76847,43.2315262
20.4748022,7509,7477.57815,31.4218457
20.4919583,7362,7474.44177,-112.441768
20.5091144,7432,7471.36296,-39.3629593
20.5262705,7302,7468.34568,-166.345676
20.5434266,7277,7465.3942,-188.394196
20.5605827,7323,7462.51316,-139.513165
20.5777388,7461,7459.70763,1.29237184
20.5948949,7328,7456.98308,-128.983077
20.612051,7406,7454.34549,-48.3454926
20.6292071,7427,7451.8014,-24.8014007
20.6463632,7454,7449.35793,4.64206993
20.6635193,7409,7447.02288,-38.02288
20.6806754,7308,7444.8048,-136.804797
20.6978315,7302,7442.71306,-140.713061
20.7149876,7335,7440.75798,-105.757983
20.7321437,7488,7438.95092,49.0490785
20.7492998,7315,7437.30441,-122.304406
20.7664559,7301,7435.83229,-134.832286
20.783612,7309,7434.58671,-125.586708
20.8007681,7303,7433.99083,-130.990832
20.8179242,7368,7434.61073,-66.6107347
20.8350803,7417,7438.6181,-21.6181022
20.8522364,7298,7441.2267,-143.226704
20.8693925,7437,7441.48493,-4.48492843
20.8865486,7304,7441.95018,-137.950176
20.9037047,7371,7442.7801,-71.7800992
20.9208608,7364,7444.01264,-80.012638
20.9380169,7364,7445.69076,-81.6907575
20.955173,7293,7447.86327,-154.863269
20.9723291,7440,7450.58581,-10.5858103
20.9894852,7352,7453.92202,-101.922023
21.0066413,7343,7457.94497,-114.944974
21.0237974,7319,7462.73888,-143.738879
21.0409535,7463,7468.40121,-5.40120774
21.0581096,7217,7475.04526,-258.04526
21.0752657,7389,7482.80335,-93.8033532
21.0924218,7475,7491.83077,-16.8307713
21.1095779,7252,7502.31071,-250.310713
21.126734,7560,7514.46052,45.5394829
21.1438901,7526,7528.53956,-2.53956292
21.1610462,7414,7544.85938,-130.859383
21.1782023,7594,7563.79671,30.20329
21.1953584,7529,7585.81047,-56.8104737
21.2125145,7739,7611.46416,127.535841
21.2296706,7682,7641.45553,40.544468
21.2468267,7603,7676.65661,-73.656605
21.2639828,7847,7718.16803,128.831973
21.2811389,7641,7767.39406,-126.394057
