'y-axis saved as y
'x,PDC_PTFI_20200618_1_217_4hr_blackxtal_PbTiO3.raw,Ycalc,Diff
21.298295,7777,7826.14734,-49.1473427
21.3154511,7952,7896.79747,55.2025298
21.3326072,8134,7982.48479,151.515208
21.3497633,8367,8087.43298,279.567019
21.3669194,8482,8217.41309,264.586911
21.3840755,8630,8380.58367,249.416335
21.4012316,9231,8588.78564,642.214362
21.4183877,9665,8858.94186,806.058136
21.4355438,10310,9216.37355,1093.62645
21.4526999,10917,9688.1303,1228.8697
21.469856,11653,10325.0883,1327.91167
21.4870121,12639,11190.8243,1448.17572
21.5041682,13351,12348.148,1002.85203
21.5213243,14163,13813.5749,349.42511
21.5384804,15018,15469.9461,-451.946058
21.5556365,15779,16988.9007,-1209.90073
21.5727926,16276,17908.3276,-1632.32755
21.5899487,16593,17963.9011,-1370.90107
21.6071048,16317,17306.4273,-989.427318
21.6242609,16136,16215.9803,-79.9802577
21.641417,15032,14854.9368,177.063212
21.6585731,14102,13396.9738,705.026159
21.6757292,12940,12061.6395,878.360473
21.6928853,11753,10978.1149,774.885075
21.7100414,10761,10154.5063,606.493668
21.7271975,9977,9542.10498,434.895022
21.7443536,9648,9085.7608,562.239196
21.7615097,9151,8741.22904,409.770959
21.7786658,8690,8476.66969,213.33031
21.7958219,8506,8269.92919,236.070809
21.812978,8352,8105.64924,246.350757
21.8301341,8234,7973.08516,260.914835
21.8472902,8057,7864.61209,192.387913
21.8644463,7833,7774.73218,58.2678227
21.8816024,7823,7699.41735,123.582654
21.8987585,7577,7635.67081,-58.6708076
21.9159146,7723,7581.23095,141.769049
21.9330707,7373,7534.36841,-161.368413
21.9502268,7369,7493.74492,-124.744921
21.9673829,7490,7458.31365,31.6863518
21.984539,7228,7427.24787,-199.247865
22.0016951,7462,7399.88918,62.1108195
22.0188512,7205,7375.70952,-170.709521
22.0360073,7327,7354.28289,-27.2828909
22.0531634,7376,7335.26418,40.7358169
22.0703195,7180,7318.37314,-138.37314
22.0874756,7210,7303.38213,-93.3821269
22.1046317,7115,7290.10675,-175.106755
22.1217878,7169,7278.39868,-109.398679
22.1389439,7242,7268.14006,-26.1400622
22.1561,7454,7259.23935,194.760648
22.1732561,7178,7251.62809,-73.6280941
22.1904122,7151,7245.25861,-94.2586132
22.2075683,7227,7240.1024,-13.1024016
22.2247244,7057,7236.14915,-179.149145
22.2418805,7067,7233.40632,-166.406319
22.2590366,7374,7231.89934,142.100662
22.2761927,7068,7231.67225,-163.672255
22.2933488,7203,7232.78906,-29.7890595
22.3105049,7272,7235.33563,36.664375
22.327661,7180,7239.42242,-59.4224216
22.3448171,7199,7245.18814,-46.18814
22.3619732,7231,7252.80444,-21.8044361
22.3791293,7120,7262.48208,-142.482084
22.3962854,7167,7274.47893,-107.478928
22.4134415,7088,7289.11017,-201.110174
22.4305976,7356,7306.76174,49.2382552
22.4477537,7235,7327.90774,-92.9077354
22.4649098,7323,7353.13338,-30.1333757
22.4820659,7328,7383.16552,-55.16552
22.499222,7338,7418.91353,-80.9135316
22.5163781,7272,7461.52472,-189.524718
22.5335342,7201,7512.4604,-311.460399
22.5506903,7346,7573.60166,-227.601661
22.5678464,7483,7647.39842,-164.398416
22.5850025,7594,7737.08257,-143.082572
22.6021586,7549,7846.9775,-297.977502
22.6193147,7739,7982.95401,-243.954015
22.6364708,7977,8153.11148,-176.111476
22.6536269,8189,8368.80599,-179.805994
22.670783,8395,8646.20732,-251.207322
22.6879391,8821,9008.62456,-187.624565
22.7050952,9462,9489.8003,-27.8003018
22.7222513,10082,10137.8608,-55.8608157
22.7394074,11508,11017.4841,490.515906
22.7565635,12763,12201.684,561.316031
22.7737196,14533,13733.7385,799.261465
22.7908757,16345,15539.6223,805.377675
22.8080318,16992,17321.5802,-329.58017
22.8251879,17788,18576.6886,-788.688644
22.842344,18161,18912.3694,-751.369407
22.8595001,19082,18400.5493,681.450692
22.8766562,18141,17375.95,765.049956
22.8938123,16777,16027.7086,749.291429
22.9109684,14643,14469.9684,173.031557
22.9281245,12943,12921.709,21.2910036
22.9452806,11771,11590.1706,180.829409
22.9624367,10370,10546.5886,-176.588563
22.9795928,9202,9761.4922,-559.492197
22.9967489,8570,9175.49074,-605.490738
23.013905,8124,8734.30223,-610.302226
23.0310611,7829,8396.83677,-567.836774
23.0482172,7742,8133.71731,-391.717312
23.0653733,7547,7924.28545,-377.285445
23.0825294,7465,7752.77411,-287.77411
23.0996855,7169,7614.90445,-445.904452
23.1168416,7306,7501.94356,-195.94356
23.1339977,7097,7407.24255,-310.242549
23.1511538,7100,7326.92043,-226.920427
23.1683099,6977,7258.07615,-281.076155
23.185466,7020,7198.49895,-178.49895
23.2026221,7037,7146.48214,-109.48214
23.2197782,6949,7100.69237,-151.692369
23.2369343,6835,7060.07639,-225.07639
23.2540904,6727,7023.7937,-296.793703
23.2712465,6769,6991.16724,-222.167241
23.2884026,6884,6961.64682,-77.6468223
23.3055587,6903,6934.78175,-31.781751
23.3227148,6889,6910.20005,-21.2000492
23.3398709,6729,6887.59256,-158.592561
23.357027,6736,6866.70067,-130.700666
23.3741831,6633,6847.3067,-214.306702
23.3913392,6743,6829.22643,-86.2264336
23.4084953,6779,6812.30308,-33.3030838
23.4256514,6737,6796.40257,-59.4025746
23.4428075,6698,6781.4097,-83.4096974
23.4599636,6789,6767.22502,21.7749828
23.4771197,6785,6753.76235,31.2376477
23.4942758,6642,6740.92621,-98.9262077
23.5114319,6652,6728.38723,-76.3872329
23.528588,6715,6715.69913,-0.699130716
23.5457441,6639,6701.94531,-62.9453107
23.5629002,6641,6687.27429,-46.2742862
23.5800563,6471,6676.42974,-205.429744
23.5972124,6622,6666.50322,-44.5032156
23.6143685,6486,6656.89675,-170.896746
23.6315246,6590,6647.58265,-57.5826466
23.6486807,6617,6638.53615,-21.5361495
23.6658368,6677,6629.73505,47.2649515
23.6829929,6663,6621.15939,41.8406133
23.700149,6519,6612.79119,-93.7911896
23.7173051,6463,6604.61423,-141.614233
23.7344612,6595,6596.61384,-1.61384457
23.7516173,6699,6588.77673,110.223274
23.7687734,6552,6581.09081,-29.0908051
23.7859295,6706,6573.5451,132.454899
23.8030856,6845,6566.12961,278.870392
23.8202417,6891,6558.8352,332.164805
23.8373978,6575,6551.65351,23.3464855
23.8545539,6762,6544.57692,217.423077
23.87171,6722,6537.59841,184.401587
23.8888661,6610,6530.71155,79.2884525
23.9060222,6667,6523.91041,143.089591
23.9231783,6451,6517.18955,-66.1895478
23.9403344,6468,6510.54394,-42.5439386
23.9574905,6492,6503.96894,-11.9689422
23.9746466,6342,6497.46027,-155.46027
23.9918027,6419,6491.01395,-72.0139542
24.0089588,6439,6484.62632,-45.6263167
24.0261149,6436,6478.29395,-42.293947
24.043271,6377,6472.01368,-95.0136778
24.0604271,6477,6465.78256,11.2174351
24.0775832,6439,6459.59787,-20.5978687
24.0947393,6437,6453.45704,-16.4570374
24.1118954,6500,6447.35769,52.6423083
24.1290515,6526,6441.29761,84.7023886
24.1462076,6344,6435.27472,-91.2747225
24.1633637,6394,6429.28709,-35.2870861
24.1805198,6588,6423.33289,164.667112
24.1976759,6332,6417.41043,-85.4104286
24.214832,6161,6411.51812,-250.518116
24.2319881,6271,6405.65446,-134.654456
24.2491442,6389,6399.81805,-10.8180458
24.2663003,6467,6394.00757,72.9924314
24.2834564,6374,6388.22179,-14.2217856
24.3006125,6353,6382.44435,-29.4443487
24.3177686,6366,6376.36392,-10.3639235
24.3349247,6438,6369.462,68.5380046
24.3520808,6433,6360.43652,72.5634821
24.3692369,6415,6350.79639,64.2036131
24.386393,6423,6344.99316,78.0068356
24.4035491,6365,6339.55238,25.4476172
24.4207052,6362,6334.12195,27.8780525
24.4378613,6270,6328.70142,-58.7014191
24.4550174,6320,6323.29038,-3.29038146
24.4721735,6361,6317.88844,43.1115596
24.4893296,6238,6312.49522,-74.4952223
24.5064857,6431,6307.11037,123.889627
24.5236418,6378,6301.73356,76.2664434
24.5407979,6280,6296.36445,-16.364454
24.557954,6349,6291.00276,57.9972377
24.5751101,6208,6285.64819,-77.6481937
24.5922662,6439,6280.30047,158.699525
24.6094223,6335,6274.95934,60.0406554
24.6265784,6435,6269.62456,165.375444
24.6437345,6247,6264.29587,-17.2958737
24.6608906,6346,6258.97307,87.0269275
24.6780467,6213,6253.65594,-40.6559387
24.6952028,6262,6248.34427,13.6557318
24.7123589,6261,6243.03787,17.9621333
24.729515,6259,6237.73655,21.2634515
24.7466711,6305,6232.44014,72.5598636
24.7638272,6166,6227.14846,-61.1484612
24.7809833,6342,6221.82449,120.175509
24.7981394,6131,6216.06828,-85.0682849
24.8152955,6426,6209.35648,216.643522
24.8324516,6350,6199.59423,150.405768
24.8496077,6225,6191.67534,33.3246584
24.8667638,6313,6186.43932,126.560683
24.8839199,6345,6181.32684,163.673161
24.901076,6271,6176.21428,94.785722
24.9182321,6201,6171.10164,29.8983585
24.9353882,6224,6165.98894,58.0110638
24.9525443,6151,6160.87617,-9.87616875
24.9697004,6153,6155.76335,-2.76334562
24.9868565,6171,6150.65047,20.349527
25.0040126,6213,6145.53756,67.4624431
25.0211687,6230,6140.4246,89.5753969
25.0383248,6252,6135.31162,116.688383
25.0554809,6176,6130.1986,45.8013955
25.072637,6207,6125.08557,81.9144297
25.0897931,6161,6119.97252,41.0274806
25.1069492,6161,6114.85946,46.1405433
25.1241053,6191,6109.74639,81.2536133
25.1412614,6112,6104.63331,7.36668617
25.1584175,6170,6099.52024,70.4797578
25.1755736,6151,6094.40718,56.5928243
25.1927297,5951,6089.29412,-138.294118
25.2098858,6022,6084.18107,-62.1810732
25.2270419,6226,6079.06804,146.931956
25.244198,6173,6073.95503,99.0449658
25.2613541,6146,6068.84205,77.1579536
25.2785102,6122,6063.72908,58.2709165
25.2956663,6131,6058.61615,72.3838518
25.3128224,6227,6053.50324,173.496757
25.3299785,6133,6048.39037,84.6096301
25.3471346,6031,6043.27753,-12.2775313
25.3642907,6111,6038.16473,72.8352711
25.3814468,6081,6033.05196,47.9480354
25.3986029,6020,6027.93924,-7.93923978
25.415759,6117,6022.82656,94.1734441
25.4329151,6226,6017.71391,208.286086
25.4500712,6103,6012.60132,90.3986843
25.4672273,6019,6007.48876,11.5112387
25.4843834,5998,6002.37625,-4.37625159
25.5015395,5961,5997.26379,-36.2637872
25.5186956,5959,5992.15137,-33.1513685
25.5358517,5921,5987.039,-66.0389958
25.5530078,5970,5981.92667,-11.926669
25.5701639,6129,5976.81439,152.185612
25.58732,6276,5971.70215,304.297847
25.6044761,5946,5966.58996,-20.5899627
25.6216322,6022,5961.47782,60.5221827
25.6387883,5948,5956.36572,-8.36571589
25.6559444,5961,5951.25366,9.74634243
25.6731005,5970,5946.14164,23.8583586
25.6902566,6101,5941.02967,159.970334
25.7074127,5865,5935.91773,-70.9177306
25.7245688,5838,5930.80583,-92.8058334
25.7417249,5972,5925.69397,46.3060271
25.758881,5989,5920.58215,68.4178526
25.7760371,6008,5915.47036,92.5296449
25.7931932,5983,5910.35859,72.6414059
25.8103493,5915,5905.24686,9.75313772
25.8275054,5891,5900.13516,-9.13515739
25.8446615,5909,5895.02348,13.9765229
25.8618176,5922,5889.91182,32.088181
25.8789737,6016,5884.80018,131.199819
25.8961298,5757,5879.68856,-122.688559
25.9132859,5930,5874.57695,55.4230487
25.930442,5898,5869.46535,28.5346452
25.9475981,5887,5864.35377,22.6462335
25.9647542,5874,5859.24218,14.7578169
25.9819103,5704,5854.1306,-150.130601
25.9990664,5915,5849.01902,65.9809821
26.0162225,5926,5843.90743,82.0925707
26.0333786,5850,5838.79583,11.2041681
26.0505347,6027,5833.68422,193.315778
26.0676908,5903,5828.5726,74.4274039
26.0848469,5923,5823.46095,99.5390499
26.102003,5932,5818.34928,113.65072
26.1191591,5864,5813.23758,50.7624182
26.1363152,5931,5808.12585,122.874149
26.1534713,5926,5803.01408,122.985916
26.1706274,5993,5797.90228,195.097723
26.1877835,5926,5792.79042,133.209576
26.2049396,5830,5787.67852,42.3214786
26.2220957,5724,5782.56656,-58.5665646
26.2392518,5846,5777.45455,68.545451
26.2564079,5990,5772.34247,217.65753
26.273564,5802,5767.23032,34.7696779
26.2907201,5899,5762.1181,136.881899
26.3078762,5733,5757.0058,-24.0058023
26.3250323,5824,5751.89342,72.1065798
26.3421884,5730,5746.78095,-16.7809498
26.3593445,5745,5741.66839,3.33161385
26.3765006,5644,5736.55572,-92.555724
26.3936567,5819,5731.44296,87.5570419
26.4108128,5767,5726.33008,40.6699168
26.4279689,5814,5721.21709,92.7829061
26.445125,5785,5716.10398,68.8960152
26.4622811,5672,5710.99075,-38.9907505
26.4794372,5751,5705.87739,45.1226144
26.4965933,5782,5700.76388,81.2361157
26.5137494,5714,5695.65024,18.3497587
26.5309055,5657,5690.53645,-33.5364508
26.5480616,5689,5685.42251,3.57749274
26.5652177,5630,5680.3084,-50.3084049
26.5823738,5708,5675.19414,32.805862
26.5995299,5780,5670.0797,109.920299
26.616686,5673,5664.96509,8.03491244
26.6338421,5710,5659.85029,50.1497076
26.6509982,5705,5654.73531,50.2646905
26.6681543,5663,5649.62013,13.3798671
26.6853104,5489,5644.50476,-155.504757
26.7024665,5782,5639.38918,142.610825
26.7196226,5681,5634.27338,46.7266174
26.7367787,5661,5629.15737,31.8426275
26.7539348,5672,5624.04114,47.9588609
26.7710909,5618,5618.92468,-0.924676491
26.788247,5701,5613.80798,87.1920213
26.8054031,5639,5608.69104,30.3089603
26.8225592,5546,5603.57385,-57.5738534
26.8397153,5528,5598.45641,-70.4564141
26.8568714,5697,5593.33872,103.661285
26.8740275,5566,5588.22075,-22.2207517
26.8911836,5600,5583.10252,16.8974832
26.9083397,5761,5577.984,183.015995
26.9254958,5491,5572.86521,-81.8652095
26.9426519,5754,5567.74613,186.253875
26.959808,5521,5562.62675,-41.6267458
26.9769641,5579,5557.50707,21.4929346
26.9941202,5600,5552.38708,47.6129219
27.0112763,5569,5547.26678,21.7332222
27.0284324,5488,5542.14616,-54.1461589
27.0455885,5516,5537.02522,-21.0252152
27.0627446,5484,5531.90394,-47.9039411
27.0799007,5587,5526.78233,60.2176693
27.0970568,5621,5521.66038,99.3396219
27.1142129,5583,5516.53808,66.4619224
27.131369,5546,5511.41542,34.5845764
27.1485251,5625,5506.29241,118.70759
27.1656812,5550,5501.16903,48.8309683
27.1828373,5582,5496.04528,85.9547175
27.1999934,5437,5490.92116,-53.9211572
27.2171495,5448,5485.79665,-37.79665
27.2343056,5550,5480.67176,69.3282445
27.2514617,5521,5475.54647,45.4535318
27.2686178,5563,5470.42078,92.5792174
27.2857739,5569,5465.29469,103.705307
27.30293,5439,5460.1682,-21.1681954
27.3200861,5596,5455.04128,140.958717
27.3372422,5480,5449.91395,30.0860487
27.3543983,5462,5444.78619,17.2138051
27.3715544,5496,5439.65801,56.3419912
27.3887105,5392,5434.52939,-42.529388
27.4058666,5467,5429.40033,37.5996727
27.4230227,5540,5424.27082,115.729178
27.4401788,5410,5419.14087,-9.14086712
27.4573349,5400,5414.01046,-14.0104579
27.474491,5360,5408.87959,-48.8795895
27.4916471,5399,5403.74826,-4.7482574
27.5088032,5632,5398.61646,233.383543
27.5259593,5360,5393.48418,-33.4841836
27.5431154,5287,5388.35143,-101.351433
27.5602715,5296,5383.2182,-87.2182007
27.5774276,5323,5378.08448,-55.0844824
27.5945837,5399,5372.95027,26.0497261
27.6117398,5421,5367.81557,53.1844289
27.6288959,5297,5362.68037,-65.68037
27.646052,5370,5357.54467,12.4553334
27.6632081,5427,5352.40846,74.591543
27.6803642,5306,5347.27174,-41.2717374
27.6975203,5302,5342.1345,-40.1345042
27.7146764,5334,5336.99675,-2.99675371
27.7318325,5477,5331.85848,145.141518
27.7489886,5265,5326.71969,-61.719687
27.7661447,5244,5321.58036,-77.580364
27.7833008,5232,5316.44051,-84.4405103
27.8004569,5299,5311.30012,-12.3001227
27.817613,5288,5306.1592,-18.1591982
27.8347691,5340,5301.01773,38.982266
27.8519252,5320,5295.87573,24.1242729
27.8690813,5310,5290.73317,19.2668251
27.8862374,5216,5285.59007,-69.5900747
27.9033935,5232,5280.44642,-48.4464241
27.9205496,5201,5275.30222,-74.3022207
27.9377057,5273,5270.15746,2.84253777
27.9548618,5180,5265.01215,-85.0121465
27.9720179,5174,5259.86627,-85.8662714
27.989174,5266,5254.71984,11.2801648
28.0063301,5279,5249.57284,29.4271642
28.0234862,5158,5244.42527,-86.4252717
28.0406423,5316,5239.27714,76.7228587
28.0577984,5207,5234.12844,-27.1284432
28.0749545,5272,5228.97918,43.0208241
28.0921106,5201,5223.82934,-22.8293382
28.1092667,5249,5218.67893,30.3210708
28.1264228,5089,5213.52795,-124.527948
28.1435789,5209,5208.37639,0.623606809
28.160735,5162,5203.22426,-41.2242647
28.1778911,5353,5198.07156,154.928438
28.1950472,5133,5192.91828,-59.9182839
28.2122033,5098,5187.76443,-89.7644308
28.2293594,5020,5182.61,-162.610002
28.2465155,5279,5177.455,101.545002
28.2636716,5144,5172.29942,-28.2994192
28.2808277,5310,5167.14326,142.856735
28.2979838,5140,5161.98654,-21.9865358
28.3151399,5136,5156.82923,-20.8292326
28.332296,5260,5151.67136,108.328644
28.3494521,5207,5146.51291,60.4870936
28.3666082,5138,5141.35389,-3.3538851
28.3837643,5228,5136.19429,91.8057069
28.4009204,5188,5131.03413,56.9658683
28.4180765,5068,5125.8734,-57.8734022
28.4352326,5191,5120.71211,70.2878939
28.4523887,5176,5115.55025,60.4497549
28.4695448,5226,5110.38782,115.612179
28.4867009,5231,5105.22484,125.775164
28.503857,5114,5100.06129,13.9387079
28.5210131,5197,5094.89719,102.102809
28.5381692,5234,5089.73254,144.267463
28.5553253,5141,5084.56733,56.4326699
28.5724814,5135,5079.40157,55.5984252
28.5896375,5044,5074.23527,-30.2352735
28.6067936,5033,5069.06843,-36.0684293
28.6239497,5105,5063.90105,41.0989545
28.6411058,5003,5058.73313,-55.7331253
28.6582619,5248,5053.56467,194.435327
28.675418,5064,5048.39569,15.6043094
28.6925741,5023,5043.22618,-20.2261836
28.7097302,4974,5038.05616,-64.0561555
28.7268863,5056,5032.88561,23.1143896
28.7440424,5080,5027.71455,52.2854472
28.7611985,5032,5022.54299,9.45701286
28.7783546,5086,5017.37092,68.6290818
28.7955107,4979,5012.19835,-33.1983507
28.8126668,5187,5007.02529,179.97471
28.8298229,5181,5001.85174,179.148259
28.846979,5089,4996.67771,92.3222913
28.8641351,5116,4991.5032,124.496801
28.8812912,5046,4986.32822,59.6717816
28.8984473,5016,4981.15277,34.8472283
28.9156034,5032,4975.97687,56.0231347
28.9327595,4998,4970.80051,27.1994945
28.9499156,4889,4965.6237,-76.6236986
28.9670717,5116,4960.44645,155.553549
28.9842278,4973,4955.26877,17.7312297
29.0013839,5007,4950.09066,56.9093376
29.01854,5098,4944.91213,153.087865
29.0356961,4929,4939.7332,-10.733195
29.0528522,4946,4934.55385,11.4461499
29.0700083,4887,4929.37411,-42.374108
29.0871644,4990,4924.19398,65.8060237
29.1043205,5003,4919.01346,83.9865368
29.1214766,5022,4913.83258,108.167423
29.1386327,4941,4908.65133,32.3486747
29.1557888,4885,4903.46972,-18.4697175
29.1729449,4877,4898.28776,-21.2877619
29.190101,4953,4893.10547,59.8945324
29.2072571,4983,4887.92284,95.0771565
29.2244132,4868,4882.7399,-14.7398989
29.2415693,4904,4877.55664,26.4433567
29.2587254,4934,4872.37309,61.6269137
29.2758815,4875,4867.18924,7.81076223
29.2930376,4833,4862.00511,-29.0051076
29.3101937,4949,4856.82071,92.1792939
29.3273498,4888,4851.63604,36.3639565
29.3445059,4885,4846.45113,38.5488696
29.361662,4913,4841.26598,71.7340225
29.3788181,4870,4836.62907,33.3709327
29.3959742,4796,4837.25317,-41.2531662
29.4131303,4810,4856.54298,-46.5429785
29.4302864,4859,4860.9954,-1.99539596
29.4474425,4903,4856.46259,46.5374068
29.4645986,4717,4851.94544,-134.945436
29.4817547,4987,4847.44458,139.555419
29.4989108,4765,4842.96059,-77.9605854
29.5160669,4593,4838.49403,-245.494029
29.533223,4797,4834.04551,-37.0455135
29.5503791,4787,4829.61567,-42.615669
29.5675352,4845,4825.20515,19.7948501
29.5846913,4814,4820.81464,-6.81463911
29.6018474,4830,4816.44485,13.5551512
29.6190035,4807,4812.09652,-5.09652198
29.6361596,4672,4807.77043,-135.770434
29.6533157,4618,4803.46739,-185.467395
29.6704718,4757,4799.18825,-42.1882494
29.6876279,4787,4794.93388,-7.93388194
29.704784,4735,4790.70522,-55.7052158
29.7219401,4675,4786.50322,-111.503217
29.7390962,4763,4782.3289,-19.3288959
29.7562523,4644,4778.18331,-134.18331
29.7734084,4755,4774.06757,-19.0675674
29.7905645,4798,4769.98283,28.0171726
29.8077206,4617,4765.93031,-148.930306
29.8248767,4542,4761.91128,-219.911278
29.8420328,4804,4757.92708,46.0729188
29.8591889,4770,4753.97912,16.0208818
29.876345,4780,4750.06886,29.9311371
29.8935011,4716,4746.19786,-30.1978635
29.9106572,4625,4742.36775,-117.367747
29.9278133,4589,4738.58022,-149.580225
29.9449694,4747,4734.8371,12.1629032
29.9621255,4657,4731.14026,-74.1402587
29.9792816,4714,4727.49171,-13.4917067
29.9964377,4589,4723.89354,-134.893545
30.0135938,4693,4720.34799,-27.3479917
30.0307499,4738,4716.91227,21.0877255
30.047906,4646,4716.4488,-70.4487981
30.0650621,4852,4726.74868,125.251317
30.0822182,4724,4746.51383,-22.5138271
30.0993743,4776,4744.80251,31.1974876
30.1165304,4706,4742.54735,-36.5473478
30.1336865,4652,4740.39536,-88.3953636
30.1508426,4660,4738.35144,-78.3514441
30.1679987,4549,4736.42077,-187.420766
30.1851548,4661,4734.60882,-73.6088166
30.2023109,4579,4732.92142,-153.921422
30.219467,4624,4731.36477,-107.364767
30.2366231,4556,4729.94542,-173.945425
30.2537792,4563,4728.73842,-165.738417
30.2709353,4679,4729.19489,-50.1948915
30.2880914,4654,4735.78019,-81.7801937
30.3052475,4602,4740.32061,-138.320612
30.3224036,4611,4739.94602,-128.94602
30.3395597,4513,4739.75261,-226.752608
30.3567158,4639,4739.76206,-100.762057
30.3738719,4597,4739.98557,-142.985567
30.391028,4775,4740.43512,34.5648758
30.4081841,4716,4741.12357,-25.1235712
30.4253402,4634,4742.06468,-108.064679
30.4424963,4689,4743.27323,-54.2732327
30.4596524,4718,4744.76512,-26.7651173
30.4768085,4653,4746.55742,-93.557423
30.4939646,4728,4748.66855,-20.6685547
30.5111207,4753,4751.11836,1.88164432
30.5282768,4610,4753.92825,-143.928246
30.5454329,4808,4757.12137,50.878626
30.562589,4738,4760.72279,-22.7227898
30.5797451,4608,4764.75963,-156.759634
30.5969012,4780,4769.26135,10.7386477
30.6140573,4814,4774.25993,39.7400652
30.6312134,4859,4779.79019,79.209814
30.6483695,4887,4785.89003,101.109973
30.6655256,4876,4792.60084,83.3991617
30.6826817,4811,4799.96785,11.0321541
30.6998378,4672,4808.04056,-136.04056
30.7169939,4869,4816.87327,52.1267296
30.73415,4802,4826.52562,-24.5256165
30.7513061,4993,4837.06323,155.936771
30.7684622,4855,4848.55847,6.44152756
30.7856183,4922,4861.09129,60.9087107
30.8027744,4786,4874.75018,-88.7501776
30.8199305,4903,4889.63331,13.3666869
30.8370866,4936,4905.84985,30.1501493
30.8542427,4883,4923.52143,-40.521432
30.8713988,4929,4942.78394,-13.7839425
30.8885549,4885,4963.78956,-78.7895617
30.905711,4905,4986.70917,-81.7091676
30.9228671,5018,5011.92348,6.07651655
30.9400232,5033,5041.45295,-8.45294823
30.9571793,4981,5080.60869,-99.6086936
30.9743354,4948,5116.47487,-168.474872
30.9914915,5033,5152.73484,-119.734837
31.0086476,5011,5192.53849,-181.538493
31.0258037,5080,5236.30519,-156.305187
31.0429598,5198,5284.51833,-86.5183339
31.0601159,5329,5337.73751,-8.7375109
31.077272,5046,5396.61331,-350.613311
31.0944281,5265,5461.90567,-196.905666
31.1115842,5364,5534.50661,-170.506613
31.1287403,5382,5615.46876,-233.468761
31.1458964,5497,5706.04114,-209.041143
31.1630525,5655,5807.71471,-152.714713
31.1802086,5852,5922.28054,-70.2805409
31.1973647,5785,6051.9049,-266.9049
31.2145208,5999,6199.227,-200.227001
31.2316769,6049,6367.48746,-318.487457
31.248833,6244,6560.69886,-316.698855
31.2659891,6421,6783.87469,-362.874691
31.2831452,6829,7043.34016,-214.340158
31.3003013,7075,7347.15915,-272.159147
31.3174574,7330,7705.72825,-375.728251
31.3346135,7669,8132.61377,-463.613773
31.3517696,8206,8645.74629,-439.746291
31.3689257,8764,9269.14648,-505.146476
31.3860818,9846,10035.4446,-189.444591
31.4032379,10620,10989.583,-369.58302
31.420394,11874,12194.2494,-320.249392
31.4375501,13273,13737.7033,-464.7033
31.4547062,16031,15744.4204,286.579633
31.4718623,18897,18387.3243,509.675687
31.4890184,22859,21894.1895,964.810476
31.5061745,27545,26522.6962,1022.30375
31.5233306,33365,32439.871,925.128976
31.5404867,39369,39410.4008,-41.4007873
31.5576428,44485,46344.3965,-1859.39649
31.5747989,47939,51291.3866,-3352.38664
31.591955,50824,52698.8368,-1874.8368
31.6091111,52740,50999.6283,1740.37169
31.6262672,52094,48030.739,4063.26098
31.6434233,47323,44921.3848,2401.61517
31.6605794,41036,41392.7987,-356.798711
31.6777355,35928,36869.308,-941.308027
31.6948916,31983,31606.0207,376.979261
31.7120477,28045,26457.9655,1587.03454
31.7292038,23052,22057.4324,994.567577
31.7463599,18671,18568.557,102.442983
31.763516,15660,15887.4031,-227.403101
31.7806721,13526,13839.148,-313.14805
31.7978282,12250,12264.2037,-14.2037253
31.8149843,10592,11038.8959,-446.895871
31.8321404,10101,10072.7928,28.2072453
31.8492965,9197,9300.9303,-103.930303
31.8664526,8668,8676.6401,-8.64009605
31.8836087,8130,8166.12929,-36.1292923
31.9007648,7683,7744.65095,-61.6509458
31.9179209,7169,7393.85927,-224.859269
31.935077,6976,7099.99051,-123.990506
31.9522331,6807,6852.60583,-45.6058285
31.9693892,6580,6643.71516,-63.7151586
31.9865453,6435,6467.16055,-32.1605467
32.0037014,6095,6318.17823,-223.178231
32.0208575,6122,6193.08548,-71.0854774
32.0380136,5995,6089.0561,-94.0561029
32.0551697,5904,6003.96047,-99.9604727
32.0723258,5824,5936.2538,-112.253797
32.0894819,5898,5884.90216,13.0978422
32.106638,5939,5849.33978,89.6602193
32.1237941,5831,5829.45426,1.54573594
32.1409502,5915,5825.5993,89.4007011
32.1581063,5875,5838.63723,36.3627712
32.1752624,5916,5870.01708,45.982922
32.1924185,5767,5921.89791,-154.897913
32.2095746,5943,5997.33334,-54.333336
32.2267307,6050,6100.54161,-50.5416122
32.2438868,6189,6237.29895,-48.2989549
32.2610429,6329,6415.51323,-86.5132327
32.278199,6648,6646.06479,1.93521233
32.2953551,6833,6944.04316,-111.043159
32.3125112,7343,7330.56173,12.4382675
32.3296673,7729,7835.37519,-106.375186
32.3468234,8477,8500.4649,-23.4648994
32.3639795,9543,9384.28019,158.719806
32.3811356,10899,10564.4903,334.509727
32.3982917,13029,12131.6112,897.388845
32.4154478,14873,14153.4257,719.57428
32.4326039,17371,16576.5994,794.400643
32.44976,18932,19066.9744,-134.974408
32.4669161,19907,20960.5849,-1053.58485
32.4840722,20808,21637.8678,-829.86783
32.5012283,21882,21131.8376,750.162435
32.5183844,22030,20078.317,1951.68297
32.5355405,20300,18981.6215,1318.37846
32.5526966,17682,17822.1739,-140.173865
32.5698527,15414,16346.4046,-932.404646
32.5870088,14172,14533.924,-361.924039
32.6041649,12816,12655.6857,160.314304
32.621321,11106,10983.8814,122.11862
32.6384771,9552,9626.99927,-74.9992718
32.6556332,8063,8571.26745,-508.267453
32.6727893,7337,7759.34858,-422.348575
