'y-axis saved as y
'x,PDC_LDFZ_20201113_1_217_2_(PBF1_20201110)-4hr-PbTiO3-second-cut-of-grown-crystal.raw,Ycalc,Diff
36.1860641,2033,1972.40992,60.590075
36.2031993,2032,1970.61016,61.3898393
36.2203345,2005,1968.81389,36.1861133
36.2374697,1900,1967.0211,-67.0210998
36.2546049,1873,1965.2318,-92.2317966
36.2717401,1937,1963.44597,-26.4459736
36.2888753,1952,1961.66363,-9.66362757
36.3060105,1877,1959.88476,-82.884755
36.3231457,1833,1958.10935,-125.109353
36.3402809,1911,1956.33742,-45.3374169
36.3574161,1866,1954.56894,-88.5689444
36.3745513,1916,1952.80393,-36.8039318
36.3916865,1946,1951.04238,-5.04237565
36.4088217,1852,1949.28427,-97.2842724
36.4259569,1910,1947.52962,-37.5296187
36.4430921,1903,1945.77841,-42.7784109
36.4602273,1955,1944.03065,10.9693543
36.4773625,1866,1942.28632,-76.2863196
36.4944977,1896,1940.54543,-44.545429
36.5116329,1821,1938.80797,-117.807971
36.5287681,1794,1937.07394,-143.073941
36.5459033,1879,1935.34334,-56.3433355
36.5630385,1860,1933.61615,-73.616152
36.5801737,1883,1931.89239,-48.8923864
36.5973089,1888,1930.17204,-42.1720352
36.6144441,1852,1928.45509,-76.4550949
36.6315793,1907,1926.74156,-19.7415617
36.6487145,1905,1925.03143,-20.0314323
36.6658497,1795,1923.3247,-128.324703
36.6829849,1833,1921.62137,-88.62137
36.7001201,1906,1919.92143,-13.92143
36.7172553,1810,1918.22488,-108.224879
36.7343905,1809,1916.53171,-107.531714
36.7515257,1776,1914.84193,-138.841931
36.7686609,1875,1913.15553,-38.1555264
36.7857961,1859,1911.4725,-52.4724964
36.8029313,1893,1909.79284,-16.7928375
36.8200665,1846,1908.11655,-62.1165461
36.8372017,1832,1906.44362,-74.4436184
36.8543369,1873,1904.77405,-31.7740507
36.8714721,1831,1903.10784,-72.1078394
36.8886073,1830,1901.44498,-71.4449808
36.9057425,1836,1899.78547,-63.7854712
36.9228777,1794,1898.12931,-104.129307
36.9400129,1807,1896.47648,-89.4764841
36.9571481,1806,1894.827,-88.8269991
36.9742833,1816,1893.18085,-77.1808483
36.9914185,1819,1891.53803,-72.5380277
37.0085537,1761,1889.89853,-128.898534
37.0256889,1833,1888.26236,-55.2623627
37.0428241,1839,1886.62951,-47.6295107
37.0599593,1847,1884.99997,-37.999974
37.0770945,1802,1883.37375,-81.3737488
37.0942297,1802,1881.75083,-79.7508314
37.1113649,1743,1880.13122,-137.131218
37.1285001,1848,1878.5149,-30.5149045
37.1456353,1776,1876.90189,-100.901888
37.1627705,1720,1875.29216,-155.292163
37.1799057,1835,1873.68573,-38.6857272
37.1970409,1813,1872.08258,-59.0825763
37.2141761,1803,1870.48271,-67.4827064
37.2313113,1751,1868.88611,-117.886114
37.2484465,1762,1867.29279,-105.292794
37.2655817,1894,1865.70274,28.2972557
37.2827169,1733,1864.11596,-131.11596
37.2998521,1654,1862.53244,-208.532437
37.3169873,1812,1860.95217,-48.9521728
37.3341225,1793,1859.37516,-66.375162
37.3512577,1849,1857.8014,-8.8014014
37.3683929,1759,1856.23089,-97.230887
37.3855281,1736,1854.66361,-118.663615
37.4026633,1789,1853.09958,-64.099581
37.4197985,1767,1851.53878,-84.5387817
37.4369337,1761,1849.98121,-88.9812129
37.4540689,1791,1848.42687,-57.4268707
37.4712041,1781,1846.87575,-65.8757512
37.4883393,1771,1845.32785,-74.3278504
37.5054745,1812,1843.78316,-31.7831644
37.5226097,1826,1842.24169,-16.2416892
37.5397449,1724,1840.70342,-116.703421
37.5568801,1765,1839.16836,-74.1683554
37.5740153,1801,1837.63649,-36.6364889
37.5911505,1675,1836.10782,-161.107817
37.6082857,1738,1834.58234,-96.5823368
37.6254209,1771,1833.06004,-62.0600432
37.6425561,1723,1831.54093,-108.540933
37.6596913,1755,1830.025,-75.0250009
37.6768265,1771,1828.51224,-57.5122442
37.6939617,1798,1827.00266,-29.0026584
37.7110969,1745,1825.49624,-80.4962396
37.7282321,1747,1823.99298,-76.9929837
37.7453673,1730,1822.49289,-92.4928867
37.7625025,1705,1820.99594,-115.995945
37.7796377,1818,1819.50215,-1.50215322
37.7967729,1779,1818.01151,-39.0115086
37.8139081,1728,1816.52401,-88.5240068
37.8310433,1776,1815.03964,-39.0396435
37.8481785,1824,1813.55841,10.4415851
37.8653137,1799,1812.08032,-13.0803168
37.8824489,1753,1810.60535,-57.6053452
37.8995841,1789,1809.1335,-20.1334959
37.9167193,1782,1807.66476,-25.664765
37.9338545,1740,1806.19915,-66.1991482
37.9509897,1801,1804.73664,-3.73664158
37.9681249,1780,1803.27724,-23.277241
37.9852601,1751,1801.82094,-50.8209423
38.0023953,1800,1800.36774,-0.367741413
38.0195305,1756,1799.4299,-43.4298989
38.0366657,1752,1804.03155,-52.0315498
38.0538009,1766,1817.24977,-51.2497695
38.0709361,1924,1816.57489,107.425107
38.0880713,1724,1815.81586,-91.8158623
38.1052065,1811,1815.09181,-4.09181256
38.1223417,1749,1814.40477,-65.4047709
38.1394769,1775,1813.75693,-38.7569285
38.1566121,1805,1813.15066,-8.15065668
38.1737473,1792,1812.58853,-20.5885255
38.1908825,1773,1812.07332,-39.0733234
38.2080177,1789,1811.60808,-22.6080802
38.2251529,1820,1811.19609,8.80390748
38.2422881,1785,1810.84095,-25.8409522
38.2594233,1785,1810.54658,-25.5465788
38.2765585,1806,1810.31726,-4.31725592
38.2936937,1827,1810.15767,16.8423273
38.3108289,1759,1810.07297,-51.0729705
38.3279641,1756,1810.0688,-54.0687962
38.3450993,1835,1810.15136,24.8486371
38.3622345,1797,1810.32752,-13.3275199
38.3793697,1830,1810.60483,19.3951687
38.3965049,1761,1810.99167,-49.9916687
38.4136401,1782,1811.5325,-29.5325012
38.4307753,1795,1815.04657,-20.0465673
38.4479105,1770,1831.48235,-61.4823472
38.4650457,1808,1835.8109,-27.8109023
38.4821809,1816,1837.82611,-21.826115
38.4993161,1758,1840.08404,-82.0840436
38.5164513,1792,1842.60795,-50.6079469
38.5335865,1747,1845.42398,-98.4239829
38.5507217,1767,1848.56165,-81.561655
38.5678569,1747,1852.05434,-105.05434
38.5849921,1779,1855.93991,-76.9399149
38.6021273,1783,1860.26151,-77.2615113
38.6192625,1711,1865.06841,-154.068412
38.6363977,1793,1870.41714,-77.4171429
38.6535329,1748,1876.37279,-128.372787
38.6706681,1755,1883.0106,-128.010599
38.6878033,1838,1890.41797,-52.417974
38.7049385,1757,1898.69689,-141.696889
38.7220737,1767,1907.96693,-140.966929
38.7392089,1833,1918.36908,-85.369084
38.7563441,1793,1930.07053,-137.070526
38.7734793,1893,1943.2707,-50.2706972
38.7906145,1963,1958.20911,4.79089057
38.8077497,1877,1975.17545,-98.1754469
38.8248849,1964,1994.52278,-30.5227782
38.8420201,2067,2016.68503,50.3149747
38.8591553,2083,2042.20033,40.7996656
38.8762905,2071,2071.74275,-0.742746594
38.8934257,2106,2106.16572,-0.165719391
38.9105609,2213,2146.56286,66.4371442
38.9276961,2262,2194.35408,67.6459218
38.9448313,2289,2251.41019,37.5898075
38.9619665,2336,2320.23667,15.7633314
38.9791017,2553,2404.25102,148.748977
38.9962369,2592,2508.21222,83.7877814
39.0133721,2813,2638.90449,174.095512
39.0305073,2893,2806.26149,86.7385133
39.0476425,3030,3025.28167,4.71832794
39.0647777,3342,3319.42845,22.5715478
39.0819129,3603,3726.96033,-123.960332
39.0990481,4037,4313.33374,-276.333739
39.1161833,4862,5196.4119,-334.411902
39.1333185,6206,6596.88169,-390.881689
39.1504537,8219,8923.12213,-704.122128
39.1675889,12536,12794.2038,-258.203817
39.1847241,18662,18336.8277,325.172279
39.2018593,24692,22838.0406,1853.9594
39.2189945,25607,21651.0208,3955.97915
39.2361297,20349,16796.0723,3552.92768
39.2532649,14512,13313.4502,1198.54978
39.2704001,12364,12370.8736,-6.87363025
39.2875353,13308,13345.2572,-37.2572358
39.3046705,15025,14390.4607,634.539255
39.3218057,14542,13031.568,1510.43197
39.3389409,10992,9910.65559,1081.34441
39.3560761,7577,7244.72485,332.275146
39.3732113,5408,5528.20105,-120.201055
39.3903465,4371,4467.20723,-96.2072302
39.4074817,3526,3789.15084,-263.150841
39.4246169,3341,3334.19647,6.80353494
39.4417521,3048,3014.55324,33.4467551
39.4588873,2736,2781.07298,-45.0729845
39.4760225,2511,2604.98814,-93.9881428
39.4931577,2416,2468.63025,-52.6302482
39.5102929,2259,2360.67041,-101.670406
39.5274281,2198,2273.57262,-75.572623
39.5445633,2146,2202.16332,-56.1633196
39.5616985,2052,2142.79234,-90.7923393
39.5788337,2049,2092.82223,-43.8222311
39.5959689,1939,2050.30703,-111.307026
39.6131041,1848,2013.78423,-165.784234
39.6302393,1793,1982.13661,-189.136608
39.6473745,1794,1954.49811,-160.498109
39.6645097,1842,1930.18859,-88.188591
39.6816449,1800,1908.66757,-108.66757
39.6987801,1733,1889.50094,-156.500939
39.7159153,1780,1872.33663,-92.3366324
39.7330505,1755,1856.88658,-101.886578
39.7501857,1702,1842.91314,-140.913142
39.7673209,1727,1830.21883,-103.218827
39.7844561,1771,1818.63836,-47.6383568
39.8015913,1713,1808.03253,-95.0325284
39.8187265,1740,1798.2834,-58.2834036
39.8358617,1736,1789.2905,-53.2905049
39.8529969,1677,1780.96779,-103.967787
39.8701321,1729,1773.24121,-44.2412069
39.8872673,1724,1766.04676,-42.0467595
39.9044025,1680,1759.32888,-79.3288808
39.9215377,1628,1753.03914,-125.039141
39.9386729,1625,1747.13517,-122.135166
39.9558081,1591,1741.57975,-150.579751
39.9729433,1618,1736.34012,-118.340115
39.9900785,1578,1731.38729,-153.387285
40.0072137,1689,1726.69557,-37.6955735
40.0243489,1659,1722.24214,-63.2421393
40.0414841,1636,1718.00662,-82.0066176
40.0586193,1668,1713.9708,-45.9708026
40.0757545,1609,1710.11838,-101.118378
40.0928897,1567,1706.43469,-139.434685
40.1100249,1588,1702.90653,-114.906526
40.1271601,1602,1699.52199,-97.5219876
40.1442953,1674,1696.2703,-22.2702996
40.1614305,1634,1692.12224,-58.1222408
40.1785657,1678,1680.54665,-2.54664837
40.1957009,1616,1667.31327,-51.3132735
40.2128361,1566,1665.24913,-99.2491321
40.2299713,1617,1663.23711,-46.2371086
40.2471065,1616,1661.27285,-45.2728538
40.2642417,1576,1659.35346,-83.3534631
40.2813769,1587,1657.47626,-70.4762606
40.2985121,1624,1655.63878,-31.6387778
40.3156473,1618,1653.83873,-35.8387345
40.3327825,1590,1652.07402,-62.074022
40.3499177,1587,1650.15849,-63.1584862
40.3670529,1558,1644.32973,-86.3297298
40.3841881,1565,1627.48992,-62.4899232
40.4013233,1568,1625.51651,-57.5165114
40.4184585,1596,1624.45741,-28.4574088
40.4355937,1574,1623.40079,-49.4007919
40.4527289,1462,1622.34666,-160.346656
40.4698641,1592,1621.295,-29.2949971
40.4869993,1565,1620.24581,-55.2458105
40.5041345,1574,1619.19909,-45.1990919
40.5212697,1556,1618.15484,-62.154837
40.5384049,1588,1617.11304,-29.1130413
40.5555401,1567,1616.0737,-49.0737005
40.5726753,1628,1615.03681,12.9631899
40.5898105,1598,1614.00237,-16.0023657
40.6069457,1516,1612.97036,-96.9703631
40.6240809,1562,1611.9408,-49.9407977
40.6412161,1524,1610.91367,-86.9136653
40.6583513,1545,1609.88896,-64.8889613
40.6754865,1590,1608.86668,-18.8666815
40.6926217,1652,1607.84682,44.1531785
40.7097569,1577,1606.82938,-29.8293768
40.7268921,1543,1605.81434,-62.8143431
40.7440273,1584,1604.80172,-20.801716
40.7611625,1507,1603.79149,-96.7914911
40.7782977,1571,1602.78366,-31.783664
40.7954329,1587,1601.77823,-14.7782304
40.8125681,1536,1600.77519,-64.7751859
40.8297033,1558,1599.77453,-41.7745261
40.8468385,1528,1598.77625,-70.7762466
40.8639737,1579,1597.78034,-18.7803431
40.8811089,1520,1596.78681,-76.7868112
40.8982441,1546,1595.79565,-49.7956464
40.9153793,1615,1594.80684,20.1931555
40.9325145,1569,1593.8204,-24.820401
40.9496497,1587,1592.83631,-5.83631163
40.9667849,1560,1591.85457,-31.854572
40.9839201,1573,1590.87518,-17.8751777
41.0010553,1483,1589.89812,-106.898124
41.0181905,1526,1588.92341,-62.9234077
41.0353257,1613,1587.95102,25.0489768
41.0524609,1571,1586.98097,-15.9809667
41.0695961,1601,1586.01323,14.9867663
41.0867313,1612,1585.04782,26.9521802
41.1038665,1544,1584.08472,-40.0847208
41.1210017,1582,1583.12393,-1.12393223
41.1381369,1521,1582.16545,-61.1654498
41.1552721,1511,1581.20927,-70.209269
41.1724073,1647,1580.25539,66.7446143
41.1895425,1533,1579.3038,-46.3037954
41.2066777,1555,1578.35449,-23.3544939
41.2238129,1519,1577.40748,-58.4074766
41.2409481,1571,1576.46274,-5.46273938
41.2580833,1645,1575.52028,69.4797222
41.2752185,1594,1574.58009,19.4199125
41.2923537,1552,1573.64216,-21.6421642
41.3094889,1625,1572.7065,52.2934965
41.3266241,1574,1571.7731,2.22689885
41.3437593,1573,1570.84195,2.15804728
41.3608945,1594,1569.91305,24.0869461
41.3780297,1539,1568.9864,-29.9864004
41.3951649,1523,1568.06199,-45.0619878
41.4123001,1542,1567.13981,-25.1398119
41.4294353,1548,1566.21987,-18.2198682
41.4465705,1560,1565.30215,-5.30215252
41.4637057,1535,1564.38666,-29.3866605
41.4808409,1593,1563.47339,29.5266122
41.4979761,1513,1562.56233,-49.5623301
41.5151113,1588,1561.65348,26.346517
41.5322465,1532,1560.74684,-28.7468424
41.5493817,1474,1559.8424,-85.8424038
41.5665169,1526,1558.94016,-32.940163
41.5836521,1487,1558.04012,-71.0401155
41.6007873,1575,1557.14226,17.8577428
41.6179225,1513,1556.24658,-43.2465838
41.6350577,1513,1555.35309,-42.3530908
41.6521929,1532,1554.46177,-22.4617741
41.6693281,1544,1553.57263,-9.57262923
41.6864633,1512,1552.68565,-40.685652
41.7035985,1562,1551.80084,10.1991619
41.7207337,1480,1550.91818,-70.9181832
41.7378689,1524,1550.03768,-26.0376831
41.7550041,1542,1549.15933,-7.15933341
41.7721393,1531,1548.28313,-17.2831299
41.7892745,1460,1547.40907,-87.4090682
41.8064097,1508,1546.53714,-38.5371442
41.8235449,1564,1545.66735,18.3326466
41.8406801,1599,1544.79969,54.2003083
41.8578153,1525,1543.93415,-18.9341548
41.8749505,1528,1543.07074,-15.0707383
41.8920857,1566,1542.20944,23.7905619
41.9092209,1515,1541.35025,-26.3502498
41.9263561,1574,1540.49317,33.5068308
41.9434913,1570,1539.63819,30.361808
41.9606265,1526,1538.78531,-12.785314
41.9777617,1572,1537.93453,34.0654691
41.9948969,1557,1537.08584,19.9141616
42.0120321,1472,1536.23923,-64.2392324
42.0291673,1487,1535.39471,-48.3947085
42.0463025,1577,1534.55226,42.4477375
42.0634377,1541,1533.71189,7.2881099
42.0805729,1534,1532.87359,1.12641284
42.0977081,1528,1532.03735,-4.03734939
42.1148433,1435,1531.20317,-96.2031726
42.1319785,1543,1530.37105,12.6289476
42.1491137,1542,1529.54098,12.4590152
42.1662489,1506,1528.71297,-22.7129654
42.1833841,1546,1527.88699,18.11301
42.2005193,1591,1527.06305,63.9369456
42.2176545,1572,1526.24115,45.7588457
42.2347897,1551,1525.42129,25.5787143
42.2519249,1576,1524.60344,51.3965559
42.2690601,1532,1523.78763,8.21237447
42.2861953,1527,1523.32219,3.677815
42.3033305,1550,1526.17164,23.8283612
42.3204657,1484,1527.1379,-43.1378956
42.3376009,1538,1526.49823,11.501772
42.3547361,1519,1525.86799,-6.86799401
42.3718713,1516,1525.24763,-9.24763382
42.3890065,1500,1524.63762,-24.6376215
42.4061417,1516,1524.03847,-8.03846772
42.4232769,1410,1523.45072,-113.450724
42.4404121,1457,1522.87498,-65.8749848
42.4575473,1479,1522.31189,-43.3118945
42.4746825,1482,1521.76215,-39.7621496
42.4918177,1518,1521.22651,-3.22650563
42.5089529,1576,1520.70578,55.2942178
42.5260881,1508,1520.20087,-12.2008703
42.5432233,1463,1519.71274,-56.7127395
42.5603585,1484,1519.24245,-35.2424462
42.5774937,1462,1518.79114,-56.7911436
42.5946289,1617,1518.36009,98.6399079
42.6117641,1527,1517.95067,9.04932846
42.6288993,1491,1517.56439,-26.5643949
42.6460345,1578,1517.20292,60.7970758
42.6631697,1520,1516.86809,3.13191189
42.6803049,1471,1516.5619,-45.5619026
42.6974401,1547,1516.28686,30.7131419
42.7145753,1481,1516.66172,-35.6617215
42.7317105,1520,1520.80547,-0.805465725
42.7488457,1542,1521.52254,20.4774633
42.7659809,1449,1521.6294,-72.6294035
42.7831161,1546,1521.79651,24.2034949
42.8002513,1542,1522.02922,19.9707844
42.8173865,1598,1522.33355,75.6664549
42.8345217,1585,1522.71623,62.2837671
42.8516569,1548,1523.18486,24.8151438
42.8687921,1532,1523.74796,8.2520412
42.8859273,1506,1524.4152,-18.4152032
42.9030625,1613,1525.19755,87.8024484
42.9201977,1587,1526.10748,60.8925181
42.9373329,1562,1527.15925,34.8407526
42.9544681,1553,1528.36919,24.6308105
42.9716033,1655,1529.75612,125.243883
42.9887385,1552,1531.34177,20.6582309
43.0058737,1494,1533.15138,-39.1513814
43.0230089,1641,1535.21439,105.785613
43.0401441,1566,1537.56529,28.4347126
43.0572793,1657,1540.24474,116.755264
43.0744145,1620,1543.30091,76.6990859
43.0915497,1621,1546.79127,74.208728
43.1086849,1608,1550.78476,57.215237
43.1258201,1722,1555.36473,166.635266
43.1429553,1687,1560.6327,126.367298
43.1600905,1800,1566.71335,233.286655
43.1772257,1846,1573.76117,272.238829
43.1943609,1757,1581.96954,175.030457
43.2114961,1856,1591.58307,264.416931
43.2286313,1843,1602.91486,240.085137
43.2457665,1926,1616.371,309.629003
43.2629017,1896,1632.48577,263.514226
43.2800369,2010,1651.97364,358.026359
43.2971721,2035,1675.80732,359.192681
43.3143073,2112,1705.33831,406.66169
43.3314425,2204,1742.48795,461.512048
43.3485777,2239,1790.05975,448.940246
43.3657129,2431,1852.26789,578.732108
43.3828481,2537,1935.66766,601.33234
43.3999833,2654,2050.8699,603.130096
43.4171185,2912,2215.84772,696.152278
43.4342537,3149,2462.47728,686.522723
43.4513889,3653,2849.07192,803.928083
43.4685241,4222,3480.14158,741.858424
43.4856593,4766,4508.33954,257.660463
43.5027945,5351,5957.95715,-606.957153
43.5199297,5509,7137.97925,-1628.97925
43.5370649,5343,6861.15792,-1518.15792
43.5542001,4977,5572.88408,-595.884081
43.5713353,4679,4539.44323,139.556767
43.5884705,4438,4103.07231,334.927688
43.6056057,4450,4187.67899,262.321007
43.6227409,4523,4595.00936,-72.0093598
43.6398761,4179,4797.18724,-618.187237
43.6570113,3844,4311.83092,-467.83092
43.6741465,3386,3508.81,-122.810003
43.6912817,3174,2868.226,305.774004
43.7084169,2856,2453.15156,402.848445
43.7255521,2568,2190.62597,377.374029
43.7426873,2487,2019.13335,467.86665
43.7598225,2299,1902.00394,396.996057
43.7769577,2246,1818.53582,427.464181
43.7940929,2134,1756.85233,377.147672
43.8112281,2062,1709.86609,352.133912
43.8283633,1966,1673.15779,292.842206
43.8454985,1954,1643.85903,310.140971
43.8626337,1844,1620.04244,223.957557
43.8797689,1849,1600.37374,248.626262
43.8969041,1809,1583.90482,225.095178
43.9140393,1809,1569.94646,239.053535
43.9311745,1804,1557.98743,246.012568
43.9483097,1743,1547.6417,195.358301
43.9654449,1704,1538.61313,165.386873
43.9825801,1698,1530.67129,167.328712
43.9997153,1598,1523.63458,74.3654165
44.0168505,1672,1517.35824,154.641758
44.0339857,1621,1511.72564,109.274358
44.0511209,1624,1506.64194,117.358063
44.0682561,1577,1502.02932,74.9706782
44.0853913,1602,1497.82346,104.176544
44.1025265,1483,1493.97074,-10.970745
44.1196617,1535,1490.42624,44.5737626
44.1367969,1528,1487.152,40.848003
44.1539321,1496,1484.11582,11.8841811
44.1710673,1530,1481.29021,48.7097853
44.1882025,1502,1478.6516,23.348398
44.2053377,1478,1476.17965,1.82034668
44.2224729,1473,1473.85677,-0.856767831
44.2396081,1436,1471.66764,-35.667642
44.2567433,1449,1469.59892,-20.5989167
44.2738785,1519,1467.63889,51.3611132
44.2910137,1513,1465.77726,47.2227402
44.3081489,1468,1464.00496,3.99504439
44.3252841,1392,1462.31394,-70.3139376
44.3424193,1459,1460.69707,-1.69707183
44.3595545,1467,1459.14801,7.85199279
44.3766897,1454,1457.66107,-3.66107426
44.3938249,1466,1456.2312,9.76880122
44.4109601,1435,1454.85383,-19.853828
44.4280953,1460,1453.52487,6.47513255
44.4452305,1410,1452.24063,-42.2406262
44.4623657,1417,1450.99777,-33.9977703
44.4795009,1519,1449.79328,69.2067188
44.4966361,1498,1448.62442,49.3755785
44.5137713,1449,1447.4887,1.51129704
44.5309065,1433,1446.37339,-13.3733877
44.5480417,1392,1444.31769,-52.3176855
44.5651769,1433,1439.02144,-6.02144195
44.5823121,1429,1437.99767,-8.997667
44.5994473,1422,1437.18248,-15.1824829
44.6165825,1400,1436.37982,-36.3798157
44.6337177,1411,1435.58899,-24.5889861
44.6508529,1431,1434.80937,-3.80936604
44.6679881,1359,1434.04037,-75.0403735
44.6851233,1455,1433.28147,21.7185312
44.7022585,1439,1432.53215,6.46784886
44.7193937,1446,1431.79195,14.2080453
44.7365289,1420,1430.71453,-10.7145302
44.7536641,1369,1426.40197,-57.4019687
44.7707993,1429,1424.22204,4.77796207
44.7879345,1472,1423.65963,48.3403693
44.8050697,1348,1423.09866,-75.0986629
44.8222049,1388,1422.53913,-34.5391308
44.8393401,1424,1421.98103,2.01896906
44.8564753,1439,1421.42436,17.5756404
44.8736105,1440,1420.86911,19.1308869
44.8907457,1448,1420.31529,27.684712
44.9078809,1457,1419.76288,37.2371195
44.9250161,1418,1419.21189,-1.21188721
44.9421513,1498,1418.6623,79.3376956
44.9592865,1456,1418.11413,37.8858715
44.9764217,1444,1417.56736,26.432644
44.9935569,1442,1417.02198,24.9780168
45.0106921,1477,1416.47801,60.5219933
45.0278273,1394,1415.93542,-21.9354227
45.0449625,1413,1415.39423,-2.39422785
45.0620977,1422,1414.85442,7.14558152
45.0792329,1406,1414.31599,-8.31599105
45.0963681,1404,1413.77894,-9.77894202
45.1135033,1438,1413.24327,24.7567322
45.1306385,1399,1412.70896,-13.708965
45.1477737,1430,1412.17603,17.8239701
45.1649089,1389,1411.64446,-22.6444591
45.1820441,1441,1411.11425,29.885751
45.1991793,1399,1410.5854,-11.5853961
45.2163145,1389,1410.0579,-21.0578969
45.2334497,1469,1409.53175,59.4682522
45.2505849,1454,1409.00695,44.9930545
45.2677201,1423,1408.48349,14.5165137
45.2848553,1356,1407.96137,-51.9613668
45.3019905,1379,1408.3925,-29.3924973
45.3191257,1509,1417.48045,91.5195463
45.3362609,1505,1419.591,85.4090037
45.3533961,1459,1419.44394,39.5560621
45.3705313,1434,1419.31397,14.686034
45.3876665,1448,1419.20199,28.7980139
45.4048017,1418,1419.10897,-1.1089698
45.4219369,1444,1419.03596,24.9640388
45.4390721,1416,1418.98408,-2.98408324
45.4562073,1450,1418.95454,31.0454551
45.4733425,1526,1418.94865,107.051351
45.4904777,1458,1418.9678,39.0321973
45.5076129,1508,1419.01352,88.9864761
45.5247481,1547,1419.08746,127.912544
45.5418833,1550,1419.19138,130.808622
45.5590185,1430,1419.32722,10.6727805
45.5761537,1534,1419.49707,114.502925
45.5932889,1469,1419.70322,49.2967795
45.6104241,1506,1419.94814,86.0518637
45.6275593,1487,1420.23453,66.7654749
45.6446945,1476,1420.56534,55.4346616
45.6618297,1477,1420.9438,56.0561959
45.6789649,1422,1421.37346,0.62654178
45.6961001,1487,1421.85818,65.1418194
45.7132353,1490,1422.40224,67.5977643
45.7303705,1471,1423.01032,47.9896803
45.7475057,1434,1424.6356,9.3643978
45.7646409,1431,1434.97807,-3.97806662
45.7817761,1460,1438.54585,21.4541547
45.7989113,1442,1439.97182,2.02817603
45.8160465,1522,1441.52321,80.4767855
45.8331817,1467,1443.21106,23.7889427
45.8503169,1385,1445.04765,-60.0476519
45.8674521,1379,1447.04673,-68.0467348
45.8845873,1386,1449.22369,-63.2236856
45.9017225,1445,1451.59577,-6.59576927
45.9188577,1436,1454.18242,-18.1824218
45.9359929,1403,1457.00559,-54.0055869
45.9531281,1467,1460.09012,6.90988424
45.9702633,1477,1463.46424,13.5357562
45.9873985,1473,1467.16016,5.83983932
46.0045337,1396,1471.2147,-75.2146967
46.0216689,1503,1475.67015,27.329848
46.0388041,1509,1480.57531,28.4246945
46.0559393,1490,1485.98665,4.01335289
46.0730745,1462,1491.96989,-29.9698946
46.0902097,1501,1498.60187,2.39812935
46.1073449,1481,1505.97284,-24.9728429
46.1244801,1515,1514.18946,0.810538625
46.1416153,1508,1523.37848,-15.3784765
46.1587505,1591,1533.69148,57.3085181
46.1758857,1545,1545.31102,-0.311021299
46.1930209,1575,1558.45853,16.5414738
46.2101561,1562,1573.40474,-11.404741
46.2272913,1647,1590.48357,56.5164307
46.2444265,1663,1610.11069,52.889312
46.2615617,1683,1632.8089,50.1910972
46.2786969,1706,1659.24319,46.7568143
46.2958321,1848,1690.26986,157.730144
46.3129673,1851,1727.00681,123.993187
46.3301025,1929,1770.93574,158.064259
46.3472377,1971,1824.05398,146.946018
46.3643729,2058,1889.10547,168.894531
46.3815081,2080,1969.94097,110.059034
46.3986433,2132,2072.0962,59.903802
46.4157785,2305,2203.7496,101.250402
46.4329137,2450,2377.36746,72.6325367
46.4500489,2674,2612.65049,61.349508
46.4671841,2902,2942.04902,-40.0490216
46.4843193,3349,3421.41249,-72.4124863
46.5014545,3956,4150.34788,-194.347875
46.5185897,4961,5307.18672,-346.186721
46.5357249,6540,7182.36594,-642.365945
46.5528601,8792,10045.35,-1253.35004
46.5699953,11763,13291.5684,-1528.56837
46.5871305,13583,14444.8535,-861.853468
46.6042657,12502,12302.4789,199.521127
46.6214009,9514,9421.91039,92.0896104
46.6385361,7444,7609.69506,-165.695064
46.6556713,6506,6993.97067,-487.970666
46.6728065,6654,7376.2471,-722.247096
46.6899417,7535,8372.93724,-837.937241
46.7070769,8130,8886.96108,-756.961083
46.7242121,7591,7892.45831,-301.458313
46.7413473,5902,6138.41032,-236.410323
46.7584825,4490,4685.54064,-195.540637
46.7756177,3555,3721.67942,-166.679419
46.7927529,3042,3104.35148,-62.3514836
46.8098881,2604,2698.79484,-94.7948377
46.8270233,2377,2421.32565,-44.3256508
46.8441585,2153,2223.66669,-70.6666869
46.8612937,2064,2077.80014,-13.8001354
46.8784289,1911,1966.91721,-55.9172075
46.8955641,1827,1880.51273,-53.5127349
46.9126993,1836,1811.76005,24.2399469
46.9298345,1764,1756.06887,7.93113404
46.9469697,1685,1710.26008,-25.2600798
46.9641049,1651,1672.07442,-21.0744246
46.9812401,1605,1639.86947,-34.8694705
46.9983753,1529,1612.42703,-83.4270304
47.0155105,1552,1588.82735,-36.8273538
47.0326457,1505,1568.36491,-63.3649128
47.0497809,1488,1550.49077,-62.4907666
47.0669161,1481,1534.77232,-53.7723181
47.0840513,1473,1520.8647,-47.8647004
47.1011865,1455,1508.49009,-53.4900924
47.1183217,1515,1497.42254,17.5774592
47.1354569,1439,1487.47667,-48.4766681
47.1525921,1389,1478.49916,-89.4991646
47.1697273,1498,1470.3623,27.637696
47.1868625,1444,1462.95895,-18.9589481
47.2039977,1439,1456.19866,-17.1986599
47.2211329,1353,1450.00465,-97.004652
47.2382681,1443,1444.31137,-1.31136979
47.2554033,1378,1439.06256,-61.0625629
47.2725385,1317,1434.20973,-117.209734
47.2896737,1411,1429.71088,-18.7108818
47.3068089,1351,1425.52948,-74.52948
47.3239441,1335,1421.63364,-86.6336355
47.3410793,1364,1417.9954,-53.9953977
47.3582145,1402,1414.59018,-12.5901842
